"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Jon Lester","Cubs","PIT @ CHC",".45","6.55","26.49","5.24","3.32","1.10",".15",".67","2.12","6.94","23.48","38.91","21.70","4930"
"David Price","Red Sox","CWS @ BOS",".43","6.20","25.33","5.62","3.56","1.28",".16",".63","1.56","7.00","22.53","37.38","20.84","3184"
"Alex Wood","Dodgers","ATL @ LAD",".50","6.60","26.55","5.79","3.96","1.15",".06",".63","1.49","6.16","22.48","37.30","20.62","13781"
"Kevin Gausman","Orioles","BAL @ TOR",".39","6.42","26.46","5.95","3.41","1.54",".08",".91","1.71","6.23","20.21","34.46","18.67","14107"
"Blake Snell","Rays","SEA @ TB",".36","6.03","25.41","5.78","3.85","1.07",".10",".77","2.10","6.71","19.85","34.48","18.56","13543"
"Anibal Sanchez","Braves","ATL @ LAD",".26","6.35","26.76","6.07","3.30","1.16",".06","1.55","2.08","6.93","19.24","33.53","18.01","3284"
"Aaron Sanchez","Blue Jays","BAL @ TOR",".36","6.32","26.68","5.51","3.45","1.29",".05",".72","2.77","5.90","18.63","33.04","17.37","11490"
"Gio Gonzalez","Nationals","SF @ WSH",".43","6.32","27.03","6.41","4.13","1.34",".09",".86","2.24","6.08","18.27","32.97","17.17","7448"
"Domingo German","Yankees","NYY @ NYM",".48","6.00","25.61","5.10","3.17",".98",".08",".87","3.05","5.92","18.25","32.53","17.11","17149"
"Dan Straily","Marlins","SD @ MIA",".36","6.50","27.55","6.20","3.86","1.12",".16","1.06","2.50","5.90","17.85","32.20","16.72","9460"
"Charlie Morton","Astros","HOU @ TEX",".43","5.76","25.17","5.21","3.08","1.09",".13",".91","3.21","6.22","17.17","31.38","16.28","4676"
"Carlos Rodon","White Sox","CWS @ BOS",".28","5.67","24.37","5.79","3.66","1.35",".12",".67","2.16","5.79","16.35","29.52","15.31","16137"
"Mike Clevinger","Indians","CLE @ DET",".45","6.04","26.29","6.28","4.11","1.37",".22",".58","2.51","5.34","15.87","29.81","14.98","12808"
"Tyson Ross","Padres","SD @ MIA",".38","6.07","26.55","6.08","4.22","1.11",".18",".56","2.86","5.28","15.68","29.79","14.83","7872"
"Chris Bassitt","Athletics","KC @ OAK",".41","6.12","26.18","6.01","3.82","1.36",".12",".71","2.41","5.06","16.10","29.58","15.00","12304"
"Nick Kingham","Pirates","PIT @ CHC",".29","6.07","25.83","5.79","3.41","1.35",".21",".83","2.35","5.32","16.16","29.31","15.00","11694"
"Tyler Skaggs","Angels","LAA @ MIN",".35","5.75","25.16","5.91","3.68","1.36",".11",".77","2.61","5.66","15.52","29.05","14.67","10190"
"Brent Suter","Brewers","MIL @ PHI",".32","5.48","23.27","5.47","3.49","1.04",".14",".79","1.86","5.51","16.30","28.55","15.14","13942"
"Luis Castillo","Reds","STL @ CIN",".35","5.97","25.92","6.20","3.65","1.13",".08","1.33","2.39","5.69","15.36","28.65","14.42","15689"
"Jake Arrieta","Phillies","MIL @ PHI",".31","5.32","22.15","4.74","2.98",".98",".06",".71","1.94","5.01","16.11","27.23","14.79","4153"
"Felix Hernandez","Mariners","SEA @ TB",".32","5.37","23.17","5.49","3.61","1.05",".11",".71","2.18","5.06","14.55","26.50","13.60","4772"
"Kyle Gibson","Twins","LAA @ MIN",".33","5.71","24.67","5.65","3.51","1.17",".08",".89","2.47","4.81","14.22","26.57","13.23","10123"
"Danny Duffy","Royals","KC @ OAK",".29","5.49","23.76","5.43","2.96","1.28",".13","1.06","2.30","5.14","14.19","25.95","13.20","3542"
"Steven Matz","Mets","NYY @ NYM",".23","5.44","24.05","5.50","3.12","1.05",".06","1.28","2.74","5.25","13.03","25.07","12.27","13361"
"Dereck Rodriguez","Giants","SF @ WSH",".29","5.61","24.78","6.47","3.99","1.21",".12","1.16","2.03","4.98","12.67","24.83","11.93","14509"
"Michael Wacha","Cardinals","STL @ CIN",".32","5.52","24.52","6.10","3.75","1.16",".11","1.09","2.39","4.54","11.90","23.67","11.20","14078"
"Chad Bettis","Rockies","ARI @ COL",".37","5.39","24.01","6.43","3.97","1.38",".20",".88","2.00","4.31","11.21","22.65","10.57","10587"
"Mike Minor","Rangers","HOU @ TEX",".25","5.52","24.52","6.39","3.64","1.51",".11","1.14","2.08","4.45","11.13","22.48","10.42","10021"
"Mike Fiers","Tigers","CLE @ DET",".24","5.30","23.63","6.11","3.63","1.31",".19",".98","2.19","3.78","9.58","20.07","8.95","7754"
"Matt Koch","Diamondbacks","ARI @ COL",".25","5.13","23.76","7.42","4.38","1.52",".24","1.28","1.55","3.16","5.63","15.23","5.42","13420"
