"Yovani Gallardo",5300,TEX,SP,SFG,18.1506,0.01074,10.74
"Derek Holland",8000,SFG,SP,TEX,23.93118,6.25308,14.61
"Tyler Anderson",6900,COL,SP,STL,19.7208,5.08464,11.88
"Austin Gomber",5500,STL,SP,COL,16.01024,3.27568,9.44
"Kyle Hendricks",8000,CHC,SP,CIN,27.0744,9.657,17.4
"Homer Bailey",4500,CIN,SP,CHC,16.63816,1.533,10.22
"Felix Pena",7300,LAA,SP,HOU,19.00304,3.0324,10.64
"Framber Valdez",5900,HOU,SP,LAA,21.15608,4.38944,12.76
"Luis Severino",10300,NYY,SP,BAL,31.4592,12.4584,23.2
"Dylan Bundy",7500,BAL,SP,NYY,20.6176,8.092,13.6
"Zack Greinke",10300,ARI,SP,SEA,28.85454,8.72256,19.47
"Mike Leake",7500,SEA,SP,ARI,19.04826,7.83804,13.02
"Robbie Erlin",5500,SDP,SP,LAD,21.19887,2.98655,11.27
"Hyun-Jin Ryu",9200,LAD,SP,SDP,18.02,18.02,18.02
"Shane Bieber",8600,CLE,SP,KCR,24.14308,7.65278,16.01
"Jorge Lopez",5000,KCR,SP,CLE,15.25237,0.0076299999999998,7.63
"Kevin Gausman",8100,ATL,SP,MIA,26.12846,9.085,18.17
"Steven Matz",6400,NYM,SP,WAS,22.4613,1.974,14.1
"Pablo Lopez",6200,MIA,SP,ATL,20.0448,2.3664,11.6
"Nathan Eovaldi",7800,BOS,SP,TBR,28.6529,6.22318,16.42
"Vincent Velasquez",7900,PHI,SP,TOR,25.75725,5.64126,16.89
"Blake Snell",10700,TBR,SP,BOS,27.67866,11.12193,19.41
"Jefry Rodriguez",5900,WAS,SP,NYM,22.64704,5.60732,13.61
"Michael Kopech",9800,CHW,SP,DET,22.40773,5.32549,12.71
"Chase Anderson",7700,MIL,SP,PIT,25.72504,5.28572,18.04
"Chris Archer",8200,PIT,SP,MIL,25.95256,8.87754,18.38
"Chris Bassitt",5300,OAK,SP,MIN,11.27,11.27,11.27
"Jose Berrios",8400,MIN,SP,OAK,23.75406,9.6255,16.74
"Jordan Zimmermann",7400,DET,SP,CHW,21.76008,5.06969,12.77
"Marco Estrada",6000,TOR,SP,PHI,19.1574,8.83736,14.68
