"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Blake Snell","Rays","KC @ TB",".56","6.67","26.93","5.25","3.52","1.10",".13",".50","2.26","8.14","26.89","44.25","25.11","13543"
"Patrick Corbin","Diamondbacks","LAA @ ARI",".45","6.41","26.36","5.93","3.85","1.23",".13",".71","1.76","6.24","20.79","35.38","19.22","9323"
"Masahiro Tanaka","Yankees","NYY @ MIA",".48","6.25","25.27","5.68","3.81","1.17",".22",".48","1.38","5.90","21.06","35.03","19.27","15764"
"Junior Guerra","Brewers","CIN @ MIL",".46","6.10","25.16","5.31","3.42","1.03",".15",".71","2.12","6.21","20.31","34.49","18.79","5702"
"Jose Berrios","Twins","MIN @ CWS",".38","6.01","25.55","5.68","3.61","1.07",".19",".81","2.42","6.75","19.40","34.15","18.24","14168"
"Michael Kopech","White Sox","MIN @ CWS",".32","5.57","24.13","5.00","3.10","1.04",".12",".75","2.93","7.04","18.94","33.40","17.96","sa828680"
"Kyle Hendricks","Cubs","CHC @ DET",".53","6.66","27.24","6.43","4.29","1.28",".25",".61","1.38","5.15","19.48","33.43","17.91","12049"
"Dylan Bundy","Orioles","BAL @ TOR",".36","6.18","26.09","6.01","3.43","1.43",".14","1.01","2.03","6.01","17.95","31.72","16.69","12917"
"Brad Peacock","Astros","HOU @ SEA",".39","5.77","24.52","5.64","3.51","1.11",".12",".90","2.11","6.17","17.95","31.58","16.78","5401"
"Sam Gaviglio","Blue Jays","BAL @ TOR",".35","6.00","25.05","6.02","3.67","1.34",".14",".87","1.53","5.70","17.77","30.86","16.36","12778"
"Steven Matz","Mets","SF @ NYM",".34","6.09","25.65","5.79","3.89","1.17",".09",".63","2.21","5.42","17.35","30.87","16.07","13361"
"Kevin Gausman","Braves","ATL @ PIT",".42","6.19","26.08","6.60","4.43","1.38",".24",".55","1.52","5.03","16.80","30.17","15.52","14107"
"Hyun-Jin Ryu","Dodgers","STL @ LAD",".37","5.71","24.05","5.75","3.58","1.15",".06",".96","1.65","5.61","17.06","29.67","15.77","14444"
"Brett Anderson","Athletics","TEX @ OAK",".47","6.29","26.02","6.23","4.11","1.40",".11",".61","1.46","4.43","16.83","29.54","15.34","8223"
"Tyler Anderson","Rockies","SD @ COL",".38","5.87","24.69","5.80","3.45","1.23",".16",".96","1.80","5.33","16.56","29.19","15.26","12880"
"Chris Stratton","Giants","SF @ NYM",".39","6.16","26.10","5.88","3.94","1.13",".13",".68","2.34","4.77","16.02","29.19","14.83","13761"
"Pablo Lopez","Marlins","NYY @ MIA",".26","6.06","25.29","5.79","3.64","1.18",".13",".84","1.87","5.05","16.29","28.77","14.88","17085"
"Tanner Roark","Nationals","PHI @ WSH",".40","6.24","26.54","6.26","4.12","1.14",".09",".91","2.15","4.77","15.44","28.43","14.32","8753"
"Nathan Eovaldi","Red Sox","CLE @ BOS",".37","5.98","25.31","6.45","4.06","1.45",".16",".77","1.43","4.55","14.91","27.06","13.66","9132"
"Felix Pena","Angels","LAA @ ARI",".27","5.48","24.03","5.51","3.31","1.14",".26",".81","2.64","5.46","14.35","26.89","13.52","13403"
"Shane Bieber","Indians","CLE @ BOS",".33","5.67","24.57","6.40","3.91","1.51",".18",".80","1.76","4.69","13.44","25.44","12.50","19427"
"Daniel Poncedeleon","Cardinals","STL @ LAD",".29","5.34","23.73","5.05","2.89","1.09",".06","1.00","3.21","5.08","13.12","25.26","12.44","16110"
"Vince Velasquez","Phillies","PHI @ WSH",".31","5.49","24.30","5.67","3.53","1.18",".09",".87","2.77","4.88","12.90","25.14","12.19","11189"
"Ivan Nova","Pirates","ATL @ PIT",".32","6.16","26.31","7.01","4.60","1.55",".20",".66","1.48","3.81","12.86","24.79","11.77","1994"
"Robbie Erlin","Padres","SD @ COL",".32","5.79","24.69","6.82","4.16","1.33",".24","1.09","1.02","4.34","13.09","24.41","11.95","10354"
"Mike Leake","Mariners","HOU @ SEA",".31","6.21","26.60","7.17","4.68","1.54",".08",".87","1.42","3.79","12.47","24.17","11.42","10130"
"Sal Romano","Reds","CIN @ MIL",".25","5.62","24.65","6.14","3.72","1.28",".10","1.03","2.21","4.58","12.25","23.96","11.44","13690"
"Jordan Zimmermann","Tigers","CHC @ DET",".21","5.42","23.33","6.18","3.73","1.19",".22","1.04","1.40","4.27","11.98","22.52","10.97","4505"
"Glenn Sparkman","Royals","KC @ TB",".18","5.49","24.40","6.66","4.43","1.33",".23",".67","1.98","3.76","9.62","20.55","9.01","15200"
"Ariel Jurado","Rangers","TEX @ OAK",".26","5.70","24.76","6.49","3.89","1.51",".14",".96","1.71","2.98","9.44","19.47","8.53","17030"
