"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Mike Trout","Angels","CWS @ LAA","CF","4.46","1.16",".65",".18",".03",".29",".85",".77",".11",".05",".96",".66","10.15","15.78","11.74","10155"
"Khris Davis","Athletics","OAK @ TEX","DH","4.61","1.20",".58",".23",".02",".38",".79",".98",".01",".01",".39","1.04","9.60","15.06","11.22","9112"
"Aaron Judge","Yankees","KC @ NYY","RF","4.52","1.13",".59",".17",".01",".36",".84",".80",".04",".03",".65","1.35","9.55","14.90","11.10","15640"
"Giancarlo Stanton","Yankees","KC @ NYY","DH","4.30","1.15",".57",".17",".00",".40",".76",".93",".01",".01",".44","1.14","9.40","14.72","10.97","4949"
"Rhys Hoskins","Phillies","PHI @ CIN","LF","4.75","1.12",".56",".23",".01",".32",".82",".75",".04",".03",".69","1.06","9.36","14.57","10.85","16472"
"Matt Olson","Athletics","OAK @ TEX","1B","4.39","1.12",".53",".21",".01",".37",".77",".85",".02",".01",".43",".93","9.11","14.25","10.64","14344"
"Mookie Betts","Red Sox","MIN @ BOS","RF","4.67","1.26",".73",".31",".03",".19",".77",".61",".16",".08",".54",".62","8.89","13.80","10.53","13611"
"J.D. Martinez","Red Sox","MIN @ BOS","DH","4.46","1.22",".67",".25",".02",".28",".71",".86",".02",".01",".45","1.06","8.78","13.74","10.31","6184"
"Matt Adams","Nationals","WSH @ MIA","1B","4.61","1.17",".64",".24",".02",".28",".71",".91",".01",".01",".41","1.00","8.63","13.54","10.10","9393"
"Joey Gallo","Rangers","OAK @ TEX","LF","4.32",".80",".30",".13",".02",".36",".70",".81",".04",".02",".73","1.50","8.71","13.61","9.93","14128"
"Bryce Harper","Nationals","WSH @ MIA","RF","4.71",".93",".48",".20",".01",".23",".76",".62",".05",".03","1.00","1.03","8.70","13.51","9.93","11579"
"Shin-Soo Choo","Rangers","OAK @ TEX","DH","4.76","1.09",".67",".20",".01",".21",".75",".56",".06",".04",".90",".99","8.56","13.28","9.94","3174"
"Manny Machado","Dodgers","LAD @ ATL","SS","4.72","1.30",".78",".26",".01",".25",".75",".60",".05",".03",".33",".63","8.25","12.82","9.87","11493"
"Justin Upton","Angels","CWS @ LAA","LF","4.38","1.04",".60",".19",".00",".25",".64",".82",".04",".03",".61","1.02","8.29","12.97","9.62","5222"
"Max Muncy","Dodgers","LAD @ ATL","1B","4.62","1.05",".58",".20",".01",".27",".70",".65",".03",".02",".65","1.11","8.27","12.87","9.63","13301"
"Joc Pederson","Dodgers","LAD @ ATL","LF","4.83","1.13",".55",".29",".02",".27",".71",".57",".05",".03",".46",".98","8.21","12.74","9.68","11899"
"Andrew Benintendi","Red Sox","MIN @ BOS","LF","4.57","1.18",".73",".26",".04",".15",".75",".59",".11",".06",".55",".79","8.18","12.72","9.67","17901"
"Starling Marte","Pirates","NYM @ PIT","CF","4.49","1.30",".89",".22",".03",".16",".64",".56",".22",".10",".31",".73","8.02","12.43","9.73","9241"
"Trea Turner","Nationals","WSH @ MIA","SS","4.82","1.16",".79",".20",".06",".12",".71",".51",".28",".11",".42",".93","8.06","12.48","9.67","16252"
"Paul Goldschmidt","Diamondbacks","ARI @ CHC","1B","4.88",".96",".58",".19",".02",".18",".71",".54",".09",".05",".95","1.24","8.16","12.66","9.40","9218"
"Anthony Rizzo","Cubs","ARI @ CHC","1B","4.68","1.10",".65",".23",".02",".20",".67",".51",".05",".04",".78",".64","8.06","12.48","9.43","3473"
"Jake Bauers","Rays","TB @ BAL","LF","4.63","1.16",".66",".30",".02",".18",".66",".64",".10",".06",".46",".85","7.97","12.42","9.42","15194"
"Eugenio Suarez","Reds","PHI @ CIN","3B","4.32","1.14",".68",".22",".02",".22",".63",".76",".03",".02",".48",".81","7.97","12.46","9.38","12552"
"David Peralta","Diamondbacks","ARI @ CHC","LF","5.00","1.24",".82",".24",".04",".14",".70",".50",".06",".04",".69",".92","7.98","12.35","9.46","2136"
"Jed Lowrie","Athletics","OAK @ TEX","2B","4.73","1.24",".76",".29",".02",".18",".70",".68",".01",".00",".46",".67","7.91","12.35","9.36","4418"
"Ronald Acuna","Braves","LAD @ ATL","LF","4.65","1.18",".74",".23",".02",".18",".65",".51",".17",".11",".46","1.30","7.91","12.25","9.45","18401"
"Stephen Piscotty","Athletics","OAK @ TEX","RF","4.50","1.19",".67",".29",".02",".20",".69",".69",".03",".03",".38",".75","7.86","12.28","9.30","13367"
