"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Nick Tropeano","Angels","CWS @ LAA",".43","5.91","24.89","5.56","3.54","1.03",".11",".89","2.16","6.52","19.49","33.77","18.20","12385"
"Sonny Gray","Yankees","KC @ NYY",".49","5.85","24.18","5.23","3.27","1.05",".05",".87","1.90","6.03","19.52","32.95","18.03","12768"
"Rich Hill","Dodgers","LAD @ ATL",".42","5.86","25.10","5.80","3.88","1.16",".10",".66","2.37","5.86","17.50","31.49","16.43","4806"
"Dereck Rodriguez","Giants","MIL @ SF",".36","6.06","25.40","5.79","3.74","1.23",".15",".67","1.99","5.08","16.86","29.89","15.50","14509"
"Zack Godley","Diamondbacks","ARI @ CHC",".38","5.85","25.52","5.42","3.45","1.08",".14",".75","3.13","5.64","16.14","30.01","15.25","14862"
"Anibal Sanchez","Braves","LAD @ ATL",".28","5.87","24.95","5.88","3.22","1.21",".09","1.36","1.87","5.90","16.52","29.34","15.28","3284"
"Tommy Milone","Nationals","WSH @ MIA",".44","5.94","25.26","6.12","4.06","1.24",".14",".68","1.83","4.90","16.02","28.92","14.83","7608"
"Wade Miley","Brewers","MIL @ SF",".35","5.69","24.90","5.73","4.01","1.19",".15",".38","2.77","5.16","15.04","28.37","14.22","8779"
"Nick Kingham","Pirates","NYM @ PIT",".37","6.06","25.47","5.79","3.73","1.25",".12",".68","2.06","4.47","15.52","27.96","14.20","11694"
"Hunter Wood","Rays","TB @ BAL",".34","5.62","24.13","5.96","3.56","1.07",".05","1.27","1.77","5.48","15.26","27.55","14.18","15091"
"Tyler Chatwood","Cubs","ARI @ CHC",".29","5.40","24.60","4.56","2.87",".92",".13",".64","4.51","5.63","13.89","27.64","13.50","4338"
"Tyler Mahle","Reds","PHI @ CIN",".30","5.60","24.09","5.67","3.46","1.07",".10","1.04","2.16","5.30","14.87","27.13","13.83","16358"
"Steven Matz","Mets","NYM @ PIT",".34","5.93","25.48","6.22","4.17","1.23",".13",".69","2.07","4.37","13.90","26.22","12.87","13361"
"Brian Johnson","Red Sox","MIN @ BOS",".39","5.79","24.76","6.07","3.92","1.37",".13",".66","1.92","4.21","13.86","25.79","12.74","14272"
"Trevor Cahill","Athletics","OAK @ TEX",".36","5.16","23.21","5.23","3.11",".94",".12","1.06","3.07","5.45","13.21","25.57","12.67","6249"
"Dan Straily","Marlins","WSH @ MIA",".26","5.53","24.16","5.45","3.30","1.12",".12",".92","2.63","4.85","13.29","25.16","12.41","9460"
"Ranger Suarez","Phillies","PHI @ CIN",".38","5.80","25.04","6.37","4.29","1.20",".14",".74","1.92","3.88","12.46","24.14","11.51","sa659551"
"Jakob Junis","Royals","KC @ NYY",".20","5.36","23.66","5.98","3.43","1.00",".08","1.48","2.10","5.24","12.34","23.83","11.60","13619"
"Kyle Gibson","Twins","MIN @ BOS",".28","5.50","24.41","6.16","3.73","1.38",".13",".92","2.38","4.52","11.53","23.22","10.87","10123"
"Alex Cobb","Orioles","TB @ BAL",".33","5.73","24.74","6.84","4.64","1.34",".13",".72","1.39","3.59","11.41","22.50","10.48","6562"
"Dylan Covey","White Sox","CWS @ LAA",".26","5.36","24.04","5.97","3.80","1.08",".08","1.01","2.61","3.43","8.90","19.48","8.34","14825"
"Bartolo Colon","Rangers","OAK @ TEX",".28","5.52","24.33","6.92","3.97","1.42",".18","1.35","1.38","3.38","8.80","18.67","8.02","375"
