"Name","Team","Game","Pos","PA","H","1B","2B","3B","HR","R","RBI","SB","CS","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Nelson Cruz","Mariners","SEA @ TEX","DH","4.58","1.31",".73",".21",".01",".36",".82",".98",".01",".01",".41",".75","9.68","15.18","11.37","2434"
"Justin Upton","Angels","DET @ LAA","LF","4.59","1.23",".70",".24",".01",".28",".86",".78",".07",".04",".59","1.03","9.39","14.65","10.98","5222"
"Giancarlo Stanton","Yankees","NYY @ CWS","DH","4.87","1.18",".62",".22",".01",".34",".79",".85",".02",".02",".58","1.27","9.39","14.67","10.94","4949"
"Corey Dickerson","Pirates","PIT @ COL","LF","4.94","1.56",".86",".37",".10",".22",".81",".70",".03",".03",".25",".70","9.24","14.37","11.15","10762"
"Freddie Freeman","Braves","ATL @ WSH","1B","4.66","1.31",".75",".29",".02",".25",".75",".75",".04",".03",".62",".79","9.21","14.33","10.83","5361"
"Starling Marte","Pirates","PIT @ COL","CF","4.83","1.42",".92",".25",".07",".18",".77",".65",".21",".12",".32",".79","9.01","14.00","10.89","9241"
"Charlie Blackmon","Rockies","PIT @ COL","CF","4.69","1.36",".81",".24",".09",".22",".75",".61",".10",".05",".40",".78","8.81","13.67","10.58","7859"
"Trea Turner","Nationals","ATL @ WSH","SS","4.75","1.25",".83",".22",".03",".16",".72",".51",".30",".12",".54",".89","8.75","13.52","10.48","16252"
"Gregory Polanco","Pirates","PIT @ COL","RF","4.72","1.17",".60",".29",".06",".22",".72",".73",".07",".04",".50",".86","8.66","13.49","10.18","12907"
"Mookie Betts","Red Sox","BOS @ TOR","RF","4.83","1.27",".74",".31",".03",".19",".71",".60",".16",".05",".46",".69","8.60","13.35","10.25","13611"
"Ronald Acuna","Braves","ATL @ WSH","LF","4.89","1.27",".80",".24",".02",".22",".72",".59",".16",".11",".43","1.21","8.55","13.26","10.23","18401"
"Nolan Arenado","Rockies","PIT @ COL","3B","4.46","1.22",".68",".26",".04",".24",".74",".76",".02",".02",".43",".73","8.53","13.33","10.06","9777"
"Jesus Aguilar","Brewers","SD @ MIL","1B","4.38","1.10",".58",".22",".01",".30",".71",".81",".01",".01",".50",".94","8.54","13.35","9.95","11342"
"Kole Calhoun","Angels","DET @ LAA","RF","4.71","1.24",".76",".23",".03",".22",".80",".66",".04",".03",".52",".69","8.51","13.26","10.04","11200"
"Jose Ramirez","Indians","MIN @ CLE","3B","4.41","1.19",".65",".32",".02",".19",".69",".67",".09",".05",".56",".55","8.50","13.23","10.01","13510"
"Anthony Rendon","Nationals","ATL @ WSH","3B","4.54","1.20",".67",".32",".01",".20",".73",".70",".03",".02",".62",".67","8.48","13.22","9.92","12861"
"Shohei Ohtani","Angels","DET @ LAA","DH","4.48","1.14",".67",".21",".02",".24",".72",".74",".03",".02",".55",".93","8.38","13.09","9.82","19755"
"Trea Turner","Nationals","","SS","4.70","1.20",".81",".22",".03",".13",".67",".48",".28",".11",".56",".85","8.32","12.85","9.97","16252"
"Jean Segura","Mariners","SEA @ TEX","SS","4.80","1.50","1.07",".27",".05",".11",".72",".62",".18",".08",".21",".48","8.20","12.76","10.04","5933"
"Ozzie Albies","Braves","ATL @ WSH","2B","4.78","1.29",".81",".26",".03",".19",".75",".61",".14",".09",".30",".73","8.22","12.79","9.87","16556"
"J.D. Martinez","Red Sox","BOS @ TOR","DH","4.50","1.21",".67",".26",".01",".26",".66",".80",".01",".01",".37","1.14","8.25","12.90","9.74","6184"
"Anthony Rendon","Nationals","","3B","4.58","1.18",".68",".30",".01",".18",".76",".61",".05",".03",".65",".64","8.29","12.89","9.70","12861"
"Randal Grichuk","Blue Jays","BOS @ TOR","RF","4.65","1.10",".49",".29",".03",".28",".68",".68",".04",".03",".38","1.29","8.25","12.85","9.70","10243"
"Francisco Lindor","Indians","MIN @ CLE","SS","4.63","1.24",".73",".29",".02",".20",".69",".59",".08",".05",".47",".66","8.13","12.63","9.67","12916"
"Mitch Haniger","Mariners","SEA @ TEX","RF","4.48","1.21",".71",".25",".03",".21",".69",".73",".05",".03",".39",".80","8.12","12.67","9.62","14274"
"Ryan Zimmerman","Nationals","ATL @ WSH","1B","4.34","1.11",".61",".24",".01",".25",".63",".87",".01",".01",".43",".87","8.13","12.75","9.50","4220"
"Anthony Rizzo","Cubs","CHC @ KC","1B","4.95","1.26",".80",".26",".02",".17",".71",".60",".04",".03",".54",".54","8.04","12.51","9.54","3473"
"Eugenio Suarez","Reds","CIN @ NYM","3B","4.50","1.11",".65",".20",".02",".24",".65",".68",".03",".02",".57",".98","8.06","12.56","9.46","12552"
"Joey Gallo","Rangers","SEA @ TEX","LF","4.26",".80",".32",".14",".03",".32",".65",".75",".04",".03",".63","1.42","8.12","12.68","9.31","14128"
"Ryan Zimmerman","Nationals","","1B","4.38","1.09",".63",".22",".01",".23",".66",".82",".01",".01",".47",".86","8.02","12.57","9.37","4220"
"Trevor Story","Rockies","PIT @ COL","SS","4.26","1.15",".61",".28",".07",".20",".62",".74",".07",".03",".31","1.09","7.93","12.39","9.42","12564"
