"Name","Team","Game","W","IP","TBF","H","1B","2B","3B","HR","BB","SO","Yahoo","FanDuel","DraftKings","playerid"
"Max Scherzer","Nationals","",".51","7.06","28.35","5.85","3.41","1.31",".09","1.04","1.81","8.76","27.90","45.39","26.19","3137"
"Tyler Glasnow","Rays","BAL @ TB",".44","5.95","24.75","4.84","3.12",".96",".08",".69","2.55","8.17","24.09","40.19","22.62","14374"
"Carlos Carrasco","Indians","MIN @ CLE",".47","6.30","25.88","5.71","3.43","1.34",".10",".84","1.72","7.78","23.97","39.88","22.34","6632"
"Zack Greinke","Diamondbacks","PHI @ ARI",".44","6.45","25.69","5.28","3.34","1.06",".21",".66","1.48","6.97","24.06","38.96","22.02","1943"
"Chase Anderson","Brewers","SD @ MIL",".45","6.27","25.64","5.43","3.33","1.09",".12",".89","1.94","6.07","20.35","34.36","18.73","6895"
"Madison Bumgarner","Giants","HOU @ SF",".39","6.38","26.00","5.54","3.65","1.25",".14",".51","1.88","5.73","20.25","34.25","18.56","5524"
"Miles Mikolas","Cardinals","STL @ MIA",".45","6.57","27.06","6.52","4.81","1.13",".18",".40","1.46","4.71","18.21","31.93","16.73","9803"
"Jason Vargas","Mets","CIN @ NYM",".36","6.02","25.26","5.95","4.08","1.02",".14",".71","1.92","5.73","17.93","31.62","16.62","8044"
"Andrew Heaney","Angels","DET @ LAA",".46","5.87","24.69","6.07","3.88","1.25",".10",".84","1.54","5.76","17.98","31.33","16.67","15423"
"Nick Pivetta","Phillies","PHI @ ARI",".28","5.82","24.98","5.56","3.52","1.14",".35",".55","2.51","6.00","17.25","30.94","16.16","15454"
"Rich Hill","Dodgers","LAD @ OAK",".36","5.70","24.64","5.15","3.08","1.16",".10",".82","2.85","6.04","17.23","30.91","16.19","4806"
"Pablo Lopez","Marlins","STL @ MIA",".29","6.07","25.37","5.92","3.89","1.16",".12",".75","1.76","5.54","17.59","30.79","16.18","17085"
"Dallas Keuchel","Astros","HOU @ SF",".36","6.55","27.66","6.64","4.65","1.36",".17",".45","2.12","4.72","16.45","30.33","15.37","9434"
"Jameson Taillon","Pirates","PIT @ COL",".40","6.01","26.08","6.80","4.24","1.44",".31",".81","1.87","5.08","14.60","27.69","13.71","11674"
"CC Sabathia","Yankees","NYY @ CWS",".41","5.51","24.01","5.92","3.88","1.08",".16",".80","2.17","5.21","14.72","27.34","13.86","404"
"Sal Romano","Reds","CIN @ NYM",".34","5.93","25.51","5.94","3.84","1.23",".18",".70","2.36","4.72","14.65","27.34","13.63","13690"
"Sean Manaea","Athletics","LAD @ OAK",".34","5.92","25.26","5.90","3.65","1.32",".11",".82","2.13","4.66","14.75","27.08","13.59","15873"
"Mike Montgomery","Cubs","CHC @ KC",".46","6.10","25.72","6.36","4.37","1.30",".18",".52","1.75","3.98","14.65","27.00","13.45","4869"
"Marcus Stroman","Blue Jays","BOS @ TOR",".37","5.88","25.34","6.37","4.12","1.40",".11",".73","1.92","4.50","13.86","26.18","12.85","13431"
"Sean Newcomb","Braves","",".25","5.68","25.43","5.78","3.75","1.15",".08",".81","3.26","5.01","12.71","25.69","12.15","16943"
"Max Fried","Braves","ATL @ WSH",".32","5.32","23.79","5.54","3.43","1.17",".07",".86","2.91","5.12","13.01","25.42","12.42","13743"
"Felix Hernandez","Mariners","SEA @ TEX",".39","5.36","23.71","5.65","3.31","1.12",".20","1.02","2.55","5.00","13.10","25.14","12.38","4772"
"Alex Cobb","Orioles","BAL @ TB",".27","5.69","24.60","6.49","4.31","1.30",".24",".64","1.74","4.22","12.49","24.15","11.57","6562"
"Drew Pomeranz","Red Sox","BOS @ TOR",".32","5.34","23.71","5.56","3.06","1.35",".09","1.06","2.66","4.74","12.24","23.90","11.55","11426"
"Jefry Rodriguez","Nationals","ATL @ WSH",".33","5.50","24.37","5.99","3.87","1.20",".09",".83","2.53","4.20","11.65","23.40","10.96","17018"
"Clayton Richard","Padres","SD @ MIL",".26","5.59","24.45","6.18","3.96","1.21",".11",".90","2.14","4.15","11.61","23.00","10.81","3551"
"Brad Keller","Royals","CHC @ KC",".25","5.58","24.65","6.42","4.34","1.28",".17",".63","2.14","3.99","11.05","22.49","10.34","15734"
"Reynaldo Lopez","White Sox","NYY @ CWS",".27","5.53","24.56","5.73","3.46","1.11",".13","1.04","2.81","4.09","10.75","22.04","10.07","16400"
"Adalberto Mejia","Twins","MIN @ CLE",".25","5.43","24.19","6.09","3.80","1.39",".09",".81","2.43","4.09","10.67","21.97","10.05","13188"
"Chad Bettis","Rockies","PIT @ COL",".29","5.57","24.49","6.62","4.07","1.44",".29",".82","1.80","3.76","10.49","21.47","9.72","10587"
"Bartolo Colon","Rangers","SEA @ TEX",".28","5.60","24.65","7.32","4.57","1.36",".24","1.14","1.15","3.15","8.51","18.42","7.75","375"
"Jacob Turner","Tigers","DET @ LAA",".23","5.15","23.63","6.64","4.23","1.28",".13","1.00","2.22","2.85","6.03","15.69","5.74","10185"
