,Name,ID,Position,Link,Start Year,End Year
16113,Chris Singleton,170,OF,statss.aspx?playerid=170&position=OF,1999,2005
16114,Jon Singleton,10441,1B,statss.aspx?playerid=10441&position=1B,2014,2015
16135,Scott Sizemore,2881,2B/3B,statss.aspx?playerid=2881&position=2B/3B,2010,2014
16136,Grady Sizemore,2197,OF,statss.aspx?playerid=2197&position=OF,2004,2015
16150,Kyle Skipworth,5298,C,statss.aspx?playerid=5298&position=C,2013,2013
16183,Terrmel Sledge,1878,OF,statss.aspx?playerid=1878&position=OF,2004,2007
16208,Mark Smith,540,OF,statss.aspx?playerid=540&position=OF,1994,2003
16268,Seth Smith,7331,OF,statss.aspx?playerid=7331&position=OF,2007,2017
16311,Tyler Smith,12490,2B/SS,statss.aspx?playerid=12490&position=2B/SS,2017,2017
16313,Jason Smith,1227,2B/SS,statss.aspx?playerid=1227&position=2B/SS,2001,2009
16325,Bobby Smith,1493,2B/3B,statss.aspx?playerid=1493&position=2B/3B,1998,2002
16369,Stephen Smitherman,1758,OF,statss.aspx?playerid=1758&position=OF,2003,2003
16385,Esix Snead,1626,OF,statss.aspx?playerid=1626&position=OF,2002,2004
16392,Chris Snelling,1480,OF,statss.aspx?playerid=1480&position=OF,2002,2008
16396,Travis Snider,2830,OF,statss.aspx?playerid=2830&position=OF,2008,2015
16405,J.T. Snow,1133,1B,statss.aspx?playerid=1133&position=1B,1992,2008
16426,Brad Snyder,6052,1B/OF,statss.aspx?playerid=6052&position=1B/OF,2010,2014
16427,Earl Snyder,1481,1B,statss.aspx?playerid=1481&position=1B,2002,2004
16428,Chris Snyder,4606,C,statss.aspx?playerid=4606&position=C,2004,2013
16440,Luis Sojo,1834,2B,statss.aspx?playerid=1834&position=2B,1990,2003
16443,Jhonatan Solano,7515,C,statss.aspx?playerid=7515&position=C,2012,2015
16444,Donovan Solano,8623,2B,statss.aspx?playerid=8623&position=2B,2012,2016
16449,Ali Solis,8848,C,statss.aspx?playerid=8848&position=C,2012,2014
16465,Zach Sorensen,1728,2B,statss.aspx?playerid=1728&position=2B,2003,2005
16468,Alfonso Soriano,847,2B/OF,statss.aspx?playerid=847&position=2B/OF,1999,2014
16475,Sammy Sosa,302,OF,statss.aspx?playerid=302&position=OF,1989,2007
16482,Neftali Soto,5663,1B,statss.aspx?playerid=5663&position=1B,2013,2014
16485,Geovany Soto,3707,C,statss.aspx?playerid=3707&position=C,2005,2017
16513,Nate Spears,6026,2B/OF,statss.aspx?playerid=6026&position=2B/OF,2011,2012
16527,Shane Spencer,848,OF,statss.aspx?playerid=848&position=OF,1998,2004
16549,Scott Spiezio,37,1B/2B,statss.aspx?playerid=37&position=1B/2B,1996,2007
16552,Ryan Spilborghs,4521,OF,statss.aspx?playerid=4521&position=OF,2005,2011
16557,Junior Spivey,74,2B,statss.aspx?playerid=74&position=2B,2001,2005
16593,Max St. Pierre,2390,C,statss.aspx?playerid=2390&position=C,2010,2010
16610,Matt Stairs,1384,DH/OF,statss.aspx?playerid=1384&position=DH/OF,1992,2011
16639,Cody Stanley,10838,C,statss.aspx?playerid=10838&position=C,2015,2015
16648,Craig Stansberry,6256,2B,statss.aspx?playerid=6256&position=2B,2007,2009
16673,Brock Stassi,12244,1B,statss.aspx?playerid=12244&position=1B,2017,2017
16680,Nick Stavinoha,3909,OF,statss.aspx?playerid=3909&position=OF,2008,2010
16726,Dernell Stenson,215,OF,statss.aspx?playerid=215&position=OF,2003,2003
16751,Adam Stern,3568,OF,statss.aspx?playerid=3568&position=OF,2005,2010
16756,Lee Stevens,796,1B,statss.aspx?playerid=796&position=1B,1990,2002
16775,Shannon Stewart,1322,OF,statss.aspx?playerid=1322&position=OF,1995,2008
16785,Ian Stewart,5950,3B,statss.aspx?playerid=5950&position=3B,2007,2014
16803,Kelly Stinnett,356,C,statss.aspx?playerid=356&position=C,1994,2007
16815,Mel Stocker,3457,OF,statss.aspx?playerid=3457&position=OF,2007,2007
16883,Ryan Strausborger,10937,OF,statss.aspx?playerid=10937&position=OF,2015,2015
16914,Jamal Strong,1820,DH/OF,statss.aspx?playerid=1820&position=DH/OF,2003,2005
16929,Drew Stubbs,9328,OF,statss.aspx?playerid=9328&position=OF,2009,2017
16953,Chris Stynes,303,3B,statss.aspx?playerid=303&position=3B,1995,2004
16979,Cory Sullivan,1940,OF,statss.aspx?playerid=1940&position=OF,2005,2010
17030,B.J. Surhoff,117,C/OF,statss.aspx?playerid=117&position=C/OF,1987,2005
17037,Steve Susdorf,8587,OF,statss.aspx?playerid=8587&position=OF,2013,2013
17052,Drew Sutton,7430,2B/OF,statss.aspx?playerid=7430&position=2B/OF,2009,2012
17056,Larry Sutton,939,1B/OF,statss.aspx?playerid=939&position=1B/OF,1997,2004
17071,Pedro Swann,1323,OF,statss.aspx?playerid=1323&position=OF,2000,2003
17097,Mike Sweeney,634,1B/DH,statss.aspx?playerid=634&position=1B/DH,1995,2010
17098,Mark Sweeney,1408,1B/OF,statss.aspx?playerid=1408&position=1B/OF,1995,2008
17099,Ryan Sweeney,6352,OF,statss.aspx?playerid=6352&position=OF,2006,2014
17100,Darnell Sweeney,13284,2B/OF,statss.aspx?playerid=13284&position=2B/OF,2015,2018
17119,Nick Swisher,4599,1B/OF,statss.aspx?playerid=4599&position=1B/OF,2004,2015
17131,Jose Tabata,2411,OF,statss.aspx?playerid=2411&position=OF,2010,2015
17141,So Taguchi,1186,OF,statss.aspx?playerid=1186&position=OF,2002,2009
17142,Travis Taijeron,11935,OF,statss.aspx?playerid=11935&position=OF,2017,2017
17157,Kensuke Tanaka,14448,OF,statss.aspx?playerid=14448&position=OF,2013,2013
17172,Tony Tarasco,1486,OF,statss.aspx?playerid=1486&position=OF,1993,2002
17176,Travis Tartamella,6748,C,statss.aspx?playerid=6748&position=C,2015,2015
17189,Fernando Tatis,798,3B,statss.aspx?playerid=798&position=3B,1997,2010
17191,Craig Tatum,7468,C,statss.aspx?playerid=7468&position=C,2009,2011
17205,Willy Taveras,1876,OF,statss.aspx?playerid=1876&position=OF,2004,2010
17208,Oscar Taveras,11173,OF,statss.aspx?playerid=11173&position=OF,2014,2014
17209,Michael Taylor,2591,OF,statss.aspx?playerid=2591&position=OF,2011,2014
17211,Reggie Taylor,358,OF,statss.aspx?playerid=358&position=OF,2000,2005
17264,Taylor Teagarden,5199,C,statss.aspx?playerid=5199&position=C,2008,2015
17265,Mark Teahen,4511,3B/OF,statss.aspx?playerid=4511&position=3B/OF,2005,2011
17273,Mark Teixeira,1281,1B,statss.aspx?playerid=1281&position=1B,2003,2016
17274,Ruben Tejada,5519,SS,statss.aspx?playerid=5519&position=SS,2010,2017
17276,Miguel Tejada,941,SS,statss.aspx?playerid=941&position=SS,1997,2013
17279,Blake Tekotte,8810,OF,statss.aspx?playerid=8810&position=OF,2011,2013
17299,Joey Terdoslavich,10593,1B/OF,statss.aspx?playerid=10593&position=1B/OF,2013,2015
17306,Luis Terrero,1765,OF,statss.aspx?playerid=1765&position=OF,2003,2007
17331,Marcus Thames,1523,DH/OF,statss.aspx?playerid=1523&position=DH/OF,2002,2011
17340,Ryan Theriot,3811,2B/SS,statss.aspx?playerid=3811&position=2B/SS,2005,2012
17350,Curtis Thigpen,8260,C/1B,statss.aspx?playerid=8260&position=C/1B,2007,2008
17355,Josh Thole,9689,C,statss.aspx?playerid=9689&position=C,2009,2016
17363,Clete Thomas,3373,OF,statss.aspx?playerid=3373&position=OF,2008,2013
17365,Charles Thomas,2962,OF,statss.aspx?playerid=2962&position=OF,2004,2005
17394,Frank Thomas,255,1B/DH,statss.aspx?playerid=255&position=1B/DH,1990,2008
17399,Jim Thome,409,1B/DH,statss.aspx?playerid=409&position=1B/DH,1991,2012
17439,Rich Thompson,1883,OF,statss.aspx?playerid=1883&position=OF,2004,2012
17440,Kevin Thompson,7044,OF,statss.aspx?playerid=7044&position=OF,2006,2007
17442,Ryan Thompson,713,OF,statss.aspx?playerid=713&position=OF,1992,2002
17451,Scott Thorman,2238,1B,statss.aspx?playerid=2238&position=1B,2006,2007
17475,Joe Thurston,673,2B/3B,statss.aspx?playerid=673&position=2B/3B,2002,2011
17486,Terry Tiffee,2160,3B,statss.aspx?playerid=2160&position=3B,2004,2008
17499,Clay Timpner,7333,OF,statss.aspx?playerid=7333&position=OF,2008,2008
17532,Matt Tolbert,7365,2B/3B,statss.aspx?playerid=7365&position=2B/3B,2008,2011
17537,Steve Tolleson,4450,2B/3B,statss.aspx?playerid=4450&position=2B/3B,2010,2015
17544,Yasmany Tomas,17171,OF,statss.aspx?playerid=17171&position=OF,2015,2017
17558,Mike Tonis,2083,C,statss.aspx?playerid=2083&position=C,2004,2004
17567,Tony Torcato,1134,OF,statss.aspx?playerid=1134&position=OF,2002,2005
17568,Wyatt Toregas,7471,C,statss.aspx?playerid=7471&position=C,2009,2011
17574,Yorvit Torrealba,1135,C,statss.aspx?playerid=1135&position=C,2001,2013
17575,Steve Torrealba,119,C,statss.aspx?playerid=119&position=C,2001,2002
17577,Luis Torrens,15905,C,statss.aspx?playerid=15905&position=C,2017,2017
17579,Eider Torres,2905,SS/DH,statss.aspx?playerid=2905&position=SS/DH,2008,2008
17592,Andres Torres,1488,OF,statss.aspx?playerid=1488&position=OF,2002,2013
17596,Rene Tosoni,7099,OF,statss.aspx?playerid=7099&position=OF,2011,2011
17602,Wilfredo Tovar,10416,SS,statss.aspx?playerid=10416&position=SS,2013,2014
17604,J.R. Towles,7348,C,statss.aspx?playerid=7348&position=C,2007,2011
17617,Chad Tracy,1888,1B/3B,statss.aspx?playerid=1888&position=1B/3B,2004,2013
17620,Andy Tracy,2024,1B/3B,statss.aspx?playerid=2024&position=1B/3B,2000,2009
17625,Bubba Trammell,1057,OF,statss.aspx?playerid=1057&position=OF,1997,2003
17643,Matt Treanor,2265,C,statss.aspx?playerid=2265&position=C,2004,2012
17664,Carlos Triunfel,193,SS,statss.aspx?playerid=193&position=SS,2012,2014
17684,Chris Truby,799,3B,statss.aspx?playerid=799&position=3B,2000,2003
17700,Michael Tucker,635,OF,statss.aspx?playerid=635&position=OF,1995,2006
17710,Matt Tuiasosopo,8272,OF,statss.aspx?playerid=8272&position=OF,2008,2016
17712,Troy Tulowitzki,3531,SS,statss.aspx?playerid=3531&position=SS,2006,2017
17714,Matt Tupman,4381,C,statss.aspx?playerid=4381&position=C,2008,2008
17724,Stuart Turner,15207,C,statss.aspx?playerid=15207&position=C,2017,2017
17755,Jason Tyner,1232,OF,statss.aspx?playerid=1232&position=OF,2000,2008
17767,Dan Uggla,3442,2B,statss.aspx?playerid=3442&position=2B,2006,2015
17768,Luis Ugueto,1400,2B/SS/DH,statss.aspx?playerid=1400&position=2B/SS/DH,2002,2003
17804,Melvin Upton Jr.,5015,OF,statss.aspx?playerid=5015&position=OF,2004,2016
17815,Juan Uribe,454,3B/SS,statss.aspx?playerid=454&position=3B/SS,2001,2016
17817,Henry Urrutia,14441,DH/OF,statss.aspx?playerid=14441&position=DH/OF,2013,2015
17829,Chris Valaika,1165,2B,statss.aspx?playerid=1165&position=2B,2010,2014
17831,Carlos Valderrama,1746,OF,statss.aspx?playerid=1746&position=OF,2003,2003
17836,Jordany Valdespin,5098,2B/OF,statss.aspx?playerid=5098&position=2B/OF,2012,2015
17846,Wilson Valdez,1863,2B/SS,statss.aspx?playerid=1863&position=2B/SS,2004,2012
17853,Eric Valent,1629,1B/OF,statss.aspx?playerid=1629&position=1B/OF,2001,2005
17854,Jose Valentin,256,SS,statss.aspx?playerid=256&position=SS,1992,2007
17855,John Valentin,1375,3B/SS,statss.aspx?playerid=1375&position=3B/SS,1992,2002
17857,Javier Valentin,759,C,statss.aspx?playerid=759&position=C,1997,2008
17889,Jonathan Van Every,3409,OF,statss.aspx?playerid=3409&position=OF,2008,2010
17898,Scott Van Slyke,4365,OF,statss.aspx?playerid=4365&position=OF,2012,2017
17911,John Vander Wal,853,OF,statss.aspx?playerid=853&position=OF,1991,2004
17915,Ildemaro Vargas,13324,2B/3B,statss.aspx?playerid=13324&position=2B/3B,2017,2017
17917,Kennys Vargas,12101,1B/DH,statss.aspx?playerid=12101&position=1B/DH,2014,2017
17923,Jason Varitek,217,C,statss.aspx?playerid=217&position=C,1997,2011
17942,Mo Vaughn,899,1B,statss.aspx?playerid=899&position=1B,1991,2003
17948,Greg Vaughn,1233,OF,statss.aspx?playerid=1233&position=OF,1989,2003
17950,Ramon Vazquez,1058,3B/SS,statss.aspx?playerid=1058&position=3B/SS,2001,2009
17963,Jorge Velandia,900,2B/SS,statss.aspx?playerid=900&position=2B/SS,1997,2008
17964,Randy Velarde,942,2B,statss.aspx?playerid=942&position=2B,1987,2002
17967,Gil Velazquez,2070,3B,statss.aspx?playerid=2070&position=3B,2008,2013
17971,Eugenio Velez,3893,2B/OF,statss.aspx?playerid=3893&position=2B/OF,2007,2011
17975,Will Venable,211,OF,statss.aspx?playerid=211&position=OF,2008,2016
17979,Mike Vento,2149,OF,statss.aspx?playerid=2149&position=OF,2005,2006
17981,Robin Ventura,854,3B,statss.aspx?playerid=854&position=3B,1989,2004
18009,Dayan Viciedo,3917,OF,statss.aspx?playerid=3917&position=OF,2010,2014
18015,Shane Victorino,1677,OF,statss.aspx?playerid=1677&position=OF,2003,2015
18017,Jose Vidro,802,2B,statss.aspx?playerid=802&position=2B,1997,2008
18033,Fernando Vina,1189,2B,statss.aspx?playerid=1189&position=2B,1993,2004
18051,Joe Vitiello,1748,1B/DH,statss.aspx?playerid=1748&position=1B/DH,1995,2003
18054,Josh Vitters,4623,3B,statss.aspx?playerid=4623&position=3B,2012,2012
18055,Jose Vizcaino,577,2B/SS,statss.aspx?playerid=577&position=2B/SS,1989,2006
18058,Omar Vizquel,411,SS,statss.aspx?playerid=411&position=SS,1989,2012
18062,Stephen Vogt,5000,C,statss.aspx?playerid=5000&position=C,2012,2017
18138,Matt Walbeck,501,C,statss.aspx?playerid=501&position=C,1993,2003
18145,Mitch Walding,13006,3B,statss.aspx?playerid=13006&position=3B,2018,2018
18148,Kyle Waldrop,11402,OF,statss.aspx?playerid=11402&position=OF,2015,2016
18186,Todd Walker,359,2B,statss.aspx?playerid=359&position=2B,1996,2007
18190,Larry Walker,455,OF,statss.aspx?playerid=455&position=OF,1989,2005
18211,Brett Wallace,8434,1B,statss.aspx?playerid=8434&position=1B,2010,2016
18239,Colin Walsh,10961,3B,statss.aspx?playerid=10961&position=3B,2016,2016
18250,Zach Walters,10622,DH/OF,statss.aspx?playerid=10622&position=DH/OF,2013,2016
18264,Daryle Ward,579,1B/OF,statss.aspx?playerid=579&position=1B/OF,1998,2008
18321,David Washington,12110,DH/OF,statss.aspx?playerid=12110&position=DH/OF,2017,2017
18328,Rico Washington,2017,3B/OF,statss.aspx?playerid=2017&position=3B/OF,2008,2008
18337,Dusty Wathan,1648,C,statss.aspx?playerid=1648&position=C,2002,2002
18339,Logan Watkins,4875,2B,statss.aspx?playerid=4875&position=2B,2013,2014
18340,Tommy Watkins,2465,3B,statss.aspx?playerid=2465&position=3B,2007,2007
18350,Matt Watson,1846,OF,statss.aspx?playerid=1846&position=OF,2003,2010
18352,Brandon Watson,2146,OF,statss.aspx?playerid=2146&position=OF,2005,2007
18419,Jemile Weeks,2498,2B,statss.aspx?playerid=2498&position=2B,2011,2016
18420,Rickie Weeks Jr.,1849,2B,statss.aspx?playerid=1849&position=2B,2003,2017
18472,Vernon Wells,1326,OF,statss.aspx?playerid=1326&position=OF,1999,2013
18476,Casper Wells,9700,OF,statss.aspx?playerid=9700&position=OF,2010,2013
18503,Jayson Werth,1327,OF,statss.aspx?playerid=1327&position=OF,2002,2017
18509,Barry Wesson,1552,OF,statss.aspx?playerid=1552&position=OF,2002,2003
18556,Ryan Wheeler,9312,1B/3B,statss.aspx?playerid=9312&position=1B/3B,2012,2014
18557,Zelous Wheeler,8822,3B/OF,statss.aspx?playerid=8822&position=3B/OF,2014,2014
18577,Rondell White,856,OF,statss.aspx?playerid=856&position=OF,1993,2007
18629,Josh Whitesell,6713,1B,statss.aspx?playerid=6713&position=1B,2008,2009
18632,Eli Whiteside,3536,C,statss.aspx?playerid=3536&position=C,2005,2014
18658,Chris Widger,1541,C,statss.aspx?playerid=1541&position=C,1995,2006
18673,Ty Wigginton,1491,1B/3B,statss.aspx?playerid=1491&position=1B/3B,2002,2013
18697,Brad Wilkerson,804,OF,statss.aspx?playerid=804&position=OF,2001,2008
18706,Andy Wilkins,11251,1B,statss.aspx?playerid=11251&position=1B,2014,2016
18742,Jackson Williams,8524,C,statss.aspx?playerid=8524&position=C,2014,2015
18743,Matt Williams,77,3B,statss.aspx?playerid=77&position=3B,1987,2003
18746,Bernie Williams,857,OF,statss.aspx?playerid=857&position=OF,1991,2006
18748,Gerald Williams,1395,OF,statss.aspx?playerid=1395&position=OF,1992,2005
18749,Justin Williams,15490,OF,statss.aspx?playerid=15490&position=OF,2018,2018
18752,Glenn Williams,1991,3B,statss.aspx?playerid=1991&position=3B,2005,2005
18803,Josh Willingham,2103,OF,statss.aspx?playerid=2103&position=OF,2004,2014
18815,Reggie Willits,5590,OF,statss.aspx?playerid=5590&position=OF,2006,2011
18830,Preston Wilson,545,OF,statss.aspx?playerid=545&position=OF,1998,2007
18836,Tom Wilson,1328,C,statss.aspx?playerid=1328&position=C,2001,2004
18843,Josh Wilson,2102,SS,statss.aspx?playerid=2102&position=SS,2005,2015
18868,Dan Wilson,1102,C,statss.aspx?playerid=1102&position=C,1992,2005
18882,Enrique Wilson,858,2B/3B/SS,statss.aspx?playerid=858&position=2B/3B/SS,1997,2005
18893,Vance Wilson,903,C,statss.aspx?playerid=903&position=C,1999,2006
18898,Mike Wilson,3806,OF,statss.aspx?playerid=3806&position=OF,2011,2011
18899,Craig Wilson,1015,1B/OF,statss.aspx?playerid=1015&position=1B/OF,2001,2007
18900,Jack Wilson,1017,SS,statss.aspx?playerid=1017&position=SS,2001,2012
18932,Randy Winn,1235,OF,statss.aspx?playerid=1235&position=OF,1998,2010
18944,DeWayne Wise,1554,OF,statss.aspx?playerid=1554&position=OF,2000,2013
18969,Kevin Witt,362,1B/DH,statss.aspx?playerid=362&position=1B/DH,1998,2006
19010,Tony Womack,78,2B/SS,statss.aspx?playerid=78&position=2B/SS,1993,2006
19020,Brandon Wood,6592,3B/SS,statss.aspx?playerid=6592&position=3B/SS,2007,2011
19028,Jason Wood,1999,1B,statss.aspx?playerid=1999&position=1B,1998,2008
19068,Chris Woodward,1329,SS,statss.aspx?playerid=1329&position=SS,1999,2011
19074,Shawn Wooten,43,1B/DH,statss.aspx?playerid=43&position=1B/DH,2000,2005
19088,Danny Worth,198,2B/SS,statss.aspx?playerid=198&position=2B/SS,2010,2016
19127,Ron Wright,1103,DH,statss.aspx?playerid=1103&position=DH,2002,2002
19130,David Wright,3787,3B,statss.aspx?playerid=3787&position=3B,2004,2016
19199,Rafael Ynoa,2832,3B/OF,statss.aspx?playerid=2832&position=3B/OF,2014,2016
19216,Kevin Youkilis,1935,1B/3B,statss.aspx?playerid=1935&position=1B/3B,2004,2013
19219,Michael Young,1286,SS,statss.aspx?playerid=1286&position=SS,2000,2013
19220,Matt Young,8989,OF,statss.aspx?playerid=8989&position=OF,2011,2012
19222,Walter Young,2112,1B,statss.aspx?playerid=2112&position=1B,2005,2005
19223,Ernie Young,79,OF,statss.aspx?playerid=79&position=OF,1994,2004
19226,Delmon Young,2140,OF,statss.aspx?playerid=2140&position=OF,2006,2015
19254,Eric Young,716,2B,statss.aspx?playerid=716&position=2B,1992,2006
19255,Delwyn Young,4563,2B/OF,statss.aspx?playerid=4563&position=2B/OF,2006,2010
19256,Dmitri Young,505,1B/OF,statss.aspx?playerid=505&position=1B/OF,1996,2008
19257,Kevin Young,1018,1B,statss.aspx?playerid=1018&position=1B,1992,2003
19300,Gregg Zaun,580,C,statss.aspx?playerid=580&position=C,1995,2010
19303,Lance Zawadzki,2369,2B/SS,statss.aspx?playerid=2369&position=2B/SS,2010,2010
19310,Todd Zeile,457,3B,statss.aspx?playerid=457&position=3B,1989,2004
19342,Alan Zinter,581,1B,statss.aspx?playerid=581&position=1B,2002,2004
19349,Pete Zoccolillo,1828,OF,statss.aspx?playerid=1828&position=OF,2003,2003
