,Name,ID,Position,Link,Start Year,End Year
5,Andy Abad,506,1B,statss.aspx?playerid=506&position=1B,2001,2006
21,Reggie Abercrombie,2187,OF,statss.aspx?playerid=2187&position=OF,2006,2008
26,Brent Abernathy,1192,2B,statss.aspx?playerid=1192&position=2B,2001,2005
37,Bobby Abreu,945,OF,statss.aspx?playerid=945&position=OF,1996,2014
38,Tony Abreu,5053,2B/3B,statss.aspx?playerid=5053&position=2B/3B,2007,2014
48,Dustin Ackley,10099,2B/OF,statss.aspx?playerid=10099&position=2B/OF,2011,2016
60,Cristhian Adames,6013,SS,statss.aspx?playerid=6013&position=SS,2014,2017
88,Russ Adams,4519,SS,statss.aspx?playerid=4519&position=SS,2004,2009
91,Ryan Adams,6343,2B,statss.aspx?playerid=6343&position=2B,2011,2011
93,David Adams,7389,3B,statss.aspx?playerid=7389&position=3B,2013,2013
118,Benny Agbayani,416,OF,statss.aspx?playerid=416&position=OF,1998,2002
125,Chris Aguila,2143,OF,statss.aspx?playerid=2143&position=OF,2004,2008
160,Izzy Alcantara,1558,1B/OF,statss.aspx?playerid=1558&position=1B/OF,2000,2002
162,Arismendy Alcantara,10711,2B/OF,statss.aspx?playerid=10711&position=2B/OF,2014,2017
171,Cory Aldridge,1405,OF,statss.aspx?playerid=1405&position=OF,2010,2010
175,Manny Alexander,1954,2B/SS,statss.aspx?playerid=1954&position=2B/SS,1992,2006
186,Jason Alfaro,2388,SS,statss.aspx?playerid=2388&position=SS,2004,2004
189,Eliezer Alfonzo,2331,C,statss.aspx?playerid=2331&position=C,2006,2011
190,Edgardo Alfonzo,859,2B/3B,statss.aspx?playerid=859&position=2B/3B,1995,2006
192,Luis Alicea,584,2B,statss.aspx?playerid=584&position=2B,1988,2002
196,Brandon Allen,7436,1B,statss.aspx?playerid=7436&position=1B,2009,2012
197,Luke Allen,1586,OF,statss.aspx?playerid=1586&position=OF,2002,2003
198,Chad Allen,122,OF,statss.aspx?playerid=122&position=OF,1999,2005
246,Erick Almonte,808,SS,statss.aspx?playerid=808&position=SS,2001,2011
248,Zoilo Almonte,6732,OF,statss.aspx?playerid=6732&position=OF,2013,2014
255,Roberto Alomar,860,2B,statss.aspx?playerid=860&position=2B,1988,2004
257,Sandy Alomar Jr.,221,C,statss.aspx?playerid=221&position=C,1988,2007
259,Moises Alou,261,OF,statss.aspx?playerid=261&position=OF,1990,2008
290,Tony Alvarez,1587,OF,statss.aspx?playerid=1587&position=OF,2002,2004
297,Dariel Alvarez,15580,OF,statss.aspx?playerid=15580&position=OF,2015,2016
304,Alexi Amarista,9063,2B/SS/OF,statss.aspx?playerid=9063&position=2B/SS/OF,2011,2017
308,Chip Ambres,2042,OF,statss.aspx?playerid=2042&position=OF,2005,2008
313,Alfredo Amezaga,1,OF,statss.aspx?playerid=1&position=OF,2002,2011
319,Brian Anderson,6144,OF,statss.aspx?playerid=6144&position=OF,2005,2009
320,Garret Anderson,2,OF,statss.aspx?playerid=2&position=OF,1994,2010
355,Lars Anderson,9018,1B,statss.aspx?playerid=9018&position=1B,2010,2012
359,Brady Anderson,364,OF,statss.aspx?playerid=364&position=OF,1988,2002
363,Bryan Anderson,9871,C,statss.aspx?playerid=9871&position=C,2010,2015
364,Josh Anderson,6032,OF,statss.aspx?playerid=6032&position=OF,2007,2009
365,Marlon Anderson,947,2B,statss.aspx?playerid=947&position=2B,1998,2009
366,Drew Anderson,5578,OF,statss.aspx?playerid=5578&position=OF,2006,2006
371,Robert Andino,4900,2B/SS,statss.aspx?playerid=4900&position=2B/SS,2005,2016
377,Shane Andrews,1588,3B,statss.aspx?playerid=1588&position=3B,1995,2002
400,Matt Angle,8136,OF,statss.aspx?playerid=8136&position=OF,2011,2011
403,Rick Ankiel,1142,OF,statss.aspx?playerid=1142&position=OF,1999,2013
404,Dean Anna,8353,SS,statss.aspx?playerid=8353&position=SS,2014,2015
412,Matt Antonelli,9343,2B,statss.aspx?playerid=9343&position=2B,2008,2008
414,Nori Aoki,13075,OF,statss.aspx?playerid=13075&position=OF,2012,2017
438,Oswaldo Arcia,10306,OF,statss.aspx?playerid=10306&position=OF,2013,2016
444,Danny Ardoin,585,C,statss.aspx?playerid=585&position=C,2000,2008
447,J.P. Arencibia,697,C,statss.aspx?playerid=697&position=C,2010,2015
452,Alex Arias,123,3B/SS,statss.aspx?playerid=123&position=3B/SS,1992,2002
453,Joaquin Arias,3817,3B,statss.aspx?playerid=3817&position=3B,2006,2015
491,Erisbel Arruebarrena,15809,SS,statss.aspx?playerid=15809&position=SS,2014,2014
498,Cody Asche,11997,3B/OF,statss.aspx?playerid=11997&position=3B/OF,2013,2017
508,Nevin Ashley,3274,C,statss.aspx?playerid=3274&position=C,2015,2015
528,Garrett Atkins,1790,3B,statss.aspx?playerid=1790&position=3B,2003,2010
537,Michael Aubrey,6049,1B,statss.aspx?playerid=6049&position=1B,2008,2009
550,Rich Aurilia,1106,SS,statss.aspx?playerid=1106&position=SS,1995,2009
552,Brad Ausmus,546,C,statss.aspx?playerid=546&position=C,1993,2010
563,Bruce Aven,366,OF,statss.aspx?playerid=366&position=OF,1997,2002
566,Xavier Avery,8471,OF,statss.aspx?playerid=8471&position=OF,2012,2012
571,Mike Aviles,5986,SS,statss.aspx?playerid=5986&position=SS,2008,2017
580,Willy Aybar,2192,3B/DH,statss.aspx?playerid=2192&position=3B/DH,2005,2010
581,Erick Aybar,4082,SS,statss.aspx?playerid=4082&position=SS,2006,2017
610,Carlos Baerga,175,2B,statss.aspx?playerid=175&position=2B,1990,2005
620,Jeff Bagwell,547,1B,statss.aspx?playerid=547&position=1B,1991,2005
629,Jeff Bailey,2394,1B,statss.aspx?playerid=2394&position=1B,2007,2009
652,Jeff Baisley,9684,1B/3B,statss.aspx?playerid=9684&position=1B/3B,2008,2008
679,Jeff Baker,2073,1B/2B,statss.aspx?playerid=2073&position=1B/2B,2005,2015
681,John Baker,4756,C,statss.aspx?playerid=4756&position=C,2008,2014
688,Paul Bako,676,C,statss.aspx?playerid=676&position=C,1998,2009
693,Rocco Baldelli,1656,OF,statss.aspx?playerid=1656&position=OF,2003,2010
710,Wladimir Balentien,3131,OF,statss.aspx?playerid=3131&position=OF,2007,2009
737,Brian Banks,1589,C/1B/OF,statss.aspx?playerid=1589&position=C/1B/OF,1996,2003
743,Wes Bankston,4661,1B,statss.aspx?playerid=4661&position=1B,2008,2008
752,Brandon Bantz,9442,C,statss.aspx?playerid=9442&position=C,2013,2013
755,Rod Barajas,45,C,statss.aspx?playerid=45&position=C,1999,2012
772,Josh Bard,1578,C,statss.aspx?playerid=1578&position=C,2002,2011
775,Brian Barden,4429,3B,statss.aspx?playerid=4429&position=3B,2007,2010
777,Josh Barfield,3622,2B,statss.aspx?playerid=3622&position=2B,2006,2009
784,Sean Barker,4617,OF,statss.aspx?playerid=4617&position=OF,2007,2007
790,Kevin Barker,1019,1B,statss.aspx?playerid=1019&position=1B,1999,2009
799,Clint Barmes,1830,2B/SS,statss.aspx?playerid=1830&position=2B/SS,2003,2015
803,Larry Barnes,4,1B,statss.aspx?playerid=4&position=1B,2001,2003
813,Brandon Barnes,629,OF,statss.aspx?playerid=629&position=OF,2012,2016
831,Darwin Barney,2430,2B,statss.aspx?playerid=2430&position=2B,2010,2017
840,Chris Barnwell,3499,2B/3B/SS,statss.aspx?playerid=3499&position=2B/3B/SS,2006,2006
869,Michael Barrett,762,C,statss.aspx?playerid=762&position=C,1998,2009
895,Jason Bartlett,8219,SS,statss.aspx?playerid=8219&position=SS,2004,2014
899,Daric Barton,5928,1B,statss.aspx?playerid=5928&position=1B,2007,2014
900,Brian Barton,2408,OF,statss.aspx?playerid=2408&position=OF,2008,2009
909,Chris Basak,3048,3B/SS,statss.aspx?playerid=3048&position=3B/SS,2007,2007
943,Aaron Bates,2777,1B,statss.aspx?playerid=2777&position=1B,2009,2009
946,Tony Batista,124,3B,statss.aspx?playerid=124&position=3B,1996,2007
980,Danny Bautista,47,OF,statss.aspx?playerid=47&position=OF,1993,2004
983,Rafael Bautista,15769,OF,statss.aspx?playerid=15769&position=OF,2017,2018
988,Mike Baxter,4464,OF,statss.aspx?playerid=4464&position=OF,2010,2015
990,Jason Bay,1717,OF,statss.aspx?playerid=1717&position=OF,2003,2013
1114,Jay Bell,48,SS,statss.aspx?playerid=48&position=SS,1986,2003
1116,David Bell,1108,2B/3B,statss.aspx?playerid=1108&position=2B/3B,1995,2006
1141,Josh Bell,2510,3B,statss.aspx?playerid=2510&position=3B,2010,2012
1147,Mark Bellhorn,264,2B/3B,statss.aspx?playerid=264&position=2B/3B,1997,2007
1149,Ronnie Belliard,677,2B,statss.aspx?playerid=677&position=2B,1998,2010
1151,Clay Bellinger,1436,3B/OF,statss.aspx?playerid=1436&position=3B/OF,1999,2002
1154,Edwin Bellorin,7242,C,statss.aspx?playerid=7242&position=C,2007,2009
1155,Vince Belnome,8126,DH,statss.aspx?playerid=8126&position=DH,2014,2014
1158,Carlos Beltran,589,OF,statss.aspx?playerid=589&position=OF,1998,2017
1162,Engel Beltre,4918,OF,statss.aspx?playerid=4918&position=OF,2013,2013
1166,Marvin Benard,1382,OF,statss.aspx?playerid=1382&position=OF,1995,2003
1182,Mike Benjamin,981,3B/SS,statss.aspx?playerid=981&position=3B/SS,1989,2002
1197,Gary Bennett,420,C,statss.aspx?playerid=420&position=C,1995,2008
1199,Joe Benson,2845,OF,statss.aspx?playerid=2845&position=OF,2011,2011
1220,James Beresford,4626,1B/3B,statss.aspx?playerid=4626&position=1B/3B,2016,2016
1221,Dave Berg,1288,2B/SS,statss.aspx?playerid=1288&position=2B/SS,1998,2004
1227,Brandon Berger,590,OF,statss.aspx?playerid=590&position=OF,2001,2004
1235,Peter Bergeron,763,OF,statss.aspx?playerid=763&position=OF,1999,2004
1245,William Bergolla,2152,2B,statss.aspx?playerid=2152&position=2B,2005,2005
1249,Lance Berkman,548,1B/OF,statss.aspx?playerid=548&position=1B/OF,1999,2013
1252,Roger Bernadina,6421,OF,statss.aspx?playerid=6421&position=OF,2008,2014
1262,Doug Bernier,4518,SS,statss.aspx?playerid=4518&position=SS,2008,2015
1270,Angel Berroa,591,SS,statss.aspx?playerid=591&position=SS,2001,2009
1273,Quintin Berry,9414,OF,statss.aspx?playerid=9414&position=OF,2012,2017
1300,Yuniesky Betancourt,8585,SS,statss.aspx?playerid=8585&position=SS,2005,2013
1303,Wilson Betemit,1861,3B,statss.aspx?playerid=1861&position=3B,2001,2013
1304,Christian Bethancourt,10028,C,statss.aspx?playerid=10028&position=C,2013,2017
1324,Jeff Bianchi,9958,3B/SS,statss.aspx?playerid=9958&position=3B/SS,2012,2015
1346,Larry Bigbie,128,OF,statss.aspx?playerid=128&position=OF,2001,2006
1348,Craig Biggio,549,2B,statss.aspx?playerid=549&position=2B,1988,2007
1398,Brian Bixler,8055,SS/OF,statss.aspx?playerid=8055&position=SS/OF,2008,2012
1430,Carson Blair,5429,C,statss.aspx?playerid=5429&position=C,2015,2015
1443,Casey Blake,719,3B,statss.aspx?playerid=719&position=3B,1999,2011
1446,Hank Blalock,1419,3B,statss.aspx?playerid=1419&position=3B,2002,2010
1450,Henry Blanco,81,C,statss.aspx?playerid=81&position=C,1997,2013
1454,Andres Blanco,1907,2B/SS,statss.aspx?playerid=1907&position=2B/SS,2004,2017
1455,Tony Blanco,2522,3B/OF,statss.aspx?playerid=2522&position=3B/OF,2005,2005
1467,Kyle Blanks,49,1B/OF,statss.aspx?playerid=49&position=1B/OF,2009,2015
1506,Willie Bloomquist,1066,SS/OF,statss.aspx?playerid=1066&position=SS/OF,2002,2015
1517,Geoff Blum,550,3B,statss.aspx?playerid=550&position=3B,1999,2012
1526,Hiram Bocachica,1404,OF,statss.aspx?playerid=1404&position=OF,2000,2007
1535,Brian Bocock,3534,SS,statss.aspx?playerid=3534&position=SS,2008,2010
1544,Brennan Boesch,914,OF,statss.aspx?playerid=914&position=OF,2010,2015
1551,Brandon Boggs,8021,OF,statss.aspx?playerid=8021&position=OF,2008,2011
1556,Brian Bogusevic,4719,OF,statss.aspx?playerid=4719&position=OF,2010,2015
1560,T.J. Bohn,4592,OF,statss.aspx?playerid=4592&position=OF,2006,2008
1593,Barry Bonds,1109,OF,statss.aspx?playerid=1109&position=OF,1986,2007
1604,Emilio Bonifacio,4054,2B/OF,statss.aspx?playerid=4054&position=2B/OF,2007,2017
1625,Bret Boone,1067,2B,statss.aspx?playerid=1067&position=2B,1992,2005
1626,Aaron Boone,311,3B,statss.aspx?playerid=311&position=3B,1997,2009
1641,Julio Borbon,3209,OF,statss.aspx?playerid=3209&position=OF,2009,2016
1643,Joe Borchard,224,OF,statss.aspx?playerid=224&position=OF,2002,2007
1647,Pat Borders,1068,C,statss.aspx?playerid=1068&position=C,1988,2005
1649,Mike Bordick,129,SS,statss.aspx?playerid=129&position=SS,1990,2003
1658,John Bormann,18006,PH/PR,statss.aspx?playerid=18006&position=PH/PR,2017,2017
1665,J.C. Boscan,2324,C,statss.aspx?playerid=2324&position=C,2010,2013
1690,Jason Botts,2907,DH/OF,statss.aspx?playerid=2907&position=DH/OF,2005,2008
1701,Jason Bourgeois,2225,OF,statss.aspx?playerid=2225&position=OF,2008,2015
1704,Michael Bourn,6387,OF,statss.aspx?playerid=6387&position=OF,2006,2016
1713,Rob Bowen,1817,C,statss.aspx?playerid=1817&position=C,2003,2008
1728,John Bowker,8276,1B/OF,statss.aspx?playerid=8276&position=1B/OF,2008,2011
1803,Milton Bradley,369,OF,statss.aspx?playerid=369&position=OF,2000,2011
1822,Darren Bragg,83,OF,statss.aspx?playerid=83&position=OF,1994,2004
1853,Rob Brantly,10655,C,statss.aspx?playerid=10655&position=C,2012,2017
1854,Russell Branyan,370,1B/3B,statss.aspx?playerid=370&position=1B/3B,1998,2011
1869,Craig Brazell,2081,1B,statss.aspx?playerid=2081&position=1B,2004,2007
1899,Bryce Brentz,10607,OF,statss.aspx?playerid=10607&position=OF,2014,2016
1906,Ryan Brett,12138,2B,statss.aspx?playerid=12138&position=2B,2015,2015
1944,Reid Brignac,8380,SS,statss.aspx?playerid=8380&position=SS,2008,2016
1959,Juan Brito,592,C,statss.aspx?playerid=592&position=C,2002,2004
2015,Ben Broussard,312,1B,statss.aspx?playerid=312&position=1B,2002,2008
2024,Roosevelt Brown,268,OF,statss.aspx?playerid=268&position=OF,1999,2002
2031,Jordan Brown,4121,1B/DH/OF,statss.aspx?playerid=4121&position=1B/DH/OF,2010,2013
2074,Trevor Brown,13895,C,statss.aspx?playerid=13895&position=C,2015,2016
2084,Dee Brown,593,OF,statss.aspx?playerid=593&position=OF,1998,2007
2086,Domonic Brown,3154,OF,statss.aspx?playerid=3154&position=OF,2010,2015
2093,Corey Brown,2650,OF,statss.aspx?playerid=2650&position=OF,2011,2014
2096,Dusty Brown,3420,C,statss.aspx?playerid=3420&position=C,2009,2011
2104,Jeremy Brown,4512,DH,statss.aspx?playerid=4512&position=DH,2006,2006
2105,Emil Brown,1197,OF,statss.aspx?playerid=1197&position=OF,1997,2009
2106,Kevin Brown,178,C,statss.aspx?playerid=178&position=C,1996,2002
2107,Gary Brown,11464,OF,statss.aspx?playerid=11464&position=OF,2014,2014
2108,Adrian Brown,985,OF,statss.aspx?playerid=985&position=OF,1997,2006
2109,Matt Brown,6384,3B,statss.aspx?playerid=6384&position=3B,2007,2008
2110,Andrew Brown,3837,OF,statss.aspx?playerid=3837&position=OF,2011,2014
2135,Jaycob Brugman,14936,OF,statss.aspx?playerid=14936&position=OF,2017,2017
2154,Eric Bruntlett,1753,SS,statss.aspx?playerid=1753&position=SS,2003,2009
2171,Jaime Bubela,8224,OF,statss.aspx?playerid=8224&position=OF,2005,2005
2177,Brian Buchanan,720,OF,statss.aspx?playerid=720&position=OF,2000,2004
2184,Travis Buck,4646,OF,statss.aspx?playerid=4646&position=OF,2007,2012
2185,John Buck,2041,C,statss.aspx?playerid=2041&position=C,2004,2014
2197,Ryan Budde,3768,C,statss.aspx?playerid=3768&position=C,2007,2010
2201,Mark Budzinski,1789,OF,statss.aspx?playerid=1789&position=OF,2003,2003
2265,Jamie Burke,6,C,statss.aspx?playerid=6&position=C,2001,2010
2266,Chris Burke,2164,2B/OF,statss.aspx?playerid=2164&position=2B/OF,2004,2009
2288,Morgan Burkhart,1745,1B/DH,statss.aspx?playerid=1745&position=1B/DH,2000,2003
2290,Ellis Burks,372,OF,statss.aspx?playerid=372&position=OF,1987,2004
2299,Jeromy Burnitz,867,OF,statss.aspx?playerid=867&position=OF,1993,2006
2301,Billy Burns,12701,OF,statss.aspx?playerid=12701&position=OF,2014,2017
2309,Andrew Burns,12779,3B,statss.aspx?playerid=12779&position=3B,2016,2016
2327,Pat Burrell,949,OF,statss.aspx?playerid=949&position=OF,2000,2011
2335,Emmanuel Burriss,2917,2B,statss.aspx?playerid=2917&position=2B,2008,2016
2338,Sean Burroughs,1021,3B,statss.aspx?playerid=1021&position=3B,2002,2012
2356,Brian Buscher,6234,3B,statss.aspx?playerid=6234&position=3B,2007,2009
2365,Homer Bush,1425,2B,statss.aspx?playerid=1425&position=2B,1997,2004
2374,Nick Buss,6835,OF,statss.aspx?playerid=6835&position=OF,2013,2016
2402,Joey Butler,7799,DH/OF,statss.aspx?playerid=7799&position=DH/OF,2013,2015
2404,Brent Butler,423,2B/3B,statss.aspx?playerid=423&position=2B/3B,2001,2003
2405,Billy Butler,7399,1B/DH,statss.aspx?playerid=7399&position=1B/DH,2007,2016
2417,Freddie Bynum,2099,SS/OF,statss.aspx?playerid=2099&position=SS/OF,2005,2008
2424,Marlon Byrd,950,OF,statss.aspx?playerid=950&position=OF,2002,2016
2431,Eric Byrnes,905,OF,statss.aspx?playerid=905&position=OF,2000,2010
2440,Ramon Cabrera,10327,C,statss.aspx?playerid=10327&position=C,2015,2016
2442,Jolbert Cabrera,373,OF,statss.aspx?playerid=373&position=OF,1998,2008
2449,Everth Cabrera,8155,SS,statss.aspx?playerid=8155&position=SS,2009,2015
2451,Orlando Cabrera,766,SS,statss.aspx?playerid=766&position=SS,1997,2011
2471,Miguel Cairo,1412,2B,statss.aspx?playerid=1412&position=2B,1996,2012
2490,Orlando Calixte,11905,OF,statss.aspx?playerid=11905&position=OF,2015,2017
2504,Alberto Callaspo,3336,2B/3B,statss.aspx?playerid=3336&position=2B/3B,2006,2015
2508,Ron Calloway,1649,OF,statss.aspx?playerid=1649&position=OF,2003,2004
2513,Napoleon Calzado,2335,OF,statss.aspx?playerid=2335&position=OF,2005,2005
2518,Mike Cameron,1070,OF,statss.aspx?playerid=1070&position=OF,1995,2011
2534,Tony Campana,4964,OF,statss.aspx?playerid=4964&position=OF,2011,2014
2540,Eric Campbell,6938,1B/3B,statss.aspx?playerid=6938&position=1B/3B,2014,2016
2576,Robinson Cancel,2011,C,statss.aspx?playerid=2011&position=C,1999,2011
2585,Barbaro Canizares,6246,1B,statss.aspx?playerid=6246&position=1B,2009,2009
2586,Jay Canizaro,722,2B,statss.aspx?playerid=722&position=2B,1996,2002
2588,Andy Cannizaro,7068,SS,statss.aspx?playerid=7068&position=SS,2006,2008
2596,Jorge Cantu,2521,1B/3B,statss.aspx?playerid=2521&position=1B/3B,2004,2011
2601,Russ Canzler,8265,1B/DH/OF,statss.aspx?playerid=8265&position=1B/DH/OF,2011,2012
2621,Adrian Cardenas,9514,2B,statss.aspx?playerid=9514&position=2B,2012,2012
2624,Javier Cardona,1023,C,statss.aspx?playerid=1023&position=C,2000,2002
2626,Stephen Cardullo,11204,1B/OF,statss.aspx?playerid=11204&position=1B/OF,2016,2017
2646,Luke Carlin,4666,C,statss.aspx?playerid=4666&position=C,2008,2012
2669,Mike Carp,7480,1B/OF,statss.aspx?playerid=7480&position=1B/OF,2009,2014
2697,Ezequiel Carrera,9048,OF,statss.aspx?playerid=9048&position=OF,2011,2017
2717,Jamey Carroll,1591,2B/3B,statss.aspx?playerid=1591&position=2B/3B,2002,2013
2719,Brett Carroll,8066,OF,statss.aspx?playerid=8066&position=OF,2007,2012
2724,Matt Carson,4748,OF,statss.aspx?playerid=4748&position=OF,2009,2013
2726,Chris Carter,7707,OF,statss.aspx?playerid=7707&position=OF,2008,2010
2740,Chris Carter,9911,1B/DH,statss.aspx?playerid=9911&position=1B/DH,2010,2017
2743,Mike Caruso,595,SS,statss.aspx?playerid=595&position=SS,1998,2002
2751,Raul Casanova,680,C,statss.aspx?playerid=680&position=C,1996,2008
2762,Sean Casey,314,1B,statss.aspx?playerid=314&position=1B,1997,2008
2763,Kevin Cash,1593,C,statss.aspx?playerid=1593&position=C,2002,2010
2771,Alexi Casilla,5248,2B,statss.aspx?playerid=5248&position=2B,2006,2014
2785,Alex Castellanos,7223,OF,statss.aspx?playerid=7223&position=OF,2012,2013
2790,Vinny Castilla,84,3B,statss.aspx?playerid=84&position=3B,1991,2006
2791,Luis Castillo,513,2B,statss.aspx?playerid=513&position=2B,1996,2010
2792,Wilkin Castillo,5124,2B/OF,statss.aspx?playerid=5124&position=2B/OF,2008,2009
2796,Alberto T. Castillo,812,C,statss.aspx?playerid=812&position=C,1995,2007
2799,Jose Castillo,1866,2B/3B,statss.aspx?playerid=1866&position=2B/3B,2004,2008
2810,Rusney Castillo,17016,OF,statss.aspx?playerid=17016&position=OF,2014,2016
2822,Kory Casto,6597,1B/OF,statss.aspx?playerid=6597&position=1B/OF,2007,2008
2823,Ramon Castro,514,C,statss.aspx?playerid=514&position=C,1999,2011
2826,Bernie Castro,2096,2B,statss.aspx?playerid=2096&position=2B,2005,2006
2827,Juan Castro,315,SS,statss.aspx?playerid=315&position=SS,1995,2011
2832,Ramon Castro,7026,3B,statss.aspx?playerid=7026&position=3B,2004,2004
2836,Frank Catalanotto,1241,OF,statss.aspx?playerid=1241&position=OF,1997,2010
2858,Garin Cecchini,11608,3B,statss.aspx?playerid=11608&position=3B,2014,2015
2859,Gavin Cecchini,17005,2B,statss.aspx?playerid=17005&position=2B,2016,2017
2863,Darrell Ceciliani,9954,OF,statss.aspx?playerid=9954&position=OF,2015,2017
2866,Roger Cedeno,869,OF,statss.aspx?playerid=869&position=OF,1995,2005
2870,Ronny Cedeno,2179,SS,statss.aspx?playerid=2179&position=SS,2005,2014
2874,Matt Cepicky,1562,OF,statss.aspx?playerid=1562&position=OF,2002,2006
2882,Mike Cervenak,3133,3B,statss.aspx?playerid=3133&position=3B,2008,2008
2905,Adron Chambers,7995,OF,statss.aspx?playerid=7995&position=OF,2011,2013
2911,Jim Chamblee,1146,3B,statss.aspx?playerid=1146&position=3B,2003,2003
2927,Travis Chapman,1840,3B,statss.aspx?playerid=1840&position=3B,2003,2003
2961,Endy Chavez,768,OF,statss.aspx?playerid=768&position=OF,2001,2014
2962,Raul Chavez,553,C,statss.aspx?playerid=553&position=C,1996,2009
2964,Eric Chavez,906,3B,statss.aspx?playerid=906&position=3B,1998,2014
2965,Angel Chavez,2224,2B/SS,statss.aspx?playerid=2224&position=2B/SS,2005,2005
2976,Chin-Feng Chen,644,OF,statss.aspx?playerid=644&position=OF,2002,2005
3015,Hee Seop Choi,270,1B,statss.aspx?playerid=270&position=1B,2002,2005
3017,Michael Choice,11376,OF,statss.aspx?playerid=11376&position=OF,2013,2015
3026,McKay Christensen,1421,OF,statss.aspx?playerid=1421&position=OF,1999,2002
3030,Ryan Christenson,1594,OF,statss.aspx?playerid=1594&position=OF,1998,2003
3033,Justin Christian,8297,OF,statss.aspx?playerid=8297&position=OF,2008,2012
3046,Ryan Church,2106,OF,statss.aspx?playerid=2106&position=OF,2004,2010
3067,Alex Cintron,50,SS,statss.aspx?playerid=50&position=SS,2001,2009
3070,Pedro Ciriaco,5278,3B/SS,statss.aspx?playerid=5278&position=3B/SS,2010,2015
3071,Jeff Cirillo,1073,3B,statss.aspx?playerid=1073&position=3B,1994,2007
3129,Matthew Clark,8793,1B,statss.aspx?playerid=8793&position=1B,2014,2014
3130,Brady Clark,1398,OF,statss.aspx?playerid=1398&position=OF,2000,2008
3131,Jermaine Clark,1664,2B/OF,statss.aspx?playerid=1664&position=2B/OF,2001,2005
3132,Cody Clark,6019,C,statss.aspx?playerid=6019&position=C,2013,2013
3133,Doug Clark,2457,OF,statss.aspx?playerid=2457&position=OF,2005,2006
3134,Tony Clark,182,1B,statss.aspx?playerid=182&position=1B,1995,2009
3136,Howie Clark,1533,OF,statss.aspx?playerid=1533&position=OF,2002,2008
3171,Royce Clayton,226,SS,statss.aspx?playerid=226&position=SS,1991,2007
3182,Jeff Clement,4652,C/1B,statss.aspx?playerid=4652&position=C/1B,2007,2012
3196,Steve Clevenger,9542,C,statss.aspx?playerid=9542&position=C,2011,2016
3199,Brent Clevlen,4863,OF,statss.aspx?playerid=4863&position=OF,2006,2010
3213,JD Closser,2108,C,statss.aspx?playerid=2108&position=C,2004,2006
3229,Buck Coats,2945,OF,statss.aspx?playerid=2945&position=OF,2006,2008
3230,Jason Coats,14282,OF,statss.aspx?playerid=14282&position=OF,2016,2016
3259,Chris Coghlan,6878,OF,statss.aspx?playerid=6878&position=OF,2009,2017
3267,Chris Colabello,13051,1B/OF,statss.aspx?playerid=13051&position=1B/OF,2013,2016
3268,Mike Colangelo,907,OF,statss.aspx?playerid=907&position=OF,1999,2002
3275,Greg Colbrunn,51,1B,statss.aspx?playerid=51&position=1B,1992,2004
3289,Dusty Coleman,8979,SS,statss.aspx?playerid=8979&position=SS,2015,2017
3314,Alvin Colina,2559,C,statss.aspx?playerid=2559&position=C,2006,2006
3318,Lou Collier,1438,SS,statss.aspx?playerid=1438&position=SS,1997,2004
3322,Tyler Collins,12723,OF,statss.aspx?playerid=12723&position=OF,2014,2017
3354,Christian Colon,11145,2B/3B,statss.aspx?playerid=11145&position=2B/3B,2014,2017
3361,Tyler Colvin,5310,OF,statss.aspx?playerid=5310&position=OF,2009,2014
3391,Hank Conger,2505,C,statss.aspx?playerid=2505&position=C,2010,2016
3394,Jeff Conine,131,1B/OF,statss.aspx?playerid=131&position=1B/OF,1990,2007
3434,Brooks Conrad,3664,2B/3B,statss.aspx?playerid=3664&position=2B/3B,2008,2014
3442,Jose Constanza,6003,OF,statss.aspx?playerid=6003&position=OF,2011,2014
3444,Jason Conti,1199,OF,statss.aspx?playerid=1199&position=OF,2000,2004
3482,Mike Coolbaugh,1147,3B,statss.aspx?playerid=1147&position=3B,2001,2002
3488,Ron Coomer,816,1B/3B,statss.aspx?playerid=816&position=1B/3B,1995,2003
3498,David Cooper,7752,1B/DH,statss.aspx?playerid=7752&position=1B/DH,2011,2012
3517,Alex Cora,1386,2B/SS,statss.aspx?playerid=1386&position=2B/SS,1998,2011
3538,Wil Cordero,770,SS/OF,statss.aspx?playerid=770&position=SS/OF,1992,2005
3544,Allen Cordoba,15722,SS/OF,statss.aspx?playerid=15722&position=SS/OF,2017,2017
3546,Marty Cordova,132,OF,statss.aspx?playerid=132&position=OF,1995,2003
3566,Carlos Corporan,5587,C,statss.aspx?playerid=5587&position=C,2009,2015
3583,Fernando Cortez,3634,2B,statss.aspx?playerid=3634&position=2B,2005,2007
3591,Shane Costa,6358,OF,statss.aspx?playerid=6358&position=OF,2005,2007
3592,Mike Costanzo,3533,1B/DH,statss.aspx?playerid=3533&position=1B/DH,2012,2012
3593,Chris Coste,7243,C,statss.aspx?playerid=7243&position=C,2006,2009
3597,Humberto Cota,1595,C,statss.aspx?playerid=1595&position=C,2001,2007
3622,Craig Counsell,52,2B/3B/SS,statss.aspx?playerid=52&position=2B/3B/SS,1995,2011
3628,Scott Cousins,173,OF,statss.aspx?playerid=173&position=OF,2010,2013
3641,Collin Cowgill,7250,OF,statss.aspx?playerid=7250&position=OF,2011,2016
3643,Steve Cox,1200,1B,statss.aspx?playerid=1200&position=1B,1999,2002
