,Name,ID,Position,Link,Start Year,End Year
14050,Bryan Price,8436,P,statss.aspx?playerid=8436&position=P,2014,2014
14066,Bret Prinz,1474,P,statss.aspx?playerid=1474&position=P,2001,2007
14067,Mark Prior,301,P,statss.aspx?playerid=301&position=P,2002,2006
14072,Scott Proctor,1911,P,statss.aspx?playerid=1911&position=P,2004,2011
14075,Luke Prokopec,1320,P,statss.aspx?playerid=1320&position=P,2000,2002
14088,Stephen Pryor,10663,P,statss.aspx?playerid=10663&position=P,2012,2014
14094,Brandon Puffer,572,P,statss.aspx?playerid=572&position=P,2002,2005
14103,Carlos Pulido,1815,P,statss.aspx?playerid=1815&position=P,1994,2004
14106,Bill Pulsipher,842,P,statss.aspx?playerid=842&position=P,1995,2005
14110,David Purcey,8360,P,statss.aspx?playerid=8360&position=P,2008,2013
14113,Matt Purke,12831,P,statss.aspx?playerid=12831&position=P,2016,2016
14118,Luke Putkonen,6736,P,statss.aspx?playerid=6736&position=P,2012,2014
14120,Zach Putnam,9080,P,statss.aspx?playerid=9080&position=P,2011,2017
14124,J.J. Putz,1795,P,statss.aspx?playerid=1795&position=P,2003,2014
14134,Chad Qualls,2170,P,statss.aspx?playerid=2170&position=P,2004,2017
14137,Paul Quantrill,669,P,statss.aspx?playerid=669&position=P,1992,2005
14146,Ruben Quevedo,705,P,statss.aspx?playerid=705&position=P,2000,2003
14204,Brad Radke,748,P,statss.aspx?playerid=748&position=P,1995,2006
14214,Brady Raggio,1750,P,statss.aspx?playerid=1750&position=P,1997,2003
14227,Aaron Rakers,2638,P,statss.aspx?playerid=2638&position=P,2004,2007
14231,Brooks Raley,10061,P,statss.aspx?playerid=10061&position=P,2012,2013
14240,Ramon Ramirez,7986,P,statss.aspx?playerid=7986&position=P,2006,2014
14242,Santiago Ramirez,2122,P,statss.aspx?playerid=2122&position=P,2006,2006
14244,Ramon Ramirez,2899,P,statss.aspx?playerid=2899&position=P,2008,2009
14246,Horacio Ramirez,110,P,statss.aspx?playerid=110&position=P,2003,2011
14248,Elizardo Ramirez,1946,P,statss.aspx?playerid=1946&position=P,2004,2008
14249,Erasmo Ramirez,1699,P,statss.aspx?playerid=1699&position=P,2003,2007
14253,Elvin Ramirez,2247,P,statss.aspx?playerid=2247&position=P,2012,2012
14255,Edwar Ramirez,4830,P,statss.aspx?playerid=4830&position=P,2007,2010
14267,Cesar Ramos,3357,P,statss.aspx?playerid=3357&position=P,2009,2016
14276,Mario Ramos,1272,P,statss.aspx?playerid=1272&position=P,2003,2003
14286,Anthony Ranaudo,11424,P,statss.aspx?playerid=11424&position=P,2014,2016
14292,Scott Randall,749,P,statss.aspx?playerid=749&position=P,2003,2003
14295,Stephen Randolph,1655,P,statss.aspx?playerid=1655&position=P,2003,2007
14300,Clay Rapada,4831,P,statss.aspx?playerid=4831&position=P,2007,2013
14306,Cory Rasmus,2413,P,statss.aspx?playerid=2413&position=P,2013,2016
14311,Rob Rasmussen,11250,P,statss.aspx?playerid=11250&position=P,2014,2015
14312,Darrell Rasner,4770,P,statss.aspx?playerid=4770&position=P,2005,2008
14324,Jon Rauch,1475,P,statss.aspx?playerid=1475&position=P,2002,2013
14330,Robert Ray,3359,P,statss.aspx?playerid=3359&position=P,2009,2010
14337,Chris Ray,6315,P,statss.aspx?playerid=6315&position=P,2005,2011
14338,Ken Ray,1986,P,statss.aspx?playerid=1986&position=P,1999,2006
14349,Colin Rea,12317,P,statss.aspx?playerid=12317&position=P,2015,2016
14356,Britt Reames,794,P,statss.aspx?playerid=794&position=P,2000,2006
14361,Christopher Rearick,11050,P,statss.aspx?playerid=11050&position=P,2015,2015
14370,Tim Redding,573,P,statss.aspx?playerid=573&position=P,2001,2009
14376,Mark Redman,491,P,statss.aspx?playerid=491&position=P,1999,2008
14384,Todd Redmond,9943,P,statss.aspx?playerid=9943&position=P,2012,2015
14387,Chris Reed,12801,P,statss.aspx?playerid=12801&position=P,2015,2015
14388,Steve Reed,1053,P,statss.aspx?playerid=1053&position=P,1992,2005
14389,Evan Reed,1349,P,statss.aspx?playerid=1349&position=P,2013,2014
14408,Rick Reed,750,P,statss.aspx?playerid=750&position=P,1988,2003
14426,Nick Regilio,2226,P,statss.aspx?playerid=2226&position=P,2004,2005
14427,Steven Register,7463,P,statss.aspx?playerid=7463&position=P,2008,2009
14433,Dan Reichert,624,P,statss.aspx?playerid=624&position=P,1999,2003
14440,Ryan Reid,9385,P,statss.aspx?playerid=9385&position=P,2013,2013
14457,Chad Reineke,7641,P,statss.aspx?playerid=7641&position=P,2008,2011
14472,Brian Reith,347,P,statss.aspx?playerid=347&position=P,2001,2004
14473,Chris Reitsma,348,P,statss.aspx?playerid=348&position=P,2001,2007
14476,Bryan Rekar,625,P,statss.aspx?playerid=625&position=P,1995,2002
14479,Mike Remlinger,111,P,statss.aspx?playerid=111&position=P,1991,2006
14504,Chris Resop,3799,P,statss.aspx?playerid=3799&position=P,2005,2013
14526,Jo-Jo Reyes,5559,P,statss.aspx?playerid=5559&position=P,2007,2016
14527,Carlos Reyes,1721,P,statss.aspx?playerid=1721&position=P,1994,2003
14528,Dennys Reyes,444,P,statss.aspx?playerid=444&position=P,1997,2011
14529,Anthony Reyes,7105,P,statss.aspx?playerid=7105&position=P,2005,2009
14533,Al Reyes,1005,P,statss.aspx?playerid=1005&position=P,1995,2008
14536,Shane Reynolds,574,P,statss.aspx?playerid=574&position=P,1992,2004
14537,Greg Reynolds,5712,P,statss.aspx?playerid=5712&position=P,2008,2013
14549,Matt Reynolds,8887,P,statss.aspx?playerid=8887&position=P,2010,2016
14557,Armando Reynoso,72,P,statss.aspx?playerid=72&position=P,1991,2002
14561,John Rheinecker,2165,P,statss.aspx?playerid=2165&position=P,2006,2007
14567,Arthur Rhodes,1097,P,statss.aspx?playerid=1097&position=P,1991,2011
14579,Scott Rice,2743,P,statss.aspx?playerid=2743&position=P,2013,2014
14614,Dustin Richardson,2548,P,statss.aspx?playerid=2548&position=P,2009,2010
14621,Scott Richmond,4307,P,statss.aspx?playerid=4307&position=P,2008,2012
14647,Jeff Ridgway,2819,P,statss.aspx?playerid=2819&position=P,2007,2008
14651,John Riedling,1515,P,statss.aspx?playerid=1515&position=P,2000,2005
14652,C.J. Riefenhauser,11193,P,statss.aspx?playerid=11193&position=P,2014,2015
14654,Andre Rienzo,3507,P,statss.aspx?playerid=3507&position=P,2013,2015
14658,Jerrod Riggan,1422,P,statss.aspx?playerid=1422&position=P,2000,2003
14668,Jose Rijo,349,P,statss.aspx?playerid=349&position=P,1984,2002
14676,Matt Riley,164,P,statss.aspx?playerid=164&position=P,1999,2005
14678,Ricardo Rincon,401,P,statss.aspx?playerid=401&position=P,1997,2008
14679,Juan Rincon,752,P,statss.aspx?playerid=752&position=P,2001,2010
14682,Royce Ring,4350,P,statss.aspx?playerid=4350&position=P,2005,2010
14699,David Riske,402,P,statss.aspx?playerid=402&position=P,1999,2010
14704,Todd Ritchie,253,P,statss.aspx?playerid=253&position=P,1997,2004
14725,Mariano Rivera,844,P,statss.aspx?playerid=844&position=P,1995,2013
14729,Saul Rivera,2027,P,statss.aspx?playerid=2027&position=P,2006,2010
14739,Sendy Rleal,2737,P,statss.aspx?playerid=2737&position=P,2006,2006
14740,Joe Roa,969,P,statss.aspx?playerid=969&position=P,1995,2004
14746,Donn Roach,10620,P,statss.aspx?playerid=10620&position=P,2014,2016
14747,Jason Roach,1740,P,statss.aspx?playerid=1740&position=P,2003,2003
14752,Jake Robbins,2266,P,statss.aspx?playerid=2266&position=P,2004,2004
14772,Grant Roberts,894,P,statss.aspx?playerid=894&position=P,2000,2004
14775,Willis Roberts,167,P,statss.aspx?playerid=167&position=P,1999,2004
14776,Kenneth Roberts,10938,P,statss.aspx?playerid=10938&position=P,2015,2015
14777,Connor Robertson,7705,P,statss.aspx?playerid=7705&position=P,2007,2008
14783,Jeriome Robertson,1619,P,statss.aspx?playerid=1619&position=P,2002,2004
14785,Nate Robertson,1620,P,statss.aspx?playerid=1620&position=P,2002,2010
14797,Tyler Robertson,3223,P,statss.aspx?playerid=3223&position=P,2012,2013
14840,Mauricio Robles,8895,P,statss.aspx?playerid=8895&position=P,2013,2013
14851,John Rocker,1273,P,statss.aspx?playerid=1273&position=P,1998,2003
14854,Brady Rodgers,13393,P,statss.aspx?playerid=13393&position=P,2016,2016
14862,Rafael Rodriguez,6417,P,statss.aspx?playerid=6417&position=P,2009,2010
14863,Wandy Rodriguez,2586,P,statss.aspx?playerid=2586&position=P,2005,2015
14864,Francisco Rodriguez,6688,P,statss.aspx?playerid=6688&position=P,2010,2011
14867,Ricardo Rodriguez,1585,P,statss.aspx?playerid=1585&position=P,2002,2005
14871,Paco Rodriguez,13398,P,statss.aspx?playerid=13398&position=P,2012,2015
14872,Wilking Rodriguez,8801,P,statss.aspx?playerid=8801&position=P,2014,2014
14876,Felix Rodriguez,1127,P,statss.aspx?playerid=1127&position=P,1995,2006
14877,Francisco Rodriguez,1642,P,statss.aspx?playerid=1642&position=P,2002,2017
14880,Fernando Rodriguez,7558,P,statss.aspx?playerid=7558&position=P,2009,2016
14881,Eddy Rodriguez,2193,P,statss.aspx?playerid=2193&position=P,2004,2006
14882,Nerio Rodriguez,403,P,statss.aspx?playerid=403&position=P,1996,2002
14884,Joe Rodriguez,1180,P,statss.aspx?playerid=1180&position=P,2002,2002
14907,Joely Rodriguez,11487,P,statss.aspx?playerid=11487&position=P,2016,2017
14908,Henry Rodriguez,6371,P,statss.aspx?playerid=6371&position=P,2009,2014
14910,Aneury Rodriguez,8948,P,statss.aspx?playerid=8948&position=P,2011,2012
14913,Rich Rodriguez,1276,P,statss.aspx?playerid=1276&position=P,1990,2003
14918,Josh Roenicke,3241,P,statss.aspx?playerid=3241&position=P,2008,2013
14929,Esmil Rogers,6317,P,statss.aspx?playerid=6317&position=P,2009,2015
14941,Brian Rogers,6123,P,statss.aspx?playerid=6123&position=P,2006,2007
14942,Mark Rogers,4083,P,statss.aspx?playerid=4083&position=P,2010,2012
14943,Kenny Rogers,1277,P,statss.aspx?playerid=1277&position=P,1989,2008
14969,David Rollins,11928,P,statss.aspx?playerid=11928&position=P,2015,2016
14988,Ricky Romero,3403,P,statss.aspx?playerid=3403&position=P,2009,2013
14990,Davis Romero,2756,P,statss.aspx?playerid=2756&position=P,2006,2006
14995,J.C. Romero,754,P,statss.aspx?playerid=754&position=P,1999,2012
15009,Jorge Rondon,5791,P,statss.aspx?playerid=5791&position=P,2014,2016
15011,Matt Roney,1670,P,statss.aspx?playerid=1670&position=P,2003,2006
15023,Carlos Rosa,8529,P,statss.aspx?playerid=8529&position=P,2008,2010
15027,Leo Rosales,5618,P,statss.aspx?playerid=5618&position=P,2008,2010
15029,Francisco Rosario,2091,P,statss.aspx?playerid=2091&position=P,2006,2007
15034,Rodrigo Rosario,1747,P,statss.aspx?playerid=1747&position=P,2003,2003
15036,Sandy Rosario,1525,P,statss.aspx?playerid=1525&position=P,2010,2013
15057,B.J. Rosenberg,7183,P,statss.aspx?playerid=7183&position=P,2012,2014
15063,Trevor Rosenthal,10745,P,statss.aspx?playerid=10745&position=P,2012,2017
15066,Seth Rosin,10606,P,statss.aspx?playerid=10606&position=P,2014,2015
15079,Joe Ross,12972,P,statss.aspx?playerid=12972&position=P,2015,2017
15082,Robbie Ross Jr.,6819,P,statss.aspx?playerid=6819&position=P,2012,2017
15092,Michael Roth,13736,P,statss.aspx?playerid=13736&position=P,2013,2016
15116,Ben Rowen,10983,P,statss.aspx?playerid=10983&position=P,2014,2016
15120,Ryan Rowland-Smith,3245,P,statss.aspx?playerid=3245&position=P,2007,2014
15153,Kirk Rueter,1128,P,statss.aspx?playerid=1128&position=P,1993,2005
15160,Chance Ruffin,11745,P,statss.aspx?playerid=11745&position=P,2011,2013
15169,Jose Ruiz,14552,P,statss.aspx?playerid=14552&position=P,2017,2017
15173,Rich Rundles,2760,P,statss.aspx?playerid=2760&position=P,2008,2009
15178,Dan Runzler,4080,P,statss.aspx?playerid=4080&position=P,2009,2017
15179,Josh Rupe,7206,P,statss.aspx?playerid=7206&position=P,2005,2011
15180,Ryan Rupe,1223,P,statss.aspx?playerid=1223&position=P,1999,2003
15182,Glendon Rusch,707,P,statss.aspx?playerid=707&position=P,1997,2009
15204,Adam Russell,7334,P,statss.aspx?playerid=7334&position=P,2008,2011
15205,James Russell,4089,P,statss.aspx?playerid=4089&position=P,2010,2016
15238,B.J. Ryan,168,P,statss.aspx?playerid=168&position=P,1999,2009
15240,Kyle Ryan,11753,P,statss.aspx?playerid=11753&position=P,2014,2017
15245,Jae Kuk Ryu,8228,P,statss.aspx?playerid=8228&position=P,2006,2008
15248,Kirk Saarloos,1516,P,statss.aspx?playerid=1516&position=P,2002,2008
15250,Erik Sabel,1517,P,statss.aspx?playerid=1517&position=P,1999,2002
15259,Carl Sadler,1568,P,statss.aspx?playerid=1568&position=P,2002,2003
15260,Billy Sadler,6235,P,statss.aspx?playerid=6235&position=P,2006,2009
15264,Ryan Sadowski,5916,P,statss.aspx?playerid=5916&position=P,2009,2009
15270,Chris Saenz,1913,P,statss.aspx?playerid=1913&position=P,2004,2004
15280,Takashi Saito,6021,P,statss.aspx?playerid=6021&position=P,2006,2012
15284,Marino Salas,2432,P,statss.aspx?playerid=2432&position=P,2008,2008
15286,Juan Salas,2533,P,statss.aspx?playerid=2533&position=P,2006,2008
15290,Danny Salazar,5867,P,statss.aspx?playerid=5867&position=P,2013,2017
15301,Brad Salmon,2625,P,statss.aspx?playerid=2625&position=P,2007,2007
15317,Adrian Sampson,13339,P,statss.aspx?playerid=13339&position=P,2016,2016
15318,Keyvius Sampson,10039,P,statss.aspx?playerid=10039&position=P,2015,2016
15319,Chris Sampson,2651,P,statss.aspx?playerid=2651&position=P,2006,2010
15326,Alex Sanabia,5350,P,statss.aspx?playerid=5350&position=P,2010,2013
15327,Brian Sanches,2739,P,statss.aspx?playerid=2739&position=P,2006,2012
15328,Angel Sanchez,11776,P,statss.aspx?playerid=11776&position=P,2017,2017
15329,Felix Sanchez,1822,P,statss.aspx?playerid=1822&position=P,2003,2003
15333,Romulo Sanchez,4170,P,statss.aspx?playerid=4170&position=P,2007,2010
15336,Jonathan Sanchez,7507,P,statss.aspx?playerid=7507&position=P,2006,2013
15338,Eduardo Sanchez,2966,P,statss.aspx?playerid=2966&position=P,2011,2013
15342,Jesus Sanchez,1476,P,statss.aspx?playerid=1476&position=P,1998,2004
15346,Humberto Sanchez,4303,P,statss.aspx?playerid=4303&position=P,2008,2008
15354,Duaner Sanchez,1518,P,statss.aspx?playerid=1518&position=P,2002,2009
15360,David Sanders,1693,P,statss.aspx?playerid=1693&position=P,2003,2005
15388,Amauri Sanit,5436,P,statss.aspx?playerid=5436&position=P,2011,2011
15399,Julio Santana,496,P,statss.aspx?playerid=496&position=P,1997,2006
15402,Johan Santana,755,P,statss.aspx?playerid=755&position=P,2000,2012
15408,Jose Santiago,972,P,statss.aspx?playerid=972&position=P,1997,2005
15415,Sergio Santos,4734,P,statss.aspx?playerid=4734&position=P,2010,2015
15417,Victor Santos,446,P,statss.aspx?playerid=446&position=P,2001,2007
15427,Dennis Sarfate,2174,P,statss.aspx?playerid=2174&position=P,2006,2009
15431,Kazuhiro Sasaki,1098,P,statss.aspx?playerid=1098&position=P,2000,2003
15441,Scott Sauerbeck,1007,P,statss.aspx?playerid=1007&position=P,1999,2006
15446,Joe Saunders,4366,P,statss.aspx?playerid=4366&position=P,2005,2014
15457,Joe Savery,2835,P,statss.aspx?playerid=2835&position=P,2011,2014
15472,Jay Sborz,2271,P,statss.aspx?playerid=2271&position=P,2010,2010
15473,Rob Scahill,9286,P,statss.aspx?playerid=9286&position=P,2012,2017
15544,Tanner Scheppers,10267,P,statss.aspx?playerid=10267&position=P,2012,2017
15555,Curt Schilling,73,P,statss.aspx?playerid=73&position=P,1988,2007
15564,Daniel Schlereth,8739,P,statss.aspx?playerid=8739&position=P,2009,2012
15566,Travis Schlichting,3847,P,statss.aspx?playerid=3847&position=P,2009,2010
15568,Brian Schlitter,3599,P,statss.aspx?playerid=3599&position=P,2010,2015
15570,Gus Schlosser,12321,P,statss.aspx?playerid=12321&position=P,2014,2014
15573,Brian Schmack,1809,P,statss.aspx?playerid=1809&position=P,2003,2003
15578,Jason Schmidt,1131,P,statss.aspx?playerid=1131&position=P,1995,2009
15594,Steve Schmoll,5495,P,statss.aspx?playerid=5495&position=P,2005,2005
15607,Scott Schoeneweis,33,P,statss.aspx?playerid=33&position=P,1999,2010
15626,Chris Schroder,3553,P,statss.aspx?playerid=3553&position=P,2006,2008
15633,A.J. Schugel,11432,P,statss.aspx?playerid=11432&position=P,2015,2017
15644,Mike Schultz,7057,P,statss.aspx?playerid=7057&position=P,2007,2007
15645,Bo Schultz,5028,P,statss.aspx?playerid=5028&position=P,2014,2016
15666,Patrick Schuster,10029,P,statss.aspx?playerid=10029&position=P,2016,2016
15681,Michael Schwimer,8103,P,statss.aspx?playerid=8103&position=P,2011,2012
15683,Chris Schwinden,7851,P,statss.aspx?playerid=7851&position=P,2011,2012
15718,Evan Scribner,7525,P,statss.aspx?playerid=7525&position=P,2011,2017
15731,Rudy Seanez,1279,P,statss.aspx?playerid=1279&position=P,1989,2008
15739,Bobby Seay,1225,P,statss.aspx?playerid=1225&position=P,2001,2009
15745,Chris Seddon,3833,P,statss.aspx?playerid=3833&position=P,2007,2012
15747,Shawn Sedlacek,1519,P,statss.aspx?playerid=1519&position=P,2002,2002
15758,Zack Segovia,8742,P,statss.aspx?playerid=8742&position=P,2007,2009
15765,Phil Seibel,1905,P,statss.aspx?playerid=1905&position=P,2004,2004
15772,Aaron Sele,34,P,statss.aspx?playerid=34&position=P,1993,2007
15795,Jae Seo,895,P,statss.aspx?playerid=895&position=P,2002,2007
15798,Leyson Septimo,341,P,statss.aspx?playerid=341&position=P,2012,2012
15800,Dan Serafini,1812,P,statss.aspx?playerid=1812&position=P,1996,2007
15804,Alex Serrano,2436,P,statss.aspx?playerid=2436&position=P,2008,2008
15805,Jimmy Serrano,2491,P,statss.aspx?playerid=2491&position=P,2004,2004
15808,Scott Service,1684,P,statss.aspx?playerid=1684&position=P,1988,2004
15815,Atahualpa Severino,5332,P,statss.aspx?playerid=5332&position=P,2011,2011
15838,Brian Shackelford,2461,P,statss.aspx?playerid=2461&position=P,2005,2006
15871,Josh Sharpless,5567,P,statss.aspx?playerid=5567&position=P,2006,2007
15906,Tom Shearn,2040,P,statss.aspx?playerid=2040&position=P,2007,2007
15919,Ben Sheets,710,P,statss.aspx?playerid=710&position=P,2001,2012
15926,Steven Shell,3681,P,statss.aspx?playerid=3681&position=P,2008,2009
15954,George Sherrill,6291,P,statss.aspx?playerid=6291&position=P,2004,2012
15963,Scot Shields,35,P,statss.aspx?playerid=35&position=P,2001,2010
15971,Jason Shiell,1625,P,statss.aspx?playerid=1625&position=P,2002,2006
16018,Brian Shouse,630,P,statss.aspx?playerid=630&position=P,1993,2009
16026,Paul Shuey,406,P,statss.aspx?playerid=406&position=P,1994,2007
16043,Kevin Siegrist,8180,P,statss.aspx?playerid=8180&position=P,2013,2017
16057,Brian Sikorski,7603,P,statss.aspx?playerid=7603&position=P,2000,2006
16061,Walter Silva,5157,P,statss.aspx?playerid=5157&position=P,2009,2009
16062,Jose Silva,354,P,statss.aspx?playerid=354&position=P,1996,2002
16063,Carlos Silva,973,P,statss.aspx?playerid=973&position=P,2002,2010
16082,Shae Simmons,14200,P,statss.aspx?playerid=14200&position=P,2014,2017
16087,Alfredo Simon,2155,P,statss.aspx?playerid=2155&position=P,2008,2016
16091,Jason Simontacchi,1181,P,statss.aspx?playerid=1181&position=P,2002,2007
16099,Allan Simpson,1864,P,statss.aspx?playerid=1864&position=P,2004,2006
16116,Brett Sinkbeil,9364,P,statss.aspx?playerid=9364&position=P,2010,2010
16123,Andy Sisco,3706,P,statss.aspx?playerid=3706&position=P,2005,2007
16165,Anthony Slama,3064,P,statss.aspx?playerid=3064&position=P,2010,2011
16166,Dan Slania,15639,P,statss.aspx?playerid=15639&position=P,2017,2017
16169,Doug Slaten,3107,P,statss.aspx?playerid=3107&position=P,2006,2012
16188,Brian Slocum,4705,P,statss.aspx?playerid=4705&position=P,2006,2008
16191,Kevin Slowey,9918,P,statss.aspx?playerid=9918&position=P,2007,2014
16198,Aaron Small,1477,P,statss.aspx?playerid=1477&position=P,1994,2006
16209,Chad Smith,13604,P,statss.aspx?playerid=13604&position=P,2014,2015
16212,Jordan Smith,9515,P,statss.aspx?playerid=9515&position=P,2010,2011
16213,Jake Smith,14379,P,statss.aspx?playerid=14379&position=P,2016,2016
16214,Blake Smith,9780,P,statss.aspx?playerid=9780&position=P,2016,2016
16217,Chris Smith,14449,P,statss.aspx?playerid=14449&position=P,2017,2017
16229,Greg Smith,3455,P,statss.aspx?playerid=3455&position=P,2008,2010
16254,Roy Smith,407,P,statss.aspx?playerid=407&position=P,1984,2002
16262,Bud Smith,1182,P,statss.aspx?playerid=1182&position=P,2001,2002
16298,Chris Smith,4544,P,statss.aspx?playerid=4544&position=P,2008,2017
16301,Josh Smith,10946,P,statss.aspx?playerid=10946&position=P,2015,2017
16307,Mike Smith,1479,P,statss.aspx?playerid=1479&position=P,2002,2006
16348,Matt Smith,3053,P,statss.aspx?playerid=3053&position=P,2006,2007
16354,Dan Smith,1521,P,statss.aspx?playerid=1521&position=P,1999,2003
16356,Travis Smith,1522,P,statss.aspx?playerid=1522&position=P,1998,2006
16375,John Smoltz,115,P,statss.aspx?playerid=115&position=P,1988,2009
16379,Drew Smyly,11760,P,statss.aspx?playerid=11760&position=P,2012,2016
16382,Steve Smyth,1577,P,statss.aspx?playerid=1577&position=P,2002,2002
16384,Ryan Snare,1912,P,statss.aspx?playerid=1912&position=P,2004,2004
16390,Ian Snell,2227,P,statss.aspx?playerid=2227&position=P,2004,2010
16400,Scott Snodgress,12020,P,statss.aspx?playerid=12020&position=P,2014,2014
16425,Kyle Snyder,1689,P,statss.aspx?playerid=1689&position=P,2003,2008
16446,Alay Soler,8542,P,statss.aspx?playerid=8542&position=P,2006,2006
16461,Layne Somsen,15301,P,statss.aspx?playerid=15301&position=P,2016,2016
16463,Andy Sonnanstine,7667,P,statss.aspx?playerid=7667&position=P,2007,2011
16467,Rafael Soriano,1100,P,statss.aspx?playerid=1100&position=P,2002,2015
16474,Henry Sosa,6936,P,statss.aspx?playerid=6936&position=P,2011,2011
16479,Jorge Sosa,1228,P,statss.aspx?playerid=1228&position=P,2002,2010
16484,Giovanni Soto,10330,P,statss.aspx?playerid=10330&position=P,2015,2015
16496,Jeremy Sowers,9083,P,statss.aspx?playerid=9083&position=P,2006,2009
16509,Steve Sparks,499,P,statss.aspx?playerid=499&position=P,1995,2004
16521,Justin Speier,451,P,statss.aspx?playerid=451&position=P,1998,2009
16522,Ryan Speier,3808,P,statss.aspx?playerid=3808&position=P,2005,2009
16523,Levale Speigner,5717,P,statss.aspx?playerid=5717&position=P,2007,2008
16526,Josh Spence,11260,P,statss.aspx?playerid=11260&position=P,2011,2012
16564,Tim Spooneybarger,1484,P,statss.aspx?playerid=1484&position=P,2001,2003
16575,Russ Springer,1652,P,statss.aspx?playerid=1652&position=P,1992,2010
16579,Dennis Springer,672,P,statss.aspx?playerid=672&position=P,1995,2002
16585,Zeke Spruill,3873,P,statss.aspx?playerid=3873&position=P,2013,2014
16588,Chris Spurling,1668,P,statss.aspx?playerid=1668&position=P,2003,2007
16624,Jason Standridge,1229,P,statss.aspx?playerid=1229&position=P,2001,2007
16628,Jason Stanford,1763,P,statss.aspx?playerid=1763&position=P,2003,2007
16630,Daniel Stange,9404,P,statss.aspx?playerid=9404&position=P,2010,2013
16650,Mike Stanton,849,P,statss.aspx?playerid=849&position=P,1989,2007
16661,Denny Stark,452,P,statss.aspx?playerid=452&position=P,1999,2009
16678,Tim Stauffer,6432,P,statss.aspx?playerid=6432&position=P,2005,2015
16685,Gene Stechschulte,1184,P,statss.aspx?playerid=1184&position=P,2000,2002
16700,Blake Stein,632,P,statss.aspx?playerid=632&position=P,1998,2002
16720,Steve Stemle,2518,P,statss.aspx?playerid=2518&position=P,2005,2006
16736,John Stephens,1569,P,statss.aspx?playerid=1569&position=P,2002,2002
16748,Garrett Stephenson,1185,P,statss.aspx?playerid=1185&position=P,1996,2003
16753,Mitch Stetter,5579,P,statss.aspx?playerid=5579&position=P,2007,2011
16762,Jeff Stevens,3367,P,statss.aspx?playerid=3367&position=P,2009,2011
16765,Scott Stewart,797,P,statss.aspx?playerid=797&position=P,2001,2004
16788,Josh Stewart,1683,P,statss.aspx?playerid=1683&position=P,2003,2004
16789,Zach Stewart,7397,P,statss.aspx?playerid=7397&position=P,2011,2012
16805,Josh Stinson,3219,P,statss.aspx?playerid=3219&position=P,2011,2014
16808,Matt Stites,12165,P,statss.aspx?playerid=12165&position=P,2014,2015
16816,Phil Stockman,2206,P,statss.aspx?playerid=2206&position=P,2006,2008
16824,Brian Stokes,8653,P,statss.aspx?playerid=8653&position=P,2006,2010
16825,Ricky Stone,576,P,statss.aspx?playerid=576&position=P,2001,2007
16842,Tobi Stoner,4591,P,statss.aspx?playerid=4591&position=P,2009,2010
16844,Drew Storen,6983,P,statss.aspx?playerid=6983&position=P,2010,2017
16845,Mickey Storey,4721,P,statss.aspx?playerid=4721&position=P,2012,2013
16850,Todd Stottlemyre,75,P,statss.aspx?playerid=75&position=P,1998,2002
16875,Pat Strange,896,P,statss.aspx?playerid=896&position=P,2002,2003
16886,Huston Street,8258,P,statss.aspx?playerid=8258&position=P,2005,2017
16894,Scott Strickland,897,P,statss.aspx?playerid=897&position=P,1999,2010
16935,Everett Stull,712,P,statss.aspx?playerid=712&position=P,1997,2002
16936,Eric Stults,8011,P,statss.aspx?playerid=8011&position=P,2006,2015
16943,Tyler Sturdevant,6780,P,statss.aspx?playerid=6780&position=P,2016,2016
16949,Tanyon Sturtze,1230,P,statss.aspx?playerid=1230&position=P,1995,2008
16950,Michael Stutes,6550,P,statss.aspx?playerid=6550&position=P,2011,2013
16956,Albert Suarez,6175,P,statss.aspx?playerid=6175&position=P,2016,2017
16978,Scott Sullivan,357,P,statss.aspx?playerid=357&position=P,1995,2004
17029,Jeff Suppan,633,P,statss.aspx?playerid=633&position=P,1995,2012
17032,Eric Surkamp,2540,P,statss.aspx?playerid=2540&position=P,2011,2016
17059,Mac Suzuki,1485,P,statss.aspx?playerid=1485&position=P,1996,2002
17085,Brian Sweeney,1801,P,statss.aspx?playerid=1801&position=P,2003,2010
17114,Greg Swindell,76,P,statss.aspx?playerid=76&position=P,1986,2002
17116,R.J. Swindle,539,P,statss.aspx?playerid=539&position=P,2008,2009
17120,Jon Switzer,1786,P,statss.aspx?playerid=1786&position=P,2003,2009
17129,Jason Szuminski,1881,P,statss.aspx?playerid=1881&position=P,2004,2004
17139,Kazuhito Tadano,1917,P,statss.aspx?playerid=1917&position=P,2004,2005
17145,Hisanori Takahashi,10091,P,statss.aspx?playerid=10091&position=P,2010,2013
17146,Ken Takahashi,5044,P,statss.aspx?playerid=5044&position=P,2009,2009
17147,Shingo Takatsu,1896,P,statss.aspx?playerid=1896&position=P,2004,2005
17150,Mitch Talbot,4961,P,statss.aspx?playerid=4961&position=P,2008,2011
17152,Brian Tallet,1646,P,statss.aspx?playerid=1646&position=P,2002,2011
17154,Jeff Tam,940,P,statss.aspx?playerid=940&position=P,1998,2003
17160,Dennis Tankersley,1054,P,statss.aspx?playerid=1054&position=P,2002,2004
17161,Taylor Tankersley,8249,P,statss.aspx?playerid=8249&position=P,2006,2010
17179,Jack Taschner,2766,P,statss.aspx?playerid=2766&position=P,2005,2010
17180,Jordan Tata,5999,P,statss.aspx?playerid=5999&position=P,2006,2007
