,Name,ID,Position,Link,Start Year,End Year
10757,Robert Manuel,817,P,statss.aspx?playerid=817&position=P,2009,2010
10767,Josias Manzanillo,996,P,statss.aspx?playerid=996&position=P,1991,2004
10772,Dillon Maples,14672,P,statss.aspx?playerid=14672&position=P,2017,2018
10780,Shaun Marcum,6204,P,statss.aspx?playerid=6204&position=P,2005,2015
10786,Sugar Marimon,6027,P,statss.aspx?playerid=6027&position=P,2015,2015
10791,Michael Mariot,10835,P,statss.aspx?playerid=10835&position=P,2014,2016
10799,Justin Marks,10265,P,statss.aspx?playerid=10265&position=P,2014,2017
10800,Matt Marksberry,15089,P,statss.aspx?playerid=15089&position=P,2015,2016
10802,Carlos Marmol,2790,P,statss.aspx?playerid=2790&position=P,2006,2014
10805,Nick Maronde,12530,P,statss.aspx?playerid=12530&position=P,2012,2014
10807,Mike Maroth,1508,P,statss.aspx?playerid=1508&position=P,2002,2007
10810,Jeff Marquez,7456,P,statss.aspx?playerid=7456&position=P,2010,2011
10815,Jason Marquis,105,P,statss.aspx?playerid=105&position=P,2000,2015
10843,Sean Marshall,5905,P,statss.aspx?playerid=5905&position=P,2006,2014
10847,Jay Marshall,5546,P,statss.aspx?playerid=5546&position=P,2007,2009
10848,Brett Marshall,5364,P,statss.aspx?playerid=5364&position=P,2013,2013
10850,Sam Marsonek,2144,P,statss.aspx?playerid=2144&position=P,2004,2004
10852,Victor Marte,5158,P,statss.aspx?playerid=5158&position=P,2009,2013
10854,Kelvin Marte,5200,P,statss.aspx?playerid=5200&position=P,2016,2016
10857,Luis Marte,8651,P,statss.aspx?playerid=8651&position=P,2011,2012
10859,Damaso Marte,247,P,statss.aspx?playerid=247&position=P,1999,2010
10861,Francis Martes,17303,P,statss.aspx?playerid=17303&position=P,2017,2017
10863,Kyle Martin,14860,P,statss.aspx?playerid=14860&position=P,2017,2017
10864,Rafael Martin,10258,P,statss.aspx?playerid=10258&position=P,2015,2016
10871,Ethan Martin,3877,P,statss.aspx?playerid=3877&position=P,2013,2014
10895,J.D. Martin,3685,P,statss.aspx?playerid=3685&position=P,2009,2010
10897,Cody Martin,12182,P,statss.aspx?playerid=12182&position=P,2015,2017
10898,Tom Martin,1219,P,statss.aspx?playerid=1219&position=P,1997,2007
10905,Luis Martinez,1823,P,statss.aspx?playerid=1823&position=P,2003,2003
10931,Carlos Martinez,3167,P,statss.aspx?playerid=3167&position=P,2006,2009
10932,Joe Martinez,3935,P,statss.aspx?playerid=3935&position=P,2009,2013
10936,Anastacio Martinez,1944,P,statss.aspx?playerid=1944&position=P,2004,2004
10939,Nick Martinez,12730,P,statss.aspx?playerid=12730&position=P,2014,2017
10940,David Martinez,8893,P,statss.aspx?playerid=8893&position=P,2013,2014
10942,Pedro Martinez,200,P,statss.aspx?playerid=200&position=P,1992,2009
10943,Cristhian Martinez,5337,P,statss.aspx?playerid=5337&position=P,2009,2013
10947,Shairon Martis,6781,P,statss.aspx?playerid=6781&position=P,2008,2013
10968,Nick Masset,7267,P,statss.aspx?playerid=7267&position=P,2006,2015
10976,Justin Masterson,2038,P,statss.aspx?playerid=2038&position=P,2008,2015
10977,Tom Mastny,5768,P,statss.aspx?playerid=5768&position=P,2006,2008
10980,Frank Mata,4230,P,statss.aspx?playerid=4230&position=P,2010,2010
10983,Julio Mateo,1087,P,statss.aspx?playerid=1087&position=P,2002,2007
10985,Juan Mateo,3753,P,statss.aspx?playerid=3753&position=P,2006,2006
10987,Marcos Mateo,6869,P,statss.aspx?playerid=6869&position=P,2010,2015
10991,T.J. Mathews,567,P,statss.aspx?playerid=567&position=P,1995,2002
11000,Scott Mathieson,4771,P,statss.aspx?playerid=4771&position=P,2006,2011
11001,Doug Mathis,3944,P,statss.aspx?playerid=3944&position=P,2008,2010
11008,Osiris Matos,4100,P,statss.aspx?playerid=4100&position=P,2008,2009
11016,Daisuke Matsuzaka,7775,P,statss.aspx?playerid=7775&position=P,2007,2014
11021,Ryan Mattheus,7169,P,statss.aspx?playerid=7169&position=P,2011,2015
11027,Mike Matthews,1170,P,statss.aspx?playerid=1170&position=P,2000,2005
11041,Brian Matusz,2646,P,statss.aspx?playerid=2646&position=P,2009,2016
11045,Tyler Matzek,10058,P,statss.aspx?playerid=10058&position=P,2014,2015
11055,Dave Maurer,394,P,statss.aspx?playerid=394&position=P,2004,2004
11071,Darrell May,613,P,statss.aspx?playerid=613&position=P,1995,2005
11084,Yunesky Maya,11420,P,statss.aspx?playerid=11420&position=P,2010,2013
11104,Joe Mays,740,P,statss.aspx?playerid=740&position=P,1999,2006
11111,Vin Mazzaro,5231,P,statss.aspx?playerid=5231&position=P,2009,2016
11137,Marcus McBeth,3874,P,statss.aspx?playerid=3874&position=P,2007,2007
11138,Macay McBride,3475,P,statss.aspx?playerid=3475&position=P,2005,2007
11202,Zach McClellan,2965,P,statss.aspx?playerid=2965&position=P,2007,2007
11203,Kyle McClellan,4845,P,statss.aspx?playerid=4845&position=P,2008,2013
11205,Mike McClendon,9587,P,statss.aspx?playerid=9587&position=P,2010,2012
11211,Seth McClung,1657,P,statss.aspx?playerid=1657&position=P,2003,2009
11221,Sam McConnell,2355,P,statss.aspx?playerid=2355&position=P,2004,2004
11239,Pat McCoy,6605,P,statss.aspx?playerid=6605&position=P,2014,2014
11249,Adam McCreery,19550,P,statss.aspx?playerid=19550&position=P,2018,2018
11250,Bob McCrory,5924,P,statss.aspx?playerid=5924&position=P,2008,2009
11260,Daniel McCutchen,263,P,statss.aspx?playerid=263&position=P,2009,2014
11291,James McDonald,5523,P,statss.aspx?playerid=5523&position=P,2008,2013
11368,Scott McGough,12056,P,statss.aspx?playerid=12056&position=P,2015,2015
11370,Kevin McGowan,15215,P,statss.aspx?playerid=15215&position=P,2017,2017
11371,Dustin McGowan,8600,P,statss.aspx?playerid=8600&position=P,2005,2017
11444,Andrew McKirahan,12870,P,statss.aspx?playerid=12870&position=P,2015,2015
11468,Marty McLeary,2022,P,statss.aspx?playerid=2022&position=P,2004,2007
11470,Mark McLemore,4655,P,statss.aspx?playerid=4655&position=P,2007,2007
11529,Kyle McPherson,5009,P,statss.aspx?playerid=5009&position=P,2012,2012
11564,Brian Meadows,998,P,statss.aspx?playerid=998&position=P,1998,2006
11569,Chris Mears,1756,P,statss.aspx?playerid=1756&position=P,2003,2003
11570,Gil Meche,1089,P,statss.aspx?playerid=1089&position=P,1999,2010
11571,Jim Mecir,930,P,statss.aspx?playerid=930&position=P,1995,2005
11572,Brandon Medders,8604,P,statss.aspx?playerid=8604&position=P,2005,2010
11576,Yoervis Medina,10498,P,statss.aspx?playerid=10498&position=P,2013,2015
11587,Evan Meek,5109,P,statss.aspx?playerid=5109&position=P,2008,2014
11605,Jenrry Mejia,8476,P,statss.aspx?playerid=8476&position=P,2010,2015
11625,Jon Meloan,3355,P,statss.aspx?playerid=3355&position=P,2007,2009
11633,Tim Melville,9149,P,statss.aspx?playerid=9149&position=P,2016,2017
11638,Roman Mendez,10307,P,statss.aspx?playerid=10307&position=P,2014,2015
11639,Adalberto Mendez,3752,P,statss.aspx?playerid=3752&position=P,2010,2010
11641,Luis Mendoza,3126,P,statss.aspx?playerid=3126&position=P,2007,2013
11642,Ramiro Mendoza,836,P,statss.aspx?playerid=836&position=P,1996,2005
11659,Hector Mercado,960,P,statss.aspx?playerid=960&position=P,2000,2003
11663,Jose Mercedes,396,P,statss.aspx?playerid=396&position=P,1994,2003
11664,Melvin Mercedes,10181,P,statss.aspx?playerid=10181&position=P,2014,2014
11671,Kent Mercker,439,P,statss.aspx?playerid=439&position=P,1989,2008
11672,Cla Meredith,7613,P,statss.aspx?playerid=7613&position=P,2005,2010
11682,Ryan Merritt,13688,P,statss.aspx?playerid=13688&position=P,2016,2017
11695,Jose Mesa,961,P,statss.aspx?playerid=961&position=P,1987,2007
11698,Randy Messenger,2658,P,statss.aspx?playerid=2658&position=P,2005,2009
11720,Alex Meyer,12833,P,statss.aspx?playerid=12833&position=P,2015,2017
11721,Dan Meyer,4402,P,statss.aspx?playerid=4402&position=P,2004,2010
11741,Bart Miadich,23,P,statss.aspx?playerid=23&position=P,2001,2003
11742,Dan Miceli,1463,P,statss.aspx?playerid=1463&position=P,1993,2006
11750,Chris Michalak,1415,P,statss.aspx?playerid=1415&position=P,1998,2006
11753,Kam Mickolio,9513,P,statss.aspx?playerid=9513&position=P,2008,2011
11754,Jason Middlebrook,1048,P,statss.aspx?playerid=1048&position=P,2001,2003
11767,Jose Mijares,4140,P,statss.aspx?playerid=4140&position=P,2008,2013
11821,Jason Miller,3104,P,statss.aspx?playerid=3104&position=P,2007,2007
11823,Justin Miller,1313,P,statss.aspx?playerid=1313&position=P,2002,2010
11825,Jim Miller,7458,P,statss.aspx?playerid=7458&position=P,2008,2014
11838,Wade Miller,568,P,statss.aspx?playerid=568&position=P,1999,2007
11845,Trever Miller,1672,P,statss.aspx?playerid=1672&position=P,1996,2011
11847,Matt Miller,1754,P,statss.aspx?playerid=1754&position=P,2003,2007
11848,Matt Miller,479,P,statss.aspx?playerid=479&position=P,2001,2002
11850,Travis Miller,742,P,statss.aspx?playerid=742&position=P,1996,2002
11900,Brad Mills,4420,P,statss.aspx?playerid=4420&position=P,2009,2015
11901,Kevin Millwood,106,P,statss.aspx?playerid=106&position=P,1997,2012
11912,Eric Milton,743,P,statss.aspx?playerid=743&position=P,1998,2009
11921,Zach Miner,3193,P,statss.aspx?playerid=3193&position=P,2006,2013
11943,Pat Misch,5909,P,statss.aspx?playerid=5909&position=P,2006,2011
11966,D.J. Mitchell,5354,P,statss.aspx?playerid=5354&position=P,2012,2012
11967,Sergio Mitre,1773,P,statss.aspx?playerid=1773&position=P,2003,2011
11974,Dave Mlicki,569,P,statss.aspx?playerid=569&position=P,1992,2002
11977,Garrett Mock,7335,P,statss.aspx?playerid=7335&position=P,2008,2010
11979,Brian Moehler,480,P,statss.aspx?playerid=480&position=P,1996,2010
12002,Gabe Molina,1575,P,statss.aspx?playerid=1575&position=P,1999,2003
12008,Sam Moll,14874,P,statss.aspx?playerid=14874&position=P,2017,2017
12009,Dustin Molleken,6200,P,statss.aspx?playerid=6200&position=P,2016,2016
12017,Carlos Monasterios,2506,P,statss.aspx?playerid=2506&position=P,2010,2010
12049,Rafael Montero,12760,P,statss.aspx?playerid=12760&position=P,2014,2017
12050,Agustin Montero,2268,P,statss.aspx?playerid=2268&position=P,2006,2006
12075,Andrew Moore,17553,P,statss.aspx?playerid=17553&position=P,2017,2017
12132,Franklin Morales,5088,P,statss.aspx?playerid=5088&position=P,2007,2016
12168,Edwin Moreno,7993,P,statss.aspx?playerid=7993&position=P,2009,2009
12169,Diego Moreno,6238,P,statss.aspx?playerid=6238&position=P,2015,2017
12170,Orber Moreno,617,P,statss.aspx?playerid=617&position=P,1999,2004
12171,Juan Moreno,1465,P,statss.aspx?playerid=1465&position=P,2001,2002
12192,Mike Morgan,67,P,statss.aspx?playerid=67&position=P,1978,2002
12199,Juan Morillo,3369,P,statss.aspx?playerid=3369&position=P,2006,2009
12200,Shawn Morimando,13606,P,statss.aspx?playerid=13606&position=P,2016,2016
12228,Matt Morris,1172,P,statss.aspx?playerid=1172&position=P,1997,2008
12230,A.J. Morris,9919,P,statss.aspx?playerid=9919&position=P,2016,2016
12231,Bryan Morris,10234,P,statss.aspx?playerid=10234&position=P,2012,2017
12251,Clayton Mortensen,3166,P,statss.aspx?playerid=3166&position=P,2009,2013
12263,Guillermo Moscoso,5106,P,statss.aspx?playerid=5106&position=P,2009,2013
12264,Jon Moscot,13849,P,statss.aspx?playerid=13849&position=P,2015,2016
12265,Bobby Mosebach,6927,P,statss.aspx?playerid=6927&position=P,2009,2009
12268,Dustin Moseley,7060,P,statss.aspx?playerid=7060&position=P,2006,2012
12276,Daniel Moskos,2858,P,statss.aspx?playerid=2858&position=P,2011,2011
12284,Damian Moss,107,P,statss.aspx?playerid=107&position=P,2001,2004
12293,Guillermo Mota,1467,P,statss.aspx?playerid=1467&position=P,1999,2012
12296,Jason Motte,5861,P,statss.aspx?playerid=5861&position=P,2008,2017
12303,Tony Mounce,1739,P,statss.aspx?playerid=1739&position=P,2003,2003
12314,Jamie Moyer,1091,P,statss.aspx?playerid=1091&position=P,1986,2012
12333,Edward Mujica,3970,P,statss.aspx?playerid=3970&position=P,2006,2017
12335,Mark Mulder,932,P,statss.aspx?playerid=932&position=P,2000,2008
12337,Terry Mulholland,665,P,statss.aspx?playerid=665&position=P,1986,2006
12340,Conor Mullee,11580,P,statss.aspx?playerid=11580&position=P,2016,2016
12341,Scott Mullen,618,P,statss.aspx?playerid=618&position=P,2003,2003
12363,Kevin Mulvey,6947,P,statss.aspx?playerid=6947&position=P,2009,2010
12375,Carlos Muniz,5878,P,statss.aspx?playerid=5878&position=P,2007,2008
12380,Arnie Munoz,2111,P,statss.aspx?playerid=2111&position=P,2004,2007
12388,Pete Munro,1546,P,statss.aspx?playerid=1546&position=P,1999,2004
12393,Scott Munter,3470,P,statss.aspx?playerid=3470&position=P,2005,2007
12397,Toru Murata,11652,P,statss.aspx?playerid=11652&position=P,2015,2015
12407,Bill Murphy,4755,P,statss.aspx?playerid=4755&position=P,2007,2009
12447,A.J. Murray,3422,P,statss.aspx?playerid=3422&position=P,2007,2008
12450,Heath Murray,1510,P,statss.aspx?playerid=1510&position=P,1997,2002
12453,Colton Murray,12264,P,statss.aspx?playerid=12264&position=P,2015,2016
12483,Neal Musser,2727,P,statss.aspx?playerid=2727&position=P,2007,2008
12486,Mike Mussina,837,P,statss.aspx?playerid=837&position=P,1991,2008
12507,Mike Myers,68,P,statss.aspx?playerid=68&position=P,1995,2007
12509,Brett Myers,962,P,statss.aspx?playerid=962&position=P,2004,2013
12510,Rodney Myers,1511,P,statss.aspx?playerid=1511&position=P,1996,2004
12511,Aaron Myette,1263,P,statss.aspx?playerid=1263&position=P,1999,2004
12521,Clint Nageotte,2156,P,statss.aspx?playerid=2156&position=P,2004,2006
12526,Charles Nagy,397,P,statss.aspx?playerid=397&position=P,1990,2003
12531,Mike Nakamura,1734,P,statss.aspx?playerid=1734&position=P,2003,2004
12535,Shane Nance,1584,P,statss.aspx?playerid=1584&position=P,2002,2004
12547,Sam Narron,4516,P,statss.aspx?playerid=4516&position=P,2004,2004
12550,Chris Narveson,2141,P,statss.aspx?playerid=2141&position=P,2006,2016
12557,Joe Nathan,1122,P,statss.aspx?playerid=1122&position=P,1999,2016
12575,Denny Neagle,441,P,statss.aspx?playerid=441&position=P,1991,2003
12579,Blaine Neal,1468,P,statss.aspx?playerid=1468&position=P,2001,2005
12603,Jimmy Nelson,10547,P,statss.aspx?playerid=10547&position=P,2013,2017
12605,Jeff Nelson,1092,P,statss.aspx?playerid=1092&position=P,1992,2006
12625,Joe Nelson,108,P,statss.aspx?playerid=108&position=P,2001,2010
12629,Robb Nen,1123,P,statss.aspx?playerid=1123&position=P,1993,2002
12632,Angel Nesbitt,13415,P,statss.aspx?playerid=13415&position=P,2015,2015
12640,Mike Neu,1685,P,statss.aspx?playerid=1685&position=P,2003,2004
12643,Nick Neugebauer,698,P,statss.aspx?playerid=698&position=P,2001,2002
12669,Josh Newman,7383,P,statss.aspx?playerid=7383&position=P,2007,2008
12677,Fu-Te Ni,4199,P,statss.aspx?playerid=4199&position=P,2009,2010
12702,Chris Nichting,1414,P,statss.aspx?playerid=1414&position=P,1995,2002
12704,Doug Nickle,963,P,statss.aspx?playerid=963&position=P,2000,2002
12707,Justin Nicolino,11754,P,statss.aspx?playerid=11754&position=P,2015,2017
12724,Jeff Niemann,8591,P,statss.aspx?playerid=8591&position=P,2008,2012
12728,Jon Niese,4424,P,statss.aspx?playerid=4424&position=P,2008,2016
12733,Fernando Nieve,2173,P,statss.aspx?playerid=2173&position=P,2006,2010
12746,Dustin Nippert,4426,P,statss.aspx?playerid=4426&position=P,2005,2010
12751,C.J. Nitkowski,570,P,statss.aspx?playerid=570&position=P,1995,2005
12766,Hector Noesi,3292,P,statss.aspx?playerid=3292&position=P,2011,2015
12773,Ricky Nolasco,3830,P,statss.aspx?playerid=3830&position=P,2006,2017
12776,Sean Nolin,11341,P,statss.aspx?playerid=11341&position=P,2013,2015
12778,Hideo Nomo,666,P,statss.aspx?playerid=666&position=P,1995,2008
12779,Takahito Nomura,699,P,statss.aspx?playerid=699&position=P,2002,2002
12784,Jordan Norberto,8432,P,statss.aspx?playerid=8432&position=P,2010,2012
12809,Phil Norton,1714,P,statss.aspx?playerid=1714&position=P,2000,2004
12822,Roberto Novoa,2217,P,statss.aspx?playerid=2217&position=P,2004,2006
12828,Vladimir Nunez,532,P,statss.aspx?playerid=532&position=P,1998,2009
12829,Jose Nunez,1410,P,statss.aspx?playerid=1410&position=P,2001,2002
12833,Jhonny Nunez,6640,P,statss.aspx?playerid=6640&position=P,2009,2009
12834,Franklin Nunez,2033,P,statss.aspx?playerid=2033&position=P,2004,2005
12889,Mike O'Connor,6457,P,statss.aspx?playerid=6457&position=P,2006,2011
12902,Eric O'Flaherty,5746,P,statss.aspx?playerid=5746&position=P,2006,2017
12913,Ryan O'Malley,4412,P,statss.aspx?playerid=4412&position=P,2006,2006
12952,Ryan O'Rourke,10976,P,statss.aspx?playerid=10976&position=P,2015,2016
12953,Sean O'Sullivan,9137,P,statss.aspx?playerid=9137&position=P,2009,2016
12964,Brett Oberholtzer,3855,P,statss.aspx?playerid=3855&position=P,2013,2016
12968,Wes Obermueller,1637,P,statss.aspx?playerid=1637&position=P,2002,2007
12989,Nefi Ogando,12253,P,statss.aspx?playerid=12253&position=P,2015,2016
12998,Tomo Ohka,788,P,statss.aspx?playerid=788&position=P,1999,2009
13000,Ross Ohlendorf,8268,P,statss.aspx?playerid=8268&position=P,2007,2016
13002,Will Ohman,296,P,statss.aspx?playerid=296&position=P,2000,2012
13003,Kevin Ohme,1687,P,statss.aspx?playerid=1687&position=P,2003,2003
13009,Hideki Okajima,7763,P,statss.aspx?playerid=7763&position=P,2007,2013
13010,Steven Okert,13580,P,statss.aspx?playerid=13580&position=P,2016,2017
13026,Andrew Oliver,10257,P,statss.aspx?playerid=10257&position=P,2010,2011
13034,Darren Oliver,206,P,statss.aspx?playerid=206&position=P,1993,2013
13037,Lester Oliveros,9167,P,statss.aspx?playerid=9167&position=P,2011,2014
13044,Edgar Olmos,10174,P,statss.aspx?playerid=10174&position=P,2013,2015
13048,Kevin Olsen,533,P,statss.aspx?playerid=533&position=P,2001,2003
13052,Scott Olsen,4529,P,statss.aspx?playerid=4529&position=P,2005,2010
13062,Garrett Olson,9889,P,statss.aspx?playerid=9889&position=P,2007,2012
13065,Brian Omogrosso,1353,P,statss.aspx?playerid=1353&position=P,2012,2013
13066,Logan Ondrusek,3677,P,statss.aspx?playerid=3677&position=P,2010,2016
13086,Eddie Oropesa,69,P,statss.aspx?playerid=69&position=P,2001,2004
13087,Jesse Orosco,667,P,statss.aspx?playerid=667&position=P,1979,2003
13097,Anthony Ortega,6745,P,statss.aspx?playerid=6745&position=P,2009,2009
13098,Jose Ortega,9651,P,statss.aspx?playerid=9651&position=P,2012,2014
13103,Joe Ortiz,7955,P,statss.aspx?playerid=7955&position=P,2013,2013
13104,Ramon Ortiz,27,P,statss.aspx?playerid=27&position=P,1999,2013
13106,Russ Ortiz,1124,P,statss.aspx?playerid=1124&position=P,1998,2010
13118,Chad Orvella,5952,P,statss.aspx?playerid=5952&position=P,2005,2007
13123,Donovan Osborne,299,P,statss.aspx?playerid=299&position=P,1992,2004
13133,Franquelis Osoria,2860,P,statss.aspx?playerid=2860&position=P,2005,2008
13143,Jimmy Osting,701,P,statss.aspx?playerid=701&position=P,2001,2002
13150,Antonio Osuna,249,P,statss.aspx?playerid=249&position=P,1995,2005
13151,Roy Oswalt,571,P,statss.aspx?playerid=571&position=P,2001,2013
13161,Akinori Otsuka,1895,P,statss.aspx?playerid=1895&position=P,2004,2007
13174,Josh Outman,4004,P,statss.aspx?playerid=4004&position=P,2008,2014
13178,Dillon Overton,15627,P,statss.aspx?playerid=15627&position=P,2016,2017
13180,Juan Oviedo,2886,P,statss.aspx?playerid=2886&position=P,2005,2014
13195,Henry Owens,13143,P,statss.aspx?playerid=13143&position=P,2015,2016
13196,Rudy Owens,5226,P,statss.aspx?playerid=5226&position=P,2014,2014
13198,Henry Owens,3520,P,statss.aspx?playerid=3520&position=P,2006,2007
13200,Micah Owings,4253,P,statss.aspx?playerid=4253&position=P,2007,2012
13203,Chris Oxspring,7232,P,statss.aspx?playerid=7232&position=P,2005,2005
13227,Vicente Padilla,964,P,statss.aspx?playerid=964&position=P,1999,2012
13228,Juan Padilla,2532,P,statss.aspx?playerid=2532&position=P,2004,2005
13249,Lance Painter,1675,P,statss.aspx?playerid=1675&position=P,1993,2003
13264,Matt Palmer,4457,P,statss.aspx?playerid=4457&position=P,2008,2012
13270,Jose Paniagua,483,P,statss.aspx?playerid=483&position=P,1996,2003
13279,Jonathan Papelbon,5975,P,statss.aspx?playerid=5975&position=P,2005,2016
13294,Mike Parisi,8070,P,statss.aspx?playerid=8070&position=P,2008,2008
13298,Chan Ho Park,1267,P,statss.aspx?playerid=1267&position=P,1994,2010
13299,Jarrod Parker,4913,P,statss.aspx?playerid=4913&position=P,2011,2013
13326,Bobby Parnell,9926,P,statss.aspx?playerid=9926&position=P,2008,2016
13328,Chad Paronto,399,P,statss.aspx?playerid=399&position=P,2001,2009
13329,Jim Parque,250,P,statss.aspx?playerid=250&position=P,1998,2003
13330,James Parr,7734,P,statss.aspx?playerid=7734&position=P,2008,2009
13331,Jose Parra,70,P,statss.aspx?playerid=70&position=P,1995,2004
13333,Manny Parra,4279,P,statss.aspx?playerid=4279&position=P,2007,2015
13337,Steve Parris,1316,P,statss.aspx?playerid=1316&position=P,1995,2003
13340,John Parrish,160,P,statss.aspx?playerid=160&position=P,2000,2010
13351,Curtis Partch,1333,P,statss.aspx?playerid=1333&position=P,2013,2016
13375,Joe Paterson,2565,P,statss.aspx?playerid=2565&position=P,2011,2014
13380,Scott Patterson,5,P,statss.aspx?playerid=5&position=P,2008,2008
13383,John Patterson,71,P,statss.aspx?playerid=71&position=P,2002,2007
13400,Red Patterson,10710,P,statss.aspx?playerid=10710&position=P,2014,2014
13401,Danny Patterson,485,P,statss.aspx?playerid=485&position=P,1996,2004
13406,Spencer Patton,12361,P,statss.aspx?playerid=12361&position=P,2014,2016
13407,David Patton,7503,P,statss.aspx?playerid=7503&position=P,2009,2009
13412,Troy Patton,8368,P,statss.aspx?playerid=8368&position=P,2007,2014
13419,David Pauley,3625,P,statss.aspx?playerid=3625&position=P,2006,2012
13420,David Paulino,17418,P,statss.aspx?playerid=17418&position=P,2016,2017
13422,Felipe Paulino,3777,P,statss.aspx?playerid=3777&position=P,2007,2014
13426,Carl Pavano,790,P,statss.aspx?playerid=790&position=P,1998,2012
13446,Josh Pearce,1175,P,statss.aspx?playerid=1175&position=P,2002,2004
13460,Terry Pearson,487,P,statss.aspx?playerid=487&position=P,2002,2002
13461,Jason Pearson,1512,P,statss.aspx?playerid=1512&position=P,2002,2003
13463,Jake Peavy,1051,P,statss.aspx?playerid=1051&position=P,2002,2016
13483,Jailen Peguero,2913,P,statss.aspx?playerid=2913&position=P,2007,2008
13490,Mike Pelfrey,5203,P,statss.aspx?playerid=5203&position=P,2006,2017
13497,Dave Pember,1618,P,statss.aspx?playerid=1618&position=P,2002,2002
13500,Ariel Pena,10240,P,statss.aspx?playerid=10240&position=P,2015,2016
13509,Tony Pena,4573,P,statss.aspx?playerid=4573&position=P,2006,2011
13526,Lance Pendleton,4214,P,statss.aspx?playerid=4214&position=P,2011,2011
13529,Hayden Penn,4893,P,statss.aspx?playerid=4893&position=P,2005,2010
13536,Brad Penny,535,P,statss.aspx?playerid=535&position=P,2000,2014
13549,Joel Peralta,2332,P,statss.aspx?playerid=2332&position=P,2005,2016
13558,Troy Percival,29,P,statss.aspx?playerid=29&position=P,1995,2009
13560,Luis Perdomo,5380,P,statss.aspx?playerid=5380&position=P,2009,2012
13575,Beltran Perez,2116,P,statss.aspx?playerid=2116&position=P,2006,2006
13576,Williams Perez,11592,P,statss.aspx?playerid=11592&position=P,2015,2016
13579,Chris Perez,5213,P,statss.aspx?playerid=5213&position=P,2008,2014
13587,Odalis Perez,668,P,statss.aspx?playerid=668&position=P,1998,2008
13594,Yorkis Perez,1513,P,statss.aspx?playerid=1513&position=P,1991,2002
13596,Rafael Perez,4078,P,statss.aspx?playerid=4078&position=P,2006,2012
13597,Luis Perez,6389,P,statss.aspx?playerid=6389&position=P,2011,2013
13600,Juan Perez,2557,P,statss.aspx?playerid=2557&position=P,2006,2013
13602,Matt Perisho,1423,P,statss.aspx?playerid=1423&position=P,1997,2005
13608,Glen Perkins,8041,P,statss.aspx?playerid=8041&position=P,2006,2017
13632,Ryan Perry,8799,P,statss.aspx?playerid=8799&position=P,2009,2012
13636,Robert Person,966,P,statss.aspx?playerid=966&position=P,1995,2003
13640,Vinnie Pestano,4782,P,statss.aspx?playerid=4782&position=P,2010,2015
13670,Adam Peterson,4523,P,statss.aspx?playerid=4523&position=P,2004,2004
13677,Billy Petrick,4865,P,statss.aspx?playerid=4865&position=P,2007,2007
13684,Jonathan Pettibone,7106,P,statss.aspx?playerid=7106&position=P,2013,2014
13692,Andy Pettitte,840,P,statss.aspx?playerid=840&position=P,1995,2013
13695,Adam Pettyjohn,489,P,statss.aspx?playerid=489&position=P,2008,2008
13721,Tommy Phelps,1665,P,statss.aspx?playerid=1665&position=P,2003,2005
13722,David Phelps,6316,P,statss.aspx?playerid=6316&position=P,2012,2017
13724,Travis Phelps,1221,P,statss.aspx?playerid=1221&position=P,2001,2004
13727,Jason Phillips,1549,P,statss.aspx?playerid=1549&position=P,1999,2003
13730,Heath Phillips,3396,P,statss.aspx?playerid=3396&position=P,2007,2007
13732,Zach Phillips,99,P,statss.aspx?playerid=99&position=P,2011,2016
13766,Hipolito Pichardo,1472,P,statss.aspx?playerid=1472&position=P,1992,2002
13778,Kevin Pickford,1473,P,statss.aspx?playerid=1473&position=P,2002,2002
13810,Carmen Pignatiello,3088,P,statss.aspx?playerid=3088&position=P,2007,2008
13817,Tyler Pill,12751,P,statss.aspx?playerid=12751&position=P,2017,2017
13823,Stolmy Pimentel,6415,P,statss.aspx?playerid=6415&position=P,2013,2015
13826,Branden Pinder,12093,P,statss.aspx?playerid=12093&position=P,2015,2016
13828,Luis Pineda,346,P,statss.aspx?playerid=346&position=P,2001,2002
13829,Michael Pineda,5372,P,statss.aspx?playerid=5372&position=P,2011,2017
13830,Joel Pineiro,1094,P,statss.aspx?playerid=1094&position=P,2000,2011
13836,Yohan Pino,6955,P,statss.aspx?playerid=6955&position=P,2014,2015
13838,Renyel Pinto,2180,P,statss.aspx?playerid=2180&position=P,2006,2010
13841,Ricardo Pinto,16318,P,statss.aspx?playerid=16318&position=P,2017,2017
13878,Dan Plesac,1319,P,statss.aspx?playerid=1319&position=P,1986,2003
13912,Cliff Politte,967,P,statss.aspx?playerid=967&position=P,1998,2006
13922,Stuart Pomeranz,6382,P,statss.aspx?playerid=6382&position=P,2012,2012
13931,Sidney Ponson,161,P,statss.aspx?playerid=161&position=P,1998,2009
13944,Aaron Poreda,4313,P,statss.aspx?playerid=4313&position=P,2009,2014
13963,Mike Porzio,252,P,statss.aspx?playerid=252&position=P,1999,2003
13974,Lou Pote,30,P,statss.aspx?playerid=30&position=P,1999,2004
13986,Max Povse,16165,P,statss.aspx?playerid=16165&position=P,2017,2017
14006,Brian Powell,490,P,statss.aspx?playerid=490&position=P,1998,2004
14007,Jay Powell,1271,P,statss.aspx?playerid=1271&position=P,1995,2005
14030,Andy Pratt,1640,P,statss.aspx?playerid=1640&position=P,2002,2004
