,Date,Time,Stadium ID,Umpire ID,Umpire Name,Home Team,Visiting Team,Home Pitcher ID,Home Pitcher Name,Away Pitcher ID,Away Pitcher Name,HBO 1 ID,HBO 1 Name,HBO 1 Pos Key,HBO 2 ID,HBO 2 Name,HBO 2 Pos Key,HBO 3 ID,HBO 3 Name,HBO 3 Pos Key,HBO 4 ID,HBO 4 Name,HBO 4 Pos Key,HBO 5 ID,HBO 5 Name,HBO 5 Pos Key,HBO 6 ID,HBO 6 Name,HBO 6 Pos Key,HBO 7 ID,HBO 7 Name,HBO 7 Pos Key,HBO 8 ID,HBO 8 Name,HBO 8 Pos Key,HBO 9 ID,HBO 9 Name,HBO 9 Pos Key,ABO 1 ID,ABO 1 Name,ABO 1 Pos Key,ABO 2 ID,ABO 2 Name,ABO 2 Pos Key,ABO 3 ID,ABO 3 Name,ABO 3 Pos Key,ABO 4 ID,ABO 4 Name,ABO 4 Pos Key,ABO 5 ID,ABO 5 Name,ABO 5 Pos Key,ABO 6 ID,ABO 6 Name,ABO 6 Pos Key,ABO 7 ID,ABO 7 Name,ABO 7 Pos Key,ABO 8 ID,ABO 8 Name,ABO 8 Pos Key,ABO 9 ID,ABO 9 Name,ABO 9 Pos Key
0,1995-04-25,N,MIA01,sylvf901,Frank Sylvester,FLO,LAN,burkj001,John Burkett,martr002,Ramon Martinez,veraq001,Quilvio Veras,4,ariaa001,Alex Arias,6,shefg001,Gary Sheffield,9,conij001,Jeff Conine,7,pendt001,Terry Pendleton,5,colbg001,Greg Colbrunn,3,johnc002,Charles Johnson,2,carrc001,Chuck Carr,8,burkj001,John Burkett,1,deshd001,Delino DeShields,4,offej001,Jose Offerman,6,mondr002,Raul Mondesi,8,piazm001,Mike Piazza,2,karre001,Eric Karros,3,rodrh001,Henry Rodriguez,9,ashlb001,Billy Ashley,7,hansd001,Dave Hansen,5,martr002,Ramon Martinez,1
1,1995-04-26,D,BOS07,parkd901,Dallas Parks,BOS,MIN,selea001,Aaron Sele,erics001,Scott Erickson,alicl001,Luis Alicea,4,valej002,John Valentin,6,cansj001,Jose Canseco,10,vaugm001,Mo Vaughn,3,whitm001,Mark Whiten,9,greem001,Mike Greenwell,7,macfm001,Mike Macfarlane,2,naeht001,Tim Naehring,5,tinsl001,Lee Tinsley,8,knobc001,Chuck Knoblauch,4,colea001,Alex Cole,8,puckk001,Kirby Puckett,9,munop001,Pedro Munoz,10,maask001,Kevin Maas,3,cordm001,Marty Cordova,7,leius001,Scott Leius,5,mearp001,Pat Meares,6,walbm001,Matt Walbeck,2
2,1995-04-26,N,ANA01,freet901,Todd Freese,CAL,DET,finlc001,Chuck Finley,moorm001,Mike Moore,philt001,Tony Phillips,7,easld001,Damion Easley,4,edmoj001,Jim Edmonds,8,davic001,Chili Davis,10,salmt001,Tim Salmon,9,peree001,Eduardo Perez,5,snowj001,J.T. Snow,3,allaa001,Andy Allanson,2,disag001,Gary Disarcina,6,curtc001,Chad Curtis,8,flets001,Scott Fletcher,4,pembr001,Rudy Pemberton,7,fielc001,Cecil Fielder,3,frymt001,Travis Fryman,5,samuj001,Juan Samuel,10,bautd001,Danny Bautista,9,gomec001,Chris Gomez,6,flahj001,John Flaherty,2
3,1995-04-26,D,KAN06,henrj901,Jeff Henrichs,KCA,BAL,appik001,Kevin Appier,mussm001,Mike Mussina,tuckm001,Michael Tucker,7,goodt001,Tom Goodwin,8,joynw001,Wally Joyner,3,hameb001,Bob Hamelin,10,josef001,Felix Jose,9,gaetg001,Gary Gaetti,5,gagng001,Greg Gagne,6,maynb001,Brent Mayne,2,lindj002,Jose Lind,4,andeb001,Brady Anderson,7,barbb001,Bret Barberie,4,palmr001,Rafael Palmeiro,3,ripkc001,Cal Ripken,6,bainh001,Harold Baines,10,hoilc001,Chris Hoiles,2,vansa001,Andy Van Slyke,8,gomel001,Leo Gomez,5,hammj001,Jeffrey Hammonds,9
4,1995-04-26,D,MIL05,higgj901,John Higgins,MIL,CHA,boner001,Ricky Bones,ferna001,Alex Fernandez,listp001,Pat Listach,4,hamid001,Darryl Hamilton,8,seitk001,Kevin Seitzer,5,vaugg001,Greg Vaughn,10,may-d001,Derrick May,7,jahaj001,John Jaha,3,wardt001,Turner Ward,9,olivj001,Joe Oliver,2,valej003,Jose Valentin,6,durhr001,Ray Durham,4,raint001,Tim Raines,7,thomf001,Frank Thomas,3,saboc001,Chris Sabo,10,ventr001,Robin Ventura,5,devem001,Mike Devereaux,9,johnl001,Lance Johnson,8,karkr001,Ron Karkovice,2,guilo001,Ozzie Guillen,6
5,1995-04-26,D,NYC16,deegb901,Bill Deegan,NYA,TEX,key-j001,Jimmy Key,rogek001,Kenny Rogers,boggw001,Wade Boggs,5,leyrj001,Jim Leyritz,10,oneip001,Paul O'Neill,7,tartd001,Danny Tartabull,9,mattd001,Don Mattingly,3,stanm002,Mike Stanley,2,willb002,Bernie Williams,8,fernt001,Tony Fernandez,6,kellp001,Pat Kelly,4,nixoo001,Otis Nixon,8,fryej001,Jeff Frye,4,clarw001,Will Clark,3,tettm001,Mickey Tettleton,10,rodri001,Ivan Rodriguez,2,palmd002,Dean Palmer,5,greer001,Rusty Greer,9,hatcb001,Billy Hatcher,7,gil-b001,Benji Gil,6
6,1995-04-26,N,TOR02,duncr901,Dennis Duncan,TOR,OAK,coned001,David Cone,stewd001,Dave Stewart,whitd001,Devon White,8,gonza001,Alex Gonzalez,6,molip001,Paul Molitor,10,cartj001,Joe Carter,7,olerj001,John Olerud,3,alomr001,Roberto Alomar,4,grees001,Shawn Green,9,sprae001,Ed Sprague,5,parrl001,Lance Parrish,2,hendr001,Rickey Henderson,7,javis001,Stan Javier,8,berrg001,Geronimo Berroa,10,sierr001,Ruben Sierra,9,mcgwm001,Mark McGwire,3,steit001,Terry Steinbach,2,bross001,Scott Brosius,5,gallm001,Mike Gallego,4,bordm001,Mike Bordick,6
7,1995-04-26,D,ATL01,rybes901,Cy Ryberg,ATL,SFN,maddg002,Greg Maddux,mulht001,Terry Mulholland,grism001,Marquis Grissom,8,blauj001,Jeff Blauser,6,jonec004,Chipper Jones,5,mcgrf001,Fred McGriff,3,justd001,David Justice,9,lopej001,Javy Lopez,2,kellm001,Mike Kelly,7,lemkm001,Mark Lemke,4,maddg002,Greg Maddux,1,lewid001,Darren Lewis,8,thomr003,Robby Thompson,4,bondb001,Barry Bonds,7,willm003,Matt Williams,5,hillg001,Glenallen Hill,9,philj001,J.R. Phillips,3,clayr001,Royce Clayton,6,manwk001,Kirt Manwaring,2,mulht001,Terry Mulholland,1
8,1995-04-26,D,CIN08,garmj901,Jim Garman,CIN,CHN,rijoj001,Jose Rijo,bullj001,Jim Bullinger,sandd001,Deion Sanders,8,larkb001,Barry Larkin,6,morrh001,Hal Morris,3,gantr001,Ron Gant,7,boonb002,Bret Boone,4,santb001,Benito Santiago,2,sandr002,Reggie Sanders,9,greew001,Willie Greene,5,rijoj001,Jose Rijo,1,mcrab001,Brian McRae,8,sancr001,Rey Sanchez,4,sosas001,Sammy Sosa,9,gracm001,Mark Grace,3,wilkr001,Rick Wilkins,2,dunss001,Shawon Dunston,6,buecs001,Steve Buechele,5,bulls001,Scott Bullett,7,bullj001,Jim Bullinger,1
9,1995-04-26,N,DEN02,bovet901,Terry Bovey,COL,NYN,swifb001,Bill Swift,joneb003,Bobby Jones,weisw001,Walt Weiss,6,giraj001,Joe Girardi,2,walkl001,Larry Walker,9,galaa001,Andres Galarraga,3,bichd001,Dante Bichette,7,kingm001,Mike Kingery,8,castv001,Vinny Castilla,5,mejir001,Roberto Mejia,4,swifb001,Bill Swift,1,butlb001,Brett Butler,8,vizcj001,Jose Vizcaino,6,brogr001,Rico Brogna,3,bonib001,Bobby Bonilla,5,kentj001,Jeff Kent,4,segud001,David Segui,7,everc001,Carl Everett,9,hundt001,Todd Hundley,2,joneb003,Bobby Jones,1
