,Date,Time,Stadium ID,Umpire ID,Umpire Name,Home Team,Visiting Team,Home Pitcher ID,Home Pitcher Name,Away Pitcher ID,Away Pitcher Name,HBO 1 ID,HBO 1 Name,HBO 1 Pos Key,HBO 2 ID,HBO 2 Name,HBO 2 Pos Key,HBO 3 ID,HBO 3 Name,HBO 3 Pos Key,HBO 4 ID,HBO 4 Name,HBO 4 Pos Key,HBO 5 ID,HBO 5 Name,HBO 5 Pos Key,HBO 6 ID,HBO 6 Name,HBO 6 Pos Key,HBO 7 ID,HBO 7 Name,HBO 7 Pos Key,HBO 8 ID,HBO 8 Name,HBO 8 Pos Key,HBO 9 ID,HBO 9 Name,HBO 9 Pos Key,ABO 1 ID,ABO 1 Name,ABO 1 Pos Key,ABO 2 ID,ABO 2 Name,ABO 2 Pos Key,ABO 3 ID,ABO 3 Name,ABO 3 Pos Key,ABO 4 ID,ABO 4 Name,ABO 4 Pos Key,ABO 5 ID,ABO 5 Name,ABO 5 Pos Key,ABO 6 ID,ABO 6 Name,ABO 6 Pos Key,ABO 7 ID,ABO 7 Name,ABO 7 Pos Key,ABO 8 ID,ABO 8 Name,ABO 8 Pos Key,ABO 9 ID,ABO 9 Name,ABO 9 Pos Key
0,1996-03-31,N,SEA02,mckej901,Jim McKean,SEA,CHA,johnr005,Randy Johnson,ferna001,Alex Fernandez,bragd001,Darren Bragg,7,coraj001,Joey Cora,4,grifk002,Ken Griffey,8,marte001,Edgar Martinez,10,buhnj001,Jay Buhner,9,sorrp001,Paul Sorrento,3,davir002,Russ Davis,5,wilsd001,Dan Wilson,2,rodra001,Alex Rodriguez,6,philt001,Tony Phillips,7,durhr001,Ray Durham,4,thomf001,Frank Thomas,3,tartd001,Danny Tartabull,9,moutl001,Lyle Mouton,10,ventr001,Robin Ventura,5,karkr001,Ron Karkovice,2,lewid001,Darren Lewis,8,guilo001,Ozzie Guillen,6
1,1996-04-01,D,MIN03,denkd901,Don Denkinger,MIN,DET,radkb001,Brad Radke,liraf001,Felipe Lira,knobc001,Chuck Knoblauch,4,beckr002,Rich Becker,8,molip001,Paul Molitor,10,cordm001,Marty Cordova,7,myerg001,Greg Myers,2,holld001,Dave Hollins,5,stahs001,Scott Stahoviak,3,mearp001,Pat Meares,6,lawtm002,Matt Lawton,9,curtc001,Chad Curtis,8,higgb001,Bobby Higginson,9,frymt001,Travis Fryman,5,fielc001,Cecil Fielder,3,nievm001,Melvin Nieves,7,wille001,Eddie Williams,10,lewim001,Mark Lewis,4,flahj001,John Flaherty,2,trama001,Alan Trammell,6
2,1996-04-01,N,LAS01,garcr901,Rich Garcia,OAK,TOR,reyec001,Carlos Reyes,hanse001,Erik Hanson,youne002,Ernie Young,8,gateb001,Brent Gates,4,giamj001,Jason Giambi,3,berrg001,Geronimo Berroa,10,planp001,Phil Plantier,7,munop001,Pedro Munoz,9,steit001,Terry Steinbach,2,lovut001,Torey Lovullo,5,bordm001,Mike Bordick,6,nixoo001,Otis Nixon,8,ceded001,Domingo Cedeno,4,cartj001,Joe Carter,7,olerj001,John Olerud,10,sprae001,Ed Sprague,5,delgc001,Carlos Delgado,3,grees001,Shawn Green,9,marta002,Sandy Martinez,2,gonza001,Alex Gonzalez,6
3,1996-04-01,D,ARL02,brinj901,Joe Brinkman,TEX,BOS,hillk001,Ken Hill,clemr001,Roger Clemens,hamid001,Darryl Hamilton,8,rodri001,Ivan Rodriguez,2,clarw001,Will Clark,3,gonzj002,Juan Gonzalez,9,tettm001,Mickey Tettleton,10,greer001,Rusty Greer,7,wortc001,Craig Worthington,5,mclem001,Mark McLemore,4,elstk001,Kevin Elster,6,cordw001,Wil Cordero,4,valej002,John Valentin,6,vaugm001,Mo Vaughn,3,cansj001,Jose Canseco,10,stanm002,Mike Stanley,2,greem001,Mike Greenwell,7,naeht001,Tim Naehring,5,oleat001,Troy O'Leary,9,hosed001,Dwayne Hosey,8
4,1996-04-01,D,ATL01,tatat901,Terry Tata,ATL,SFN,maddg002,Greg Maddux,leitm001,Mark Leiter,grism001,Marquis Grissom,8,blauj001,Jeff Blauser,6,justd001,David Justice,9,mcgrf001,Fred McGriff,3,klesr001,Ryan Klesko,7,lopej001,Javy Lopez,2,lemkm001,Mark Lemke,4,mordm001,Mike Mordecai,5,maddg002,Greg Maddux,1,javis001,Stan Javier,8,thomr003,Robby Thompson,4,bondb001,Barry Bonds,7,willm003,Matt Williams,5,carrm001,Mark Carreon,3,hillg001,Glenallen Hill,9,dunss001,Shawon Dunston,6,manwk001,Kirt Manwaring,2,leitm001,Mark Leiter,1
5,1996-04-01,D,CHI11,quicj901,Jim Quick,CHN,SDN,navaj001,Jaime Navarro,ashba002,Andy Ashby,mcrab001,Brian McRae,8,sandr001,Ryne Sandberg,4,gracm001,Mark Grace,3,sosas001,Sammy Sosa,9,gonzl001,Luis Gonzalez,7,servs002,Scott Servais,2,hernj001,Jose Hernandez,5,sancr001,Rey Sanchez,6,navaj001,Jaime Navarro,1,hendr001,Rickey Henderson,7,finls001,Steve Finley,8,gwynt001,Tony Gwynn,9,camik001,Ken Caminiti,5,joynw001,Wally Joyner,3,ausmb001,Brad Ausmus,2,cedea001,Andujar Cedeno,6,reedj003,Jody Reed,4,ashba002,Andy Ashby,1
6,1996-04-01,D,MIA01,pullf901,Frank Pulli,FLO,PIT,browk001,Kevin Brown,wagnp001,Paul Wagner,veraq001,Quilvio Veras,4,whitd001,Devon White,8,shefg001,Gary Sheffield,9,conij001,Jeff Conine,7,pendt001,Terry Pendleton,5,colbg001,Greg Colbrunn,3,johnc002,Charles Johnson,2,abbok002,Kurt Abbott,6,browk001,Kevin Brown,1,kingm001,Mike Kingery,8,marta001,Al Martin,7,merco002,Orlando Merced,9,kingj001,Jeff King,3,hayec001,Charlie Hayes,5,bellj001,Jay Bell,6,garcc001,Carlos Garcia,4,kendj001,Jason Kendall,2,wagnp001,Paul Wagner,1
7,1996-04-01,D,HOU02,rungp901,Paul Runge,HOU,LAN,reyns001,Shane Reynolds,martr002,Ramon Martinez,huntb002,Brian Hunter,8,biggc001,Craig Biggio,4,bagwj001,Jeff Bagwell,3,belld001,Derek Bell,9,may-d001,Derrick May,7,berrs001,Sean Berry,5,wilkr001,Rick Wilkins,2,millo001,Orlando Miller,6,reyns001,Shane Reynolds,1,deshd001,Delino DeShields,4,butlb001,Brett Butler,8,piazm001,Mike Piazza,2,karre001,Eric Karros,3,mondr002,Raul Mondesi,9,blowm001,Mike Blowers,5,hollt001,Todd Hollandsworth,7,gagng001,Greg Gagne,6,martr002,Ramon Martinez,1
8,1996-04-01,D,NYC17,wendh901,Harry Wendelstedt,NYN,SLN,joneb003,Bobby Jones,benea001,Andy Benes,johnl001,Lance Johnson,8,gilkb001,Bernard Gilkey,7,brogr001,Rico Brogna,3,huskb001,Butch Huskey,9,kentj001,Jeff Kent,5,hundt001,Todd Hundley,2,vizcj001,Jose Vizcaino,4,ordor001,Rey Ordonez,6,joneb003,Bobby Jones,1,mcgew001,Willie McGee,9,clayr001,Royce Clayton,6,lankr001,Ray Lankford,8,gantr001,Ron Gant,7,gaetg001,Gary Gaetti,5,mabrj001,John Mabry,3,bordp001,Pat Borders,2,alicl001,Luis Alicea,4,benea001,Andy Benes,1
9,1996-04-02,D,BAL12,cobld901,Drew Coble,BAL,KCA,mussm001,Mike Mussina,appik001,Kevin Appier,andeb001,Brady Anderson,8,alomr001,Roberto Alomar,4,palmr001,Rafael Palmeiro,3,bonib001,Bobby Bonilla,10,ripkc001,Cal Ripken,6,surhb001,B.J. Surhoff,5,hoilc001,Chris Hoiles,2,tarat001,Tony Tarasco,9,hammj001,Jeffrey Hammonds,7,robeb002,Bip Roberts,4,goodt001,Tom Goodwin,7,damoj001,Johnny Damon,8,tuckm001,Michael Tucker,9,lockk001,Keith Lockhart,5,hameb001,Bob Hamelin,3,vitij001,Joe Vitiello,10,macfm001,Mike Macfarlane,2,offej001,Jose Offerman,6
10,1996-04-02,N,ANA01,evanj901,Jim Evans,CAL,MIL,finlc001,Chuck Finley,boner001,Ricky Bones,velar001,Randy Velarde,4,edmoj001,Jim Edmonds,8,salmt001,Tim Salmon,9,davic001,Chili Davis,10,snowj001,J.T. Snow,3,andeg001,Garret Anderson,7,ariag001,George Arias,5,fabrj001,Jorge Fabregas,2,disag001,Gary Disarcina,6,listp001,Pat Listach,4,carrc001,Chuck Carr,8,seitk001,Kevin Seitzer,10,vaugg001,Greg Vaughn,7,jahaj001,John Jaha,3,miesm001,Matt Mieske,9,cirij001,Jeff Cirillo,5,mathm001,Mike Matheny,2,valej003,Jose Valentin,6
11,1996-04-02,D,CLE08,phild901,Dave Phillips,CLE,NYA,martd001,Dennis Martinez,coned001,David Cone,loftk001,Kenny Lofton,8,franj002,Julio Franco,3,baerc001,Carlos Baerga,4,bellj002,Albert Belle,7,murre001,Eddie Murray,10,thomj002,Jim Thome,5,ramim002,Manny Ramirez,9,aloms001,Sandy Alomar,2,vizqo001,Omar Vizquel,6,boggw001,Wade Boggs,5,duncm001,Mariano Duncan,4,oneip001,Paul O'Neill,9,sierr001,Ruben Sierra,10,martt002,Tino Martinez,3,willb002,Bernie Williams,8,willg001,Gerald Williams,7,giraj001,Joe Girardi,2,jeted001,Derek Jeter,6
