,Date,Time,Stadium ID,Umpire ID,Umpire Name,Home Team,Visiting Team,Home Pitcher ID,Home Pitcher Name,Away Pitcher ID,Away Pitcher Name,HBO 1 ID,HBO 1 Name,HBO 1 Pos Key,HBO 2 ID,HBO 2 Name,HBO 2 Pos Key,HBO 3 ID,HBO 3 Name,HBO 3 Pos Key,HBO 4 ID,HBO 4 Name,HBO 4 Pos Key,HBO 5 ID,HBO 5 Name,HBO 5 Pos Key,HBO 6 ID,HBO 6 Name,HBO 6 Pos Key,HBO 7 ID,HBO 7 Name,HBO 7 Pos Key,HBO 8 ID,HBO 8 Name,HBO 8 Pos Key,HBO 9 ID,HBO 9 Name,HBO 9 Pos Key,ABO 1 ID,ABO 1 Name,ABO 1 Pos Key,ABO 2 ID,ABO 2 Name,ABO 2 Pos Key,ABO 3 ID,ABO 3 Name,ABO 3 Pos Key,ABO 4 ID,ABO 4 Name,ABO 4 Pos Key,ABO 5 ID,ABO 5 Name,ABO 5 Pos Key,ABO 6 ID,ABO 6 Name,ABO 6 Pos Key,ABO 7 ID,ABO 7 Name,ABO 7 Pos Key,ABO 8 ID,ABO 8 Name,ABO 8 Pos Key,ABO 9 ID,ABO 9 Name,ABO 9 Pos Key
0,1994-04-03,N,CIN08,tatat901,Terry Tata,CIN,SLN,rijoj001,Jose Rijo,tewkb001,Bob Tewksbury,fernt001,Tony Fernandez,5,larkb001,Barry Larkin,6,morrh001,Hal Morris,3,mitck001,Kevin Mitchell,7,sandr002,Reggie Sanders,9,kellb002,Roberto Kelly,8,boonb002,Bret Boone,4,olivj001,Joe Oliver,2,rijoj001,Jose Rijo,1,lankr001,Ray Lankford,8,smito001,Ozzie Smith,6,jeffg001,Gregg Jefferies,3,zeilt001,Todd Zeile,5,whitm001,Mark Whiten,9,gilkb001,Bernard Gilkey,7,alicl001,Luis Alicea,4,pappe001,Erik Pappas,2,tewkb001,Bob Tewksbury,1
1,1994-04-04,D,BAL12,evanj901,Jim Evans,BAL,KCA,mussm001,Mike Mussina,appik001,Kevin Appier,andeb001,Brady Anderson,7,devem001,Mike Devereaux,8,palmr001,Rafael Palmeiro,3,bainh001,Harold Baines,10,ripkc001,Cal Ripken,6,hoilc001,Chris Hoiles,2,saboc001,Chris Sabo,5,mclem001,Mark McLemore,4,hammj001,Jeffrey Hammonds,9,colev001,Vince Coleman,7,mcrab001,Brian McRae,8,joynw001,Wally Joyner,3,macfm001,Mike Macfarlane,2,gaetg001,Gary Gaetti,5,hameb001,Bob Hamelin,10,hendd001,Dave Henderson,9,gagng001,Greg Gagne,6,lindj002,Jose Lind,4
2,1994-04-04,D,BOS07,denkd901,Don Denkinger,BOS,DET,clemr001,Roger Clemens,moorm001,Mike Moore,nixoo001,Otis Nixon,8,hatcb001,Billy Hatcher,9,greem001,Mike Greenwell,7,vaugm001,Mo Vaughn,3,dawsa001,Andre Dawson,10,coops001,Scott Cooper,5,valej002,John Valentin,6,valld001,Dave Valle,2,flets001,Scott Fletcher,4,philt001,Tony Phillips,7,whitl001,Lou Whitaker,4,davie001,Eric Davis,8,fielc001,Cecil Fielder,3,frymt001,Travis Fryman,5,tettm001,Mickey Tettleton,2,gibsk001,Kirk Gibson,9,trama001,Alan Trammell,6,felij001,Junior Felix,10
3,1994-04-04,D,CLE08,barnl901,Larry Barnett,CLE,SEA,martd001,Dennis Martinez,johnr005,Randy Johnson,loftk001,Kenny Lofton,8,vizqo001,Omar Vizquel,6,baerc001,Carlos Baerga,4,bellj002,Albert Belle,7,murre001,Eddie Murray,3,maldc001,Candy Maldonado,10,aloms001,Sandy Alomar,2,ramim002,Manny Ramirez,9,lewim001,Mark Lewis,5,amarr001,Rich Amaral,4,marte001,Edgar Martinez,5,grifk002,Ken Griffey,8,buhnj001,Jay Buhner,9,anthe001,Eric Anthony,7,martt002,Tino Martinez,3,jeffr001,Reggie Jefferson,10,wilsd001,Dan Wilson,2,fermf001,Felix Fermin,6
4,1994-04-04,D,NYC16,mckej901,Jim McKean,NYA,TEX,key-j001,Jimmy Key,browk001,Kevin Brown,polol001,Luis Polonia,7,boggw001,Wade Boggs,5,mattd001,Don Mattingly,3,tartd001,Danny Tartabull,10,oneip001,Paul O'Neill,9,stanm002,Mike Stanley,2,willb002,Bernie Williams,8,gallm001,Mike Gallego,6,kellp001,Pat Kelly,4,hulsd001,David Hulse,8,jamec001,Chris James,9,clarw001,Will Clark,3,gonzj002,Juan Gonzalez,7,cansj001,Jose Canseco,10,palmd002,Dean Palmer,5,rodri001,Ivan Rodriguez,2,strad002,Doug Strange,4,lee-m001,Manuel Lee,6
5,1994-04-04,D,TOR02,brinj901,Joe Brinkman,TOR,CHA,guzmj003,Juan Guzman,mcdoj001,Jack McDowell,whitd001,Devon White,8,alomr001,Roberto Alomar,4,molip001,Paul Molitor,10,cartj001,Joe Carter,9,olerj001,John Olerud,3,delgc001,Carlos Delgado,7,sprae001,Ed Sprague,5,bordp001,Pat Borders,2,gonza001,Alex Gonzalez,6,raint001,Tim Raines,7,coraj001,Joey Cora,4,thomf001,Frank Thomas,3,franj002,Julio Franco,10,ventr001,Robin Ventura,5,jackd002,Darrin Jackson,9,johnl001,Lance Johnson,8,karkr001,Ron Karkovice,2,guilo001,Ozzie Guillen,6
6,1994-04-04,D,CHI11,quicj901,Jim Quick,CHN,NYN,morgm001,Mike Morgan,goodd001,Dwight Gooden,rhodk001,Tuffy Rhodes,8,sandr001,Ryne Sandberg,4,gracm001,Mark Grace,3,may-d001,Derrick May,7,sosas001,Sammy Sosa,9,wilkr001,Rick Wilkins,2,buecs001,Steve Buechele,5,dunss001,Shawon Dunston,6,morgm001,Mike Morgan,1,vizcj001,Jose Vizcaino,6,hundt001,Todd Hundley,2,mcrek001,Kevin McReynolds,7,bonib001,Bobby Bonilla,5,kentj001,Jeff Kent,4,segud001,David Segui,3,burnj001,Jeromy Burnitz,9,thomr004,Ryan Thompson,8,goodd001,Dwight Gooden,1
7,1994-04-04,D,CIN08,grege901,Eric Gregg,CIN,SLN,smilj001,John Smiley,cormr001,Rheal Cormier,fernt001,Tony Fernandez,5,morrh001,Hal Morris,3,larkb001,Barry Larkin,6,mitck001,Kevin Mitchell,7,sandr002,Reggie Sanders,9,kellb002,Roberto Kelly,8,boonb002,Bret Boone,4,olivj001,Joe Oliver,2,smilj001,John Smiley,1,lankr001,Ray Lankford,8,smito001,Ozzie Smith,6,jeffg001,Gregg Jefferies,3,zeilt001,Todd Zeile,5,whitm001,Mark Whiten,9,jordb001,Brian Jordan,7,alicl001,Luis Alicea,4,pappe001,Erik Pappas,2,cormr001,Rheal Cormier,1
8,1994-04-04,D,DEN01,rungp901,Paul Runge,COL,PHI,reyna001,Armando Reynoso,schic002,Curt Schilling,weisw001,Walt Weiss,6,johnh001,Howard Johnson,7,bichd001,Dante Bichette,9,galaa001,Andres Galarraga,3,hayec001,Charlie Hayes,5,burke001,Ellis Burks,8,giraj001,Joe Girardi,2,mejir001,Roberto Mejia,4,reyna001,Armando Reynoso,1,dyksl001,Lenny Dykstra,8,duncm001,Mariano Duncan,4,jordr001,Ricky Jordan,3,holld001,Dave Hollins,5,dauld001,Darren Daulton,2,incap001,Pete Incaviglia,7,eisej001,Jim Eisenreich,9,stock001,Kevin Stocker,6,schic002,Curt Schilling,1
9,1994-04-04,D,HOU02,mcshj901,John McSherry,HOU,MON,harnp001,Pete Harnisch,fassj001,Jeff Fassero,moutj001,James Mouton,9,finls001,Steve Finley,8,biggc001,Craig Biggio,4,bagwj001,Jeff Bagwell,3,gonzl001,Luis Gonzalez,7,camik001,Ken Caminiti,5,servs002,Scott Servais,2,cedea001,Andujar Cedeno,6,harnp001,Pete Harnisch,1,grism001,Marquis Grissom,8,lansm001,Mike Lansing,4,aloum001,Moises Alou,7,walkl001,Larry Walker,9,fletd001,Darrin Fletcher,2,cordw001,Wil Cordero,6,floyc001,Cliff Floyd,3,berrs001,Sean Berry,5,fassj001,Jeff Fassero,1
