,Date,Time,Stadium ID,Umpire ID,Umpire Name,Home Team,Visiting Team,Home Pitcher ID,Home Pitcher Name,Away Pitcher ID,Away Pitcher Name,HBO 1 ID,HBO 1 Name,HBO 1 Pos Key,HBO 2 ID,HBO 2 Name,HBO 2 Pos Key,HBO 3 ID,HBO 3 Name,HBO 3 Pos Key,HBO 4 ID,HBO 4 Name,HBO 4 Pos Key,HBO 5 ID,HBO 5 Name,HBO 5 Pos Key,HBO 6 ID,HBO 6 Name,HBO 6 Pos Key,HBO 7 ID,HBO 7 Name,HBO 7 Pos Key,HBO 8 ID,HBO 8 Name,HBO 8 Pos Key,HBO 9 ID,HBO 9 Name,HBO 9 Pos Key,ABO 1 ID,ABO 1 Name,ABO 1 Pos Key,ABO 2 ID,ABO 2 Name,ABO 2 Pos Key,ABO 3 ID,ABO 3 Name,ABO 3 Pos Key,ABO 4 ID,ABO 4 Name,ABO 4 Pos Key,ABO 5 ID,ABO 5 Name,ABO 5 Pos Key,ABO 6 ID,ABO 6 Name,ABO 6 Pos Key,ABO 7 ID,ABO 7 Name,ABO 7 Pos Key,ABO 8 ID,ABO 8 Name,ABO 8 Pos Key,ABO 9 ID,ABO 9 Name,ABO 9 Pos Key
0,2003-03-30,N,ANA01,froeb901,Bruce Froemming,ANA,TEX,lackj001,John Lackey,valdi001,Ismael Valdez,ecksd001,David Eckstein,6,erstd001,Darin Erstad,8,salmt001,Tim Salmon,9,andeg001,Garret Anderson,7,fullb001,Brad Fullmer,10,glaut001,Troy Glaus,5,spies001,Scott Spiezio,3,molib001,Bengie Molina,2,kenna001,Adam Kennedy,4,gland001,Doug Glanville,8,everc001,Carl Everett,7,rodra001,Alex Rodriguez,6,gonzj002,Juan Gonzalez,9,palmr001,Rafael Palmeiro,3,sierr001,Ruben Sierra,10,blalh001,Hank Blalock,5,younm003,Michael Young,4,diaze002,Einar Diaz,2
1,2003-03-31,D,BAL12,welkt901,Tim Welke,BAL,CLE,loper001,Rodrigo Lopez,sabac001,CC Sabathia,hairj002,Jerry Hairston,4,mattg002,Gary Matthews,8,surhb001,B.J. Surhoff,7,conij001,Jeff Conine,3,gibbj002,Jay Gibbons,9,batit001,Tony Batista,5,cordm001,Marty Cordova,10,gil-g001,Geronimo Gil,2,cruzd001,Deivi Cruz,6,bradm001,Milton Bradley,8,vizqo001,Omar Vizquel,6,lawtm002,Matt Lawton,7,burke001,Ellis Burks,10,garck002,Karim Garcia,9,hafnt001,Travis Hafner,3,blakc001,Casey Blake,5,bardj001,Josh Bard,2,philb001,Brandon Phillips,4
2,2003-03-31,D,DET05,reilm901,Mike Reilly,DET,MIN,marom001,Mike Maroth,radkb001,Brad Radke,kingg001,Gene Kingsale,8,infao001,Omar Infante,6,yound001,Dmitri Young,7,higgb001,Bobby Higginson,9,palmd002,Dean Palmer,10,penac001,Carlos Pena,3,munse001,Eric Munson,5,ingeb001,Brandon Inge,2,santr002,Ramon Santiago,4,jonej003,Jacque Jones,7,guzmc001,Cristian Guzman,6,huntt001,Torii Hunter,8,lecrm001,Matt LeCroy,10,cuddm001,Michael Cuddyer,5,miend001,Doug Mientkiewicz,3,mohrd001,Dustan Mohr,9,piera001,A.J. Pierzynski,2,rival001,Luis Rivas,4
3,2003-03-31,D,KAN06,mcclt901,Tim McClelland,KCA,CHA,hernr003,Runelvys Hernandez,buehm001,Mark Buehrle,tuckm001,Michael Tucker,8,randj002,Joe Randa,5,sweem002,Mike Sweeney,3,ibanr001,Raul Ibanez,7,bergb001,Brandon Berger,9,harvk001,Ken Harvey,10,berra001,Angel Berroa,6,maynb001,Brent Mayne,2,feblc001,Carlos Febles,4,jimed001,D'Angelo Jimenez,4,valej003,Jose Valentin,6,thomf001,Frank Thomas,10,ordom001,Magglio Ordonez,9,konep001,Paul Konerko,3,lee-c001,Carlos Lee,7,credj001,Joe Crede,5,rowaa001,Aaron Rowand,8,aloms001,Sandy Alomar,2
4,2003-03-31,N,STP01,relic901,Charlie Reliford,TBA,BOS,kennj001,Joe Kennedy,martp001,Pedro Martinez,crawc002,Carl Crawford,7,baldr001,Rocco Baldelli,8,huffa001,Aubrey Huff,5,lee-t002,Travis Lee,3,marta001,Al Martin,10,grieb001,Ben Grieve,9,hallt001,Toby Hall,2,aberb001,Brent Abernathy,4,ordor001,Rey Ordonez,6,damoj001,Johnny Damon,8,walkt002,Todd Walker,4,garcn001,Nomar Garciaparra,6,ramim002,Manny Ramirez,7,millk005,Kevin Millar,3,hills002,Shea Hillenbrand,5,giamj002,Jeremy Giambi,10,nixot001,Trot Nixon,9,varij001,Jason Varitek,2
5,2003-03-31,N,TOR02,westj901,Joe West,TOR,NYA,hallr001,Roy Halladay,clemr001,Roger Clemens,stews002,Shannon Stewart,7,cataf001,Frank Catalanotto,9,wellv001,Vernon Wells,8,delgc001,Carlos Delgado,3,phelj001,Josh Phelps,10,hinse001,Eric Hinske,5,hudso001,Orlando Hudson,4,woodc001,Chris Woodward,6,huckk001,Ken Huckaby,2,soria001,Alfonso Soriano,4,jeted001,Derek Jeter,6,giamj001,Jason Giambi,3,willb002,Bernie Williams,8,matsh001,Hideki Matsui,7,posaj001,Jorge Posada,2,ventr001,Robin Ventura,5,mondr002,Raul Mondesi,9,johnn001,Nick Johnson,10
6,2003-03-31,D,PHO01,tscht901,Tim Tschida,ARI,LAN,johnr005,Randy Johnson,nomoh001,Hideo Nomo,womat001,Tony Womack,6,finls001,Steve Finley,8,spivj001,Junior Spivey,4,gonzl001,Luis Gonzalez,7,bautd001,Danny Bautista,9,willm003,Matt Williams,5,overl001,Lyle Overbay,3,moelc001,Chad Moeller,2,johnr005,Randy Johnson,1,robed001,Dave Roberts,8,lodup001,Paul Lo Duca,2,grees001,Shawn Green,9,jordb001,Brian Jordan,7,mcgrf001,Fred McGriff,3,belta001,Adrian Beltre,5,cabrj002,Jolbert Cabrera,4,iztuc001,Cesar Izturis,6,nomoh001,Hideo Nomo,1
7,2003-03-31,N,ATL02,monte901,Ed Montague,ATL,MON,maddg002,Greg Maddux,armat002,Tony Armas,furcr001,Rafael Furcal,6,fickr001,Robert Fick,3,shefg001,Gary Sheffield,9,jonec004,Chipper Jones,7,jonea002,Andruw Jones,8,gilem001,Marcus Giles,4,castv001,Vinny Castilla,5,blanh001,Henry Blanco,2,maddg002,Greg Maddux,1,chave002,Endy Chavez,8,vidrj001,Jose Vidro,4,callr001,Ron Calloway,9,cordw001,Wil Cordero,3,wilkb002,Brad Wilkerson,7,cabro001,Orlando Cabrera,6,tatif001,Fernando Tatis,5,barrm003,Michael Barrett,2,armat002,Tony Armas,1
8,2003-03-31,D,CIN09,marsr901,Randy Marsh,CIN,PIT,haynj001,Jimmy Haynes,bensk001,Kris Benson,larkb001,Barry Larkin,6,boona001,Aaron Boone,4,grifk002,Ken Griffey,8,keara001,Austin Kearns,9,dunna001,Adam Dunn,7,cases001,Sean Casey,3,larsb001,Brandon Larson,5,laruj001,Jason LaRue,2,haynj001,Jimmy Haynes,1,loftk001,Kenny Lofton,8,kendj001,Jason Kendall,2,gileb002,Brian Giles,7,ramia001,Aramis Ramirez,5,simor001,Randall Simon,3,sandr002,Reggie Sanders,9,reesp001,Pokey Reese,4,wilsj002,Jack Wilson,6,bensk001,Kris Benson,1
9,2003-03-31,D,MIA01,demud901,Dana DeMuth,FLO,PHI,beckj002,Josh Beckett,millk004,Kevin Millwood,castl001,Luis Castillo,4,pierj002,Juan Pierre,8,rodri001,Ivan Rodriguez,2,lee-d002,Derrek Lee,3,lowem001,Mike Lowell,5,encaj001,Juan Encarnacion,9,hollt001,Todd Hollandsworth,7,gonza002,Alex Gonzalez,6,beckj002,Josh Beckett,1,rollj001,Jimmy Rollins,6,polap001,Placido Polanco,4,abreb001,Bobby Abreu,9,thomj002,Jim Thome,3,burrp001,Pat Burrell,7,belld002,David Bell,5,liebm001,Mike Lieberthal,2,byrdm001,Marlon Byrd,8,millk004,Kevin Millwood,1
