,Date,Time,Stadium ID,Umpire ID,Umpire Name,Home Team,Visiting Team,Home Pitcher ID,Home Pitcher Name,Away Pitcher ID,Away Pitcher Name,HBO 1 ID,HBO 1 Name,HBO 1 Pos Key,HBO 2 ID,HBO 2 Name,HBO 2 Pos Key,HBO 3 ID,HBO 3 Name,HBO 3 Pos Key,HBO 4 ID,HBO 4 Name,HBO 4 Pos Key,HBO 5 ID,HBO 5 Name,HBO 5 Pos Key,HBO 6 ID,HBO 6 Name,HBO 6 Pos Key,HBO 7 ID,HBO 7 Name,HBO 7 Pos Key,HBO 8 ID,HBO 8 Name,HBO 8 Pos Key,HBO 9 ID,HBO 9 Name,HBO 9 Pos Key,ABO 1 ID,ABO 1 Name,ABO 1 Pos Key,ABO 2 ID,ABO 2 Name,ABO 2 Pos Key,ABO 3 ID,ABO 3 Name,ABO 3 Pos Key,ABO 4 ID,ABO 4 Name,ABO 4 Pos Key,ABO 5 ID,ABO 5 Name,ABO 5 Pos Key,ABO 6 ID,ABO 6 Name,ABO 6 Pos Key,ABO 7 ID,ABO 7 Name,ABO 7 Pos Key,ABO 8 ID,ABO 8 Name,ABO 8 Pos Key,ABO 9 ID,ABO 9 Name,ABO 9 Pos Key
0,2002-03-31,N,ANA01,mcclt901,Tim McClelland,ANA,CLE,washj001,Jarrod Washburn,colob001,Bartolo Colon,ecksd001,David Eckstein,6,erstd001,Darin Erstad,8,salmt001,Tim Salmon,9,andeg001,Garret Anderson,7,glaut001,Troy Glaus,5,fullb001,Brad Fullmer,10,molib001,Bengie Molina,2,gil-b001,Benji Gil,3,kenna001,Adam Kennedy,4,lawtm002,Matt Lawton,9,vizqo001,Omar Vizquel,6,burke001,Ellis Burks,10,thomj002,Jim Thome,3,frymt001,Travis Fryman,5,gutir001,Ricky Gutierrez,4,bradm001,Milton Bradley,8,branr001,Russell Branyan,7,diaze002,Einar Diaz,2
1,2002-04-01,D,BAL12,crawj901,Jerry Crawford,BAL,NYA,erics001,Scott Erickson,clemr001,Roger Clemens,hairj002,Jerry Hairston,4,singc001,Chris Singleton,8,segud001,David Segui,10,conij001,Jeff Conine,3,gibbj002,Jay Gibbons,9,batit001,Tony Batista,5,moram002,Melvin Mora,7,gil-g001,Geronimo Gil,2,bordm001,Mike Bordick,6,soria001,Alfonso Soriano,4,jeted001,Derek Jeter,6,giamj001,Jason Giambi,3,willb002,Bernie Williams,8,ventr001,Robin Ventura,5,posaj001,Jorge Posada,2,whitr001,Rondell White,7,spens001,Shane Spencer,9,johnn001,Nick Johnson,10
2,2002-04-01,D,BOS07,brinj901,Joe Brinkman,BOS,TOR,martp001,Pedro Martinez,carpc002,Chris Carpenter,damoj001,Johnny Damon,8,offej001,Jose Offerman,10,garcn001,Nomar Garciaparra,6,ramim002,Manny Ramirez,7,clart002,Tony Clark,3,nixot001,Trot Nixon,9,hills002,Shea Hillenbrand,5,varij001,Jason Varitek,2,sancr001,Rey Sanchez,4,stews002,Shannon Stewart,10,hinse001,Eric Hinske,5,mondr002,Raul Mondesi,9,delgc001,Carlos Delgado,3,cruzj004,Jose Cruz,7,fletd001,Darrin Fletcher,2,wellv001,Vernon Wells,8,bushh001,Homer Bush,4,lopef001,Felipe Lopez,6
3,2002-04-01,D,KAN06,demud901,Dana DeMuth,KCA,MIN,suppj001,Jeff Suppan,radkb001,Brad Radke,knobc001,Chuck Knoblauch,7,peren001,Neifi Perez,6,beltc001,Carlos Beltran,8,sweem002,Mike Sweeney,3,tuckm001,Michael Tucker,9,randj002,Joe Randa,5,ibanr001,Raul Ibanez,10,maynb001,Brent Mayne,2,feblc001,Carlos Febles,4,jonej003,Jacque Jones,7,guzmc001,Cristian Guzman,6,miend001,Doug Mientkiewicz,3,ortid001,David Ortiz,10,huntt001,Torii Hunter,8,koskc001,Corey Koskie,5,buchb002,Brian Buchanan,9,piera001,A.J. Pierzynski,2,rival001,Luis Rivas,4
4,2002-04-01,N,OAK01,reedr901,Rick Reed,OAK,TEX,muldm001,Mark Mulder,parkc002,Chan Ho Park,giamj002,Jeremy Giambi,7,velar001,Randy Velarde,4,hatts001,Scott Hatteberg,10,justd001,David Justice,9,chave001,Eric Chavez,5,tejam001,Miguel Tejada,6,longt002,Terrence Long,8,hernr002,Ramon Hernandez,2,penac001,Carlos Pena,3,cataf001,Frank Catalanotto,10,everc001,Carl Everett,8,rodra001,Alex Rodriguez,6,gonzj002,Juan Gonzalez,9,palmr001,Rafael Palmeiro,3,rodri001,Ivan Rodriguez,2,kaplg001,Gabe Kapler,7,blalh001,Hank Blalock,5,younm003,Michael Young,4
5,2002-04-01,D,SEA03,marsr901,Randy Marsh,SEA,CHA,garcf002,Freddy Garcia,buehm001,Mark Buehrle,suzui001,Ichiro Suzuki,9,cirij001,Jeff Cirillo,5,boonb002,Bret Boone,4,marte001,Edgar Martinez,10,camem001,Mike Cameron,8,olerj001,John Olerud,3,guilc001,Carlos Guillen,6,wilsd001,Dan Wilson,2,mclem001,Mark McLemore,7,loftk001,Kenny Lofton,8,durhr001,Ray Durham,4,thomf001,Frank Thomas,10,ordom001,Magglio Ordonez,9,konep001,Paul Konerko,3,valej003,Jose Valentin,5,lee-c001,Carlos Lee,7,aloms001,Sandy Alomar,2,clayr001,Royce Clayton,6
6,2002-04-01,D,PHO01,hirsj901,John Hirschbeck,ARI,SDN,johnr005,Randy Johnson,jarvk001,Kevin Jarvis,womat001,Tony Womack,6,bautd001,Danny Bautista,9,gonzl001,Luis Gonzalez,7,gracm001,Mark Grace,3,milld002,Damian Miller,2,finls001,Steve Finley,8,spivj001,Junior Spivey,4,counc001,Craig Counsell,5,johnr005,Randy Johnson,1,jimed001,D'Angelo Jimenez,4,kotsm001,Mark Kotsay,8,gantr001,Ron Gant,7,nevip001,Phil Nevin,3,tramb001,Bubba Trammell,9,cruzd001,Deivi Cruz,6,gonzw001,Wiki Gonzalez,2,vazqr001,Ramon Vazquez,5,jarvk001,Kevin Jarvis,1
7,2002-04-01,D,ATL02,reilm901,Mike Reilly,ATL,PHI,glavt001,Tom Glavine,persr001,Robert Person,furcr001,Rafael Furcal,6,jonea002,Andruw Jones,8,jonec004,Chipper Jones,7,shefg001,Gary Sheffield,9,castv001,Vinny Castilla,5,surhb001,B.J. Surhoff,3,lopej001,Javy Lopez,2,gilem001,Marcus Giles,4,glavt001,Tom Glavine,1,rollj001,Jimmy Rollins,6,gland001,Doug Glanville,8,abreb001,Bobby Abreu,9,roles001,Scott Rolen,5,liebm001,Mike Lieberthal,2,lee-t002,Travis Lee,3,burrp001,Pat Burrell,7,andem003,Marlon Anderson,4,persr001,Robert Person,1
8,2002-04-01,D,CIN08,shulj901,John Shulock,CIN,CHN,hamij002,Joey Hamilton,liebj001,Jon Lieber,walkt002,Todd Walker,4,larkb001,Barry Larkin,6,grifk002,Ken Griffey,8,cases001,Sean Casey,3,boona001,Aaron Boone,5,dunna001,Adam Dunn,7,encaj001,Juan Encarnacion,9,laruj001,Jason LaRue,2,hamij002,Joey Hamilton,1,deshd001,Delino DeShields,4,pattc001,Corey Patterson,8,sosas001,Sammy Sosa,9,mcgrf001,Fred McGriff,3,browr001,Roosevelt Brown,7,gonza001,Alex Gonzalez,6,hundt001,Todd Hundley,2,stync001,Chris Stynes,5,liebj001,Jon Lieber,1
9,2002-04-01,D,NYC17,froeb901,Bruce Froemming,NYN,PIT,leita001,Al Leiter,villr001,Ron Villone,ceder001,Roger Cedeno,7,alomr001,Roberto Alomar,4,vaugm001,Mo Vaughn,3,piazm001,Mike Piazza,2,alfoe001,Edgardo Alfonzo,5,burnj001,Jeromy Burnitz,9,paytj001,Jay Payton,8,ordor001,Rey Ordonez,6,leita001,Al Leiter,1,browa001,Adrian Brown,8,kendj001,Jason Kendall,2,ramia001,Aramis Ramirez,5,younk001,Kevin Young,3,riosa001,Armando Rios,7,wilsc003,Craig Wilson,9,benjm001,Mike Benjamin,6,reesp001,Pokey Reese,4,villr001,Ron Villone,1
