,Date,Home/Away,Opp,Win Prob,Win/Loss,TeamRuns,Opp Runs,StarterID,StarterName,OppStarterID,OppStarterName
0,"Mar 8, 2010",Away,MIL,-1,,-1.0,-1.0,,,,
1,"Apr 5, 2010",Away,OAK,-1,W,5.0,3.0,,Felix Hernandez,,Ben Sheets
2,"Apr 6, 2010",Away,OAK,-1,L,1.0,2.0,,Ian Snell,,Dallas Braden
3,"Apr 7, 2010",Away,OAK,-1,L,5.0,6.0,,Ryan Rowland-Smith,,Justin Duchscherer
4,"Apr 8, 2010",Away,OAK,-1,L,2.0,6.0,,Doug Fister,,Brett Anderson
5,"Apr 9, 2010",Away,TEX,-1,L,2.0,6.0,,Jason Vargas,,Colby Lewis
6,"Apr 10, 2010",Away,TEX,-1,W,4.0,3.0,,Felix Hernandez,,Matt Harrison
7,"Apr 11, 2010",Away,TEX,-1,L,2.0,9.0,,Ian Snell,,Scott Feldman
8,"Apr 12, 2010",Home,OAK,-1,L,0.0,4.0,,Ryan Rowland-Smith,,Justin Duchscherer
9,"Apr 13, 2010",Home,OAK,-1,W,3.0,0.0,,Doug Fister,,Brett Anderson
10,"Apr 14, 2010",Home,OAK,-1,W,4.0,2.0,,Jason Vargas,,Gio Gonzalez
11,"Apr 16, 2010",Home,DET,-1,W,11.0,3.0,,Felix Hernandez,,Jeremy Bonderman
12,"Apr 17, 2010",Home,DET,-1,W,4.0,2.0,,Ryan Rowland-Smith,,Justin Verlander
13,"Apr 18, 2010",Home,DET,-1,L,2.0,4.0,,Ian Snell,,Max Scherzer
14,"Apr 19, 2010",Home,BAL,-1,W,8.0,2.0,,Doug Fister,,Brad Bergesen
15,"Apr 20, 2010",Home,BAL,-1,W,3.0,1.0,,Jason Vargas,,David Hernandez
16,"Apr 21, 2010",Home,BAL,-1,W,4.0,1.0,,Felix Hernandez,,Kevin Millwood
17,"Apr 23, 2010",Away,CHW,-1,L,6.0,7.0,,Ryan Rowland-Smith,,Gavin Floyd
18,"Apr 24, 2010",Away,CHW,-1,L,4.0,5.0,,Doug Fister,,Freddy Garcia
19,"Apr 25, 2010",Away,CHW,-1,L,2.0,3.0,,Jason Vargas,,John Danks
20,"Apr 26, 2010",Away,KCR,-1,L,1.0,3.0,,Felix Hernandez,,Kyle Davies
21,"Apr 27, 2010",Away,KCR,-1,W,3.0,2.0,,Ian Snell,,Zack Greinke
22,"Apr 28, 2010",Away,KCR,-1,W,6.0,5.0,,Ryan Rowland-Smith,,Gil Meche
23,"Apr 30, 2010",Home,TEX,-1,L,0.0,2.0,,Cliff Lee,,Colby Lewis
24,"May 1, 2010",Home,TEX,-1,L,3.0,6.0,,Felix Hernandez,,Matt Harrison
25,"May 2, 2010",Home,TEX,-1,L,1.0,3.0,,Doug Fister,,C.J. Wilson
26,"May 4, 2010",Home,TBR,-1,L,2.0,5.0,,Jason Vargas,,James Shields
27,"May 5, 2010",Home,TBR,-1,L,3.0,8.0,,Cliff Lee,,Matt Garza
28,"May 6, 2010",Home,TBR,-1,L,0.0,8.0,,Ryan Rowland-Smith,,Jeff Niemann
29,"May 7, 2010",Home,LAA,-1,L,0.0,8.0,,Felix Hernandez,,Jered Weaver
30,"May 8, 2010",Home,LAA,-1,L,3.0,4.0,,Doug Fister,,Joe Saunders
31,"May 9, 2010",Home,LAA,-1,W,8.0,1.0,,Jason Vargas,,Ervin Santana
32,"May 11, 2010",Away,BAL,-1,W,5.0,1.0,,Cliff Lee,,David Hernandez
33,"May 12, 2010",Away,BAL,-1,L,2.0,5.0,,Ryan Rowland-Smith,,Brad Bergesen
34,"May 13, 2010",Away,BAL,-1,L,5.0,6.0,,Felix Hernandez,,Kevin Millwood
35,"May 14, 2010",Away,TBR,-1,W,4.0,3.0,,Doug Fister,,Wade Davis
36,"May 15, 2010",Away,TBR,-1,L,2.0,3.0,,Jason Vargas,,James Shields
37,"May 16, 2010",Away,TBR,-1,L,1.0,2.0,,Cliff Lee,,Matt Garza
38,"May 17, 2010",Away,OAK,-1,L,4.0,8.0,,Ryan Rowland-Smith,,Gio Gonzalez
39,"May 18, 2010",Away,OAK,-1,L,5.0,6.0,,Felix Hernandez,,Ben Sheets
