mlb_id,Name,Team,Opponent,Position,Batting Order,Projection,Actual,Price,Value,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,PA,Singles,Doubles,Triples,HR,R,RBI,BB,SB,CS,AVG,OBP,SLG,OPS,wOBA,ISO,IP,Wins,QS,K,CG,CGSO,ERA,FIP
502043,Kyle Gibson,min,bal,P,,14.7694,31.5,7500,1.9692533333333333,14.7694,6.2,14.85,23.25,27.55,33.9,41.75,28.9801,15,29,43,49,57,66,15.7925,6,16,25,30,37,44,25.3627,3.7727,1.1076,0.0662,1.1521,3.1849,0,2.1259,0,0,,,,,,,5.88627,0.3604,0.446,5.408,0.0256,0.0143,4.5100377658517194,4.947437747503937
488768,Andrew Cashner,bal,min,P,,12.244,8.45,5900,2.0752542372881355,12.244,4.05,12.3,20.3125,24.45,30.5025,38.252,25.5632,13,26,39,45,52,60,13.0634,4,13,22,27,33,40,25.4255,3.5756,1.2714,0.1113,0.8555,3.1161,0,2.8066,0,0,,,,,,,5.80273,0.3394,0.4354,4.3464,0.0188,0.0146,4.478340367378802,5.026551056140816
592518,Manny Machado,bal,min,3B,2,8.8217,6,4900,1.8003469387755104,8.8217,3,7,14,18,24,34.01,11.5393,3,9,18.5,22.4,31.7,46.902,7.4122,2,6,12,14,20,30,4.4739,0.679,0.2241,0.0072,0.2184,0.6509,0.5816,0.3408,0.0552,0.0377,0.27308799690305097,0.3284606271932765,0.48931794536788364,0.8177785725611602,0.35068734213996733,0.21622994846483268,0,0,0,0.6147,0,0,,
572821,Brian Dozier,min,bal,2B,1,9.2951,16,4500,2.065577777777778,9.2951,3,7,14,18,25,33,12.2852,3,9.2,18.7,24.7,33.91,44.4,7.9116,2,6,12,16,22,28,4.8494,0.6148,0.2261,0.0159,0.2119,0.6639,0.57,0.5856,0.087,0.0487,0.25064496458558094,0.34113498577143564,0.4602232750128993,0.8013582607843349,0.34728403513836764,0.20957831042731834,0,0,0,0.8895,0,0,,
593934,Miguel Sano,min,bal,3B,3,8.9358,16,4400,2.0308636363636365,8.9358,3,6,14,18,25,35.01,12.0193,3,9,18.7,25.2,34.7,47.9,7.699,2,6,12,16,22,30,4.6291,0.5319,0.1901,0.009,0.2437,0.6183,0.6943,0.6042,0.0094,0.0065,0.24216750726726127,0.3410814197144153,0.4755149196253322,0.8165963393397475,0.3527560432913525,0.23334741235807094,0,0,0,1.459,0,0,,
489149,Logan Morrison,min,bal,1B,5,8.2603,2,4300,1.9210000000000003,8.2603,2,6,12,16,23,33,11.0808,3,9,15.9,21.9,31.4,44.4,7.111,2,6,10,14,20,28,4.4097,0.5236,0.1768,0.012,0.2011,0.5537,0.6072,0.6316,0.0227,0.0127,0.24178820041819962,0.3503866476177518,0.4546200471136286,0.8050066947313803,0.3505432342336214,0.21283184669542896,0,0,0,0.874,0,0,,
430945,Adam Jones,bal,min,OF,4,7.7694,2,4200,1.8498571428571429,7.7694,2,5,11,16,22,32,10.1162,3,6.5,15.2,21.7,30.7,43.9,6.4756,2,4,10,14,20,28,4.2612,0.7349,0.1732,0.0055,0.1802,0.5341,0.5919,0.2646,0.0143,0.0093,0.27368263023570033,0.3187834412841453,0.45503678126407454,0.7738202225482198,0.3335860790387684,0.1813541510283742,0,0,0,0.6955,0,0,,
570731,Jonathan Schoop,bal,min,2B,3,8.2088,3,4100,2.0021463414634146,8.2088,3,6,12,17,23,33,10.6873,3,6.5,15.7,22.2,31.4,44.1,6.8538,2,4,10,14,20,28,4.3621,0.7214,0.2093,0.0046,0.2014,0.5541,0.5915,0.2973,0.0123,0.0082,0.2796447549694942,0.3287407441369983,0.48204093682345994,0.8107816809604582,0.3482311730588478,0.20239618185396574,0,0,0,0.8482,0,0,,
621439,Byron Buxton,min,bal,OF,8,7.1133,0,3900,1.823923076923077,7.1133,2,5,10,14,21,29.01,9.25284,3,6.2,13,18.7,28.2,40.101,5.9494,2,4,8,12,18,26,4.0839,0.5812,0.1655,0.0309,0.1163,0.4537,0.476,0.3293,0.1228,0.054,0.23808128695466896,0.29951761796322146,0.3915463697863954,0.6910639877496169,0.30144535860329585,0.15346508283172644,0,0,0,1.0982,0,0,,
448801,Chris Davis,bal,min,1B,1,9.0535,0,3800,2.3825,9.0535,2,7,14,18,25,34,12.1492,3,9,18.7,24.9,34.4,47.1,7.8176,2,6,12,16,22,30,4.5831,0.4757,0.1628,0.0028,0.29,0.6839,0.572,0.6596,0.0118,0.0085,0.23736459793551679,0.3471231262682464,0.5020262520708552,0.8491493783391015,0.3648528725098732,0.2646616541353384,0,0,0,1.4042,0,0,,
408045,Joe Mauer,min,bal,1B,2,7.7148,12,3600,2.1430000000000002,7.7148,3,7,11,14,20,26,10.0922,3,9,15.2,18.7,27.6,34.902,6.5086,2,6,10,12,18,22,4.7392,0.773,0.2528,0.0127,0.0692,0.6171,0.4118,0.5987,0.0166,0.0138,0.26752807631928505,0.36006076975016876,0.3848569013404178,0.7449176710905865,0.3312123776164754,0.11732882502113273,0,0,0,0.6014,0,0,,
542921,Tim Beckham,bal,min,3B,7,6.8939,16,3600,1.9149722222222223,6.8939,2,5,10,14,20,28,8.91435,3,6.2,12.5,18.7,27.9,38.1,5.727,2,4,8,12,18,24,3.9459,0.6507,0.1523,0.0261,0.1334,0.442,0.4709,0.2936,0.0449,0.0301,0.2635325685184678,0.3183304189158367,0.42909947156586253,0.7474298904816992,0.3239874046478623,0.16556690304739474,0,0,0,0.9972,0,0,,
