mlb_id,Name,Team,Opponent,Position,Batting Order,Projection,Actual,Price,Value,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,PA,Singles,Doubles,Triples,HR,R,RBI,BB,SB,CS,AVG,OBP,SLG,OPS,wOBA,ISO,IP,Wins,QS,K,CG,CGSO,ERA,FIP
650402,Gleyber Torres,nya,tba,2B,5,8.3416,3,4000,2.0854,8.3416,2,6,13,17,23.05,33,10.9748,3,6.5,16.2,22.2,31.7,44.4,7.0484,2,4,10,14,20,28,4.1704,0.587,0.1772,0.0142,0.2064,0.5352,0.5904,0.4134,0.0878,0.0484,0.2621240351344158,0.3352676002301938,0.4816608996539793,0.816928499884173,0.35153208325340496,0.2195368645195635,0,0,0,1.1426,0,0,,
502054,Tommy Pham,tba,nya,OF,4,8.3546,12,3700,2.258,8.3546,2,6,14,17,24,34,11.0182,3,6.5,18.2,22.2,31.71,44.722,7.0784,2,4,12,14,20,28.02,4.3918,0.5604,0.145,0.0068,0.2192,0.5164,0.5946,0.443,0.1188,0.059,0.23586912479740682,0.31294685550343826,0.442564829821718,0.7555116853251562,0.327244045721572,0.2066957050243112,0,0,0,1.4692,0,0,,
596847,Ji-Man Choi,tba,nya,1B,5,7.5676,5,3600,2.102111111111111,7.5676,2,5,12,16,22,30,10.075,3,6.2,15.7,21.7,30.7,40.902,6.4716,2,4,10,14,20,26,4.292,0.4676,0.1742,0.0028,0.2072,0.5062,0.5328,0.4752,0.0342,0.0204,0.22317124292601137,0.30917986952469717,0.43313770697966886,0.742317576504366,0.32231756756756763,0.2099664640536575,0,0,0,1.4832,0,0,,
595281,Kevin Kiermaier,tba,nya,OF,6,6.9204,0,3500,1.9772571428571428,6.9204,2,5,10,14,21,29,8.96314,3,6.2,12.7,18.7,27.9,39.702,5.7712,2,4,8,12,18,26,4.1792,0.5718,0.1528,0.0192,0.1404,0.4182,0.4454,0.3146,0.1054,0.0582,0.2287947006158464,0.2868491577335375,0.3872587072400766,0.6741078649736141,0.29370228751914246,0.1584640066242302,0,0,0,1.2198,0,0,,
595885,Greg Bird,nya,tba,1B,7,6.6436,0,3500,1.8981714285714286,6.6436,2,5,9,14,21,31.01,8.8796,3,6,12.5,18.9,28.4,43.6,5.694,2,4,8,12,18,28,3.9644,0.419,0.1524,0.0066,0.1754,0.449,0.4976,0.4268,0.0142,0.0072,0.2129692446856626,0.29769952577943704,0.40852555404794216,0.7062250798273793,0.3080452527494703,0.19555630936227955,0,0,0,1.231,0,0,,
543309,Kyle Higashioka,nya,tba,C,8,6.4364,3,3400,1.8930588235294117,6.4364,0,4,9,14,21,30,8.5926,0,6,12.4,19.2,28.7,40.402,5.5064,0,4,8,12,18,26,3.8402,0.3786,0.1502,0.0038,0.1848,0.425,0.496,0.3546,0.024,0.0166,0.20581822354831306,0.27915212749335977,0.41014459490475097,0.6892967223981108,0.2989182855059632,0.2043263713564379,0,0,0,1.0294,0,0,,
435522,Neil Walker,nya,tba,1B,6,6.9352,2,3300,2.1015757575757577,6.9352,2,5,10,14,20,30,9.1138,3,6.2,12.5,18.7,28.105,40.402,5.8564,2,4,8,12,18,26,4.074,0.5988,0.164,0.005,0.1452,0.466,0.472,0.4364,0.0156,0.0096,0.2509896635144051,0.33122238586156116,0.4185726852870025,0.7497950711485637,0.3280393716249387,0.16758302177259737,0,0,0,1.0246,0,0,,
605421,Michael Perez,tba,nya,C,9,6.091,0,3000,2.0303333333333335,6.091,0,4,9,14,19,28,7.92532,0,6,12.2,18.7,25.7,37.902,5.0884,0,4,8,12,16,24,3.8232,0.5338,0.1418,0.005,0.151,0.4126,0.4204,0.2448,0.015,0.0118,0.23239436619718315,0.2815442561205273,0.40140845070422543,0.6829527068247527,0.2959087675245868,0.16901408450704228,0,0,0,1.0296,0,0,,
664040,Brandon Lowe,tba,nya,2B,8,7.2276,5,2900,2.4922758620689653,7.2276,2,5,11,16,22,32,9.56176,3,6,15.2,21.7,29.23,44.4,6.1432,2,4,10,14,18,28,3.946,0.4412,0.156,0.0074,0.2078,0.4718,0.5052,0.3744,0.0568,0.0386,0.2274610818680703,0.3007602635580334,0.44982640833240006,0.7505866718904335,0.3234852002027369,0.22236532646432977,0,0,0,1.3326,0,0,,
453203,Shane Robinson,nya,tba,OF,9,5.4006,0,2700,2.000222222222222,5.4006,0,4,8,10,16,23,6.90026,0,6,9.5,12.7,21.7,31.1,4.4488,0,4,6,8,14,20,3.7106,0.6186,0.1498,0.013,0.0378,0.3928,0.297,0.2626,0.0818,0.042,0.23758700696055682,0.29154314666091735,0.32146171693735504,0.6130048635982723,0.2722039023338544,0.08387470997679822,0,0,0,0.5862,0,0,,
624133,Ranger Suarez,phi,nyn,P,,13.6144,-2.8,7100,1.9175211267605634,13.6144,5.25,13.675,21.95,25.65,31.9525,39,26.9414,14,27,40,46,54,61,14.7812,6,15,24,28,35,42,24.9282,3.787,1.1408,0.122,0.9576,3.1156,0,1.8874,0,0,,,,,,,5.8676,0.3826,0.4322,4.6572,0.016,0.0144,4.426375349376236,4.656181948326402
656555,Rhys Hoskins,phi,nyn,OF,4,10.7962,23,5200,2.076192307692308,10.7962,3,8,17,21,29,38,14.6107,3.2,9.7,22.2,28.4,40.4,51.415,9.3464,2,6,14,18,26,32.02,4.3208,0.4806,0.1886,0.014,0.3582,0.7794,0.8704,0.6184,0.0362,0.0228,0.2812770095073466,0.38414182558785415,0.630023768366465,1.0141655939543193,0.4251723754860211,0.34874675885911843,0,0,0,0.9052,0,0,,
621261,Corey Oswalt,nyn,phi,P,,12.2885,7.5,5200,2.363173076923077,12.2885,4.15,12,20.7,24.75,31.05,37.7005,24.81,12,24,38,44,53,62,13.1326,4,13,22,27,34,41,23.6986,3.4498,0.9274,0.0956,1.326,3.4746,0,2.1692,0,0,,,,,,,5.41447,0.2852,0.3202,5.0714,0.0068,0.0046,5.341021374206525,5.669304990146774
607043,Brandon Nimmo,nyn,phi,OF,6,7.3544,3,5100,1.4420392156862745,7.3544,2,5,10,15,21,30,9.6489,3,6.2,13,18.9,28.605,40.4,6.2136,2,4,8,12,18,26,4.2162,0.5732,0.1734,0.0344,0.1414,0.473,0.4678,0.492,0.0426,0.0268,0.2476773535255894,0.3354679569280395,0.42661511197035606,0.7620830688983955,0.33269674114131215,0.17893775844476667,0,0,0,1.2182,0,0,,
452678,Asdrubal Cabrera,phi,nyn,2B,3,9.2468,5,4700,1.967404255319149,9.2468,3,7,14,18,25,34.01,12.211,3,9.2,18.7,24.9,34.6,47.4,7.82,2,6,12,16,22,30,4.4338,0.6914,0.2304,0.0108,0.2334,0.698,0.6828,0.3778,0.0166,0.0126,0.28747534516765283,0.34818891244530653,0.5222386587771203,0.8704275712224268,0.37202715503631195,0.23476331360946745,0,0,0,0.7846,0,0,,
514917,Cesar Hernandez,phi,nyn,2B,1,8.4064,23,4600,1.8274782608695652,8.4064,3,7,12,16,22,28,10.8302,3,9.2,15.4,21.2,28.2,37.4,7.0128,2,6,10,14,18,24,4.6494,0.8254,0.154,0.0368,0.109,0.6508,0.3616,0.569,0.1226,0.0708,0.27575727869816685,0.36439110422850257,0.4116753259484364,0.776066430176939,0.3422393427108874,0.13591804725026957,0,0,0,0.9,0,0,,
608384,Nick Williams,phi,nyn,OF,5,9.2376,15,4500,2.0528,9.2376,3,7,14,18,25,35,12.1864,3,9.2,18.7,24.9,34.2,47.9,7.7952,2,6,12,16,22,30,4.2216,0.6574,0.1634,0.036,0.2508,0.6216,0.7386,0.346,0.048,0.0308,0.28578800701826823,0.34432442675762753,0.5406646712767057,0.8849890980343332,0.3764747489103658,0.25487666425843747,0,0,0,1.0352,0,0,,
624424,Michael Conforto,nyn,phi,OF,4,8.3,19,4400,1.8863636363636365,8.3,2,6,13,17,24,33,10.9951,3,6.5,16.2,22.2,31.7,44.403,7.0452,2,4,10,14,20,28,4.427,0.6164,0.1712,0.0146,0.2056,0.5722,0.6258,0.446,0.0268,0.0158,0.2531524742527004,0.32839394623898804,0.4584275307711631,0.7868214770101511,0.3401559521120398,0.20527505651846273,0,0,0,1.1142,0,0,,
571506,Justin Bour,phi,nyn,1B,2,10.535,0,4300,2.45,10.535,3,7,16,20,28,37,14.1619,3.5,9.4,21.9,27.9,37.9,50.6,9.0828,2,6,14,18,24,32,4.5374,0.567,0.148,0.0052,0.359,0.839,0.7398,0.6304,0.0088,0.0058,0.27622216534425387,0.37677965354608367,0.592423854619913,0.9692035081659967,0.40957045885308774,0.3162016892756591,0,0,0,1.0066,0,0,,
546318,Odubel Herrera,phi,nyn,OF,7,8.071,3,4300,1.8769767441860465,8.071,2,6,12,16,23,31.01,10.4405,3,6.5,15.5,21.7,31.2,41.903,6.7112,2,4,10,14,20,26,3.9904,0.685,0.1848,0.0204,0.1938,0.4956,0.5492,0.2966,0.0616,0.0358,0.29346472467377765,0.3459803528468324,0.5119389246846066,0.8579192775314389,0.3672322574178027,0.2184742000108289,0,0,0,0.7566,0,0,,
596748,Maikel Franco,phi,nyn,3B,6,8.4498,7,3900,2.1666153846153846,8.4498,2,5,14,18,24,35,11.1216,3,6.2,18.7,24.7,33.71,47.405,7.1068,2,4,12,16,22,30,4.108,0.6184,0.1592,0.0062,0.2742,0.5742,0.6932,0.2246,0.0046,0.0046,0.2724416748210331,0.31222005842259004,0.5284544471339548,0.8406745055565449,0.35703125608568653,0.25601277231292174,0,0,0,0.547,0,0,,
453943,Todd Frazier,nyn,phi,3B,5,9.0292,0,3700,2.4403243243243242,9.0292,2,7,14,18,25,36,12.0435,3,9,18.7,25.2,34.9,50.6,7.7096,2,6,12,16,22,32,4.3282,0.5196,0.184,0.0068,0.2812,0.6178,0.711,0.4132,0.04,0.026,0.2532822477650064,0.3245691049396978,0.5192337164750958,0.8438028214147936,0.3594758098054619,0.26595146871008934,0,0,0,0.8428,0,0,,
527038,Wilmer Flores,nyn,phi,1B,3,9.3404,5,3400,2.7471764705882356,9.3404,3,7,14,19,26,35,12.2341,3,9.2,18.7,24.9,34.41,47.4,7.8368,2,6,12,16,22,30,4.5308,0.7182,0.273,0.0068,0.2412,0.6442,0.7002,0.2918,0.0164,0.0122,0.29233309742863883,0.33790941996998325,0.5306440198159944,0.8685534397859777,0.3700467025690827,0.23831092238735557,0,0,0,0.4818,0,0,,
408314,Jose Reyes,nyn,phi,3B,7,7.2614,0,3300,2.2004242424242424,7.2614,2,5,11,14,21,29,9.38524,3,6.2,13,18.7,28.2,38.4,6.0348,2,4,8,12,18,24,4.1108,0.6348,0.1778,0.0244,0.1254,0.4332,0.4928,0.2974,0.1144,0.053,0.2523732102585619,0.30646102948331216,0.41044736980122726,0.7169083992845394,0.31134966429891997,0.15807415954266535,0,0,0,0.5578,0,0,,
457706,Austin Jackson,nyn,phi,OF,2,8.0104,5,3300,2.4273939393939394,8.0104,3,7,12,15,21,29,10.2611,3,9,15.2,18.7,28.2,37.701,6.6264,2,6,10,12,18,24,4.6358,0.8236,0.2406,0.0228,0.1062,0.593,0.4058,0.3928,0.0618,0.0396,0.28121612066933777,0.3421200224340999,0.42375677586613253,0.7658767983002324,0.3340368436947237,0.14254065519679476,0,0,0,1.1996,0,0,,
642708,Amed Rosario,nyn,phi,SS,1,8.1788,20,3200,2.5558750000000003,8.1788,3,7,12,16,22,30,10.291,3,9,15.2,19.615,28.7,40.9,6.6568,2,6,10,12,18,26,4.76,0.8312,0.2208,0.0564,0.1108,0.5548,0.3896,0.2276,0.1356,0.0698,0.268996558114906,0.3039495798319328,0.4159385755890919,0.7198881554210248,0.31075579831932776,0.1469420174741859,0,0,0,0.8522,0,0,,
608700,Kevin Plawecki,nyn,phi,C,8,6.501,2,3000,2.167,6.501,2,5,9,14,20,28,8.51842,3,6,12.2,18.7,27.9,37.9,5.4696,2,4,8,12,18,24,4.0034,0.5746,0.1684,0.007,0.1308,0.4036,0.4666,0.3834,0.0128,0.0068,0.24331491712707182,0.3157815856521956,0.40209944751381216,0.7178810331660077,0.31421226957086473,0.15878453038674034,0,0,0,0.8044,0,0,,
595751,Jorge Alfaro,phi,nyn,C,8,6.5308,17,2900,2.2520000000000002,6.5308,2,5,10,14,20,28,8.50918,3,6,12.2,18.7,27.9,38.2,5.4656,2,4,8,12,18,24,3.877,0.5816,0.1676,0.0086,0.1432,0.4154,0.4554,0.3218,0.0124,0.0068,0.25343159315931596,0.31539850399793656,0.4262488748874888,0.7416473788854254,0.3220145989166882,0.17281728172817284,0,0,0,1.2598,0,0,,
