mlb_id,Name,Team,Opponent,Position,Batting Order,Projection,Actual,Price,Value,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,PA,Singles,Doubles,Triples,HR,R,RBI,BB,SB,CS,AVG,OBP,SLG,OPS,wOBA,ISO,IP,Wins,QS,K,CG,CGSO,ERA,FIP
467100,Ivan Nova,pit,det,P,,12.2745,9.85,7200,1.7047916666666667,12.2745,4,12.5,20.45,24.3,30.55,38.25,25.6426,12,27,39,44,52,58,13.2787,4,14,23,27,33,39,26.3794,4.6304,1.3665,0.1906,0.6796,3.0783,0,1.7231,0,0,,,,,,,6.14103,0.3968,0.5127,3.7752,0.0435,0.0227,4.170814993575997,4.207914911667912
519455,Jordan Zimmermann,det,pit,P,,11.4975,17.3,6700,1.716044776119403,11.4975,3.6,11.5,19.4,23.2,29.3,36.852,24.4473,12,25,38,43,50,57,12.4928,4,13,21,26,32,38,26.1019,4.5379,1.3034,0.255,0.7698,3.1972,0,1.7212,0,0,,,,,,,6.07097,0.322,0.4834,3.7508,0.0307,0.0185,4.389875094095342,4.42029070972184
516782,Starling Marte,pit,det,OF,6,8.6158,15,4800,1.7949583333333332,8.6158,3,7,13,16,23,31,11.0203,3,9.2,15.7,21.7,30.7,41.1,7.0982,2,6,10,14,20,26,4.329,0.8382,0.1947,0.0401,0.1084,0.5373,0.531,0.3239,0.1877,0.0814,0.29497390826695963,0.3477246477246478,0.4448078699657937,0.7925325176904414,0.34382748902748905,0.14983396169883406,0,0,0,0.7174,0,0,,
605137,Josh Bell,pit,det,1B,4,8.6537,17,4600,1.8812391304347829,8.6537,3,7,13,17,24,32,11.4301,3,9.2,16.2,22.2,31.7,43.9,7.3216,2,6,10,14,20,28,4.5418,0.6838,0.2049,0.0423,0.1664,0.6209,0.6471,0.4547,0.026,0.0222,0.26850333977636953,0.34173675635210704,0.4614763524259254,0.8032131087780324,0.34725452463780876,0.19297301264955585,0,0,0,0.6894,0,0,,
408234,Miguel Cabrera,det,pit,1B,3,8.6837,16,4500,1.9297111111111114,8.6837,3,7,12,16,23,32,11.4052,3,9.2,15.9,22.1,31.4,44.4,7.3128,2,6,10,14,20,28,4.4231,0.7964,0.221,0.0054,0.1671,0.6122,0.6271,0.4771,0.0085,0.0072,0.3015458692346681,0.3768849901652688,0.4873289406994425,0.8642139308647112,0.37413637494065255,0.1857830714647744,0,0,0,0.624,0,0,,
570256,Gregory Polanco,pit,det,OF,3,8.7672,39,4400,1.9925454545454546,8.7672,3,7,13,17,23,33,11.4674,3,9.2,18.2,22.2,31.6,44.1,7.3516,2,6,12,14,20,28,4.6533,0.7149,0.2514,0.0285,0.1595,0.5899,0.6441,0.354,0.0733,0.0419,0.26848556741795176,0.32413555971031305,0.45151536296606426,0.7756509226763773,0.3346709002213484,0.1830297955481125,0,0,0,0.6589,0,0,,
592206,Nicholas Castellanos,det,pit,3B,4,8.5663,14,4200,2.039595238095238,8.5663,3,7,13,17,23,33,11.217,3,9,16,22.2,31.7,44.4,7.1732,2,6,10,14,20,28,4.331,0.6963,0.2604,0.0477,0.1567,0.563,0.6892,0.2922,0.0276,0.0189,0.28748638209369126,0.3355576079427384,0.49197781519263145,0.8275354231353699,0.3542558531516971,0.2044914330989402,0,0,0,0.7504,0,0,,
572816,Corey Dickerson,pit,det,OF,5,8.8416,7,4000,2.2104,8.8416,3,7,14,17,24,33,11.5494,3,9.2,18.4,22.23,31.9,44.4,7.3912,2,6,12,14,20,28,4.4411,0.7179,0.2528,0.0492,0.1789,0.615,0.6793,0.2676,0.0235,0.0178,0.2872409248831916,0.33018846682128306,0.49998801964777767,0.8301764864690607,0.35452637859989644,0.2127470947645861,0,0,0,0.8458,0,0,,
400121,Victor Martinez,det,pit,1B,5,7.4074,0,3900,1.8993333333333333,7.4074,2,5,10,14,21,30,9.71698,3,6.5,12.925,18.9,28.7,40.6,6.216,2,4,8,12,18,26,4.2233,0.7303,0.1653,0.0034,0.1413,0.5094,0.5822,0.3673,0.0064,0.0035,0.26978734439834023,0.3332938697227287,0.42435165975103734,0.7576455294737661,0.3304721189591078,0.1545643153526971,0,0,0,0.4638,0,0,,
543281,Josh Harrison,pit,det,2B,2,8.4663,16,3900,2.170846153846154,8.4663,3,7,12,16,23,31,10.94,3,9.2,15.7,21.5,30.4,41.2,7.032,2,6,10,14,20,26,4.7683,0.8075,0.2428,0.0452,0.0974,0.6107,0.5398,0.3496,0.0988,0.0595,0.26996627967501746,0.32349055218841094,0.4115011202389842,0.7349916724273952,0.3197862131157855,0.14153484056396676,0,0,0,0.6984,0,0,,
600869,Jeimer Candelario,det,pit,1B,2,8.2791,11,3700,2.2375945945945945,8.2791,3,7,12,16,22,31,10.8842,3,9.2,15.6,21.7,30.7,41.103,6.9964,2,6,10,14,20,26,4.5248,0.6495,0.29,0.0442,0.1216,0.6525,0.5182,0.4558,0.0116,0.0103,0.2716392233964119,0.3450097241867044,0.45428852297861877,0.7992982471653232,0.34602258663366336,0.18264929958220688,0,0,0,0.7968,0,0,,
624428,Adam Frazier,pit,det,2B,1,8.7604,15,3500,2.502971428571429,8.7604,3,7,13,16,22,30,11.1356,3,9.2,15.7,21.4,28.4,40.402,7.1848,2,6,10,14,18,26,4.8807,0.9422,0.2433,0.0736,0.0669,0.595,0.4788,0.3832,0.1091,0.0781,0.29483046136742636,0.3501956686540865,0.4262812673707615,0.776476936024848,0.3380430675927633,0.13145080600333514,0,0,0,0.495,0,0,,
543510,James McCann,det,pit,C,6,6.6112,16,3500,1.8889142857142858,6.6112,2,5,10,13,19,26.01,8.59906,3,6.2,12.4,18.2,25.7,35.4,5.5128,2,4,8,12,16,22,4.1184,0.6747,0.1651,0.021,0.0991,0.4518,0.479,0.3245,0.0184,0.0127,0.2530114130578033,0.31186868686868685,0.3859616753209098,0.6978303621895967,0.30565591006216003,0.13295026226310652,0,0,0,0.805,0,0,,
578428,Jose Iglesias,det,pit,SS,8,5.9924,13,3400,1.762470588235294,5.9924,2,5,9,12,17,24,7.64392,3,6.2,12.2,15.2,22,31.7,4.9124,2,4,8,10,14,20,3.8853,0.714,0.2069,0.015,0.0343,0.3821,0.3978,0.2453,0.0605,0.0341,0.2665384615384615,0.3128458548889404,0.35989010989010983,0.6727359647790503,0.2958375157645485,0.09335164835164833,0,0,0,0.3915,0,0,,
465041,Francisco Cervelli,pit,det,C,7,7.2251,16,3400,2.125029411764706,7.2251,2,6,10,14,20,28,9.48746,3,6.5,12.7,18.7,25.7,37.9,6.0964,2,4,8,12,16,24,4.2226,0.7045,0.1684,0.0279,0.0867,0.5148,0.4798,0.5286,0.0266,0.018,0.26732539252842447,0.35904419078293,0.3984298863021115,0.7574740770850414,0.33520013735613124,0.13110449377368705,0,0,0,0.7636,0,0,,
547982,Leonys Martin,det,pit,OF,1,8.6624,9,3300,2.6249696969696967,8.6624,3,7,13,16,22.05,31,11.0834,3,9.2,15.7,21.7,28.7,40.701,7.1526,2,6,10,14,18,26,4.6403,0.8005,0.1939,0.0563,0.1122,0.5977,0.4699,0.3459,0.1784,0.0908,0.270794523099851,0.325151391073853,0.42054769001490316,0.7456990810887562,0.3238559144882874,0.14975316691505214,0,0,0,0.8696,0,0,,
543484,Mikie Mahtook,det,pit,OF,7,6.7986,7,3300,2.0601818181818183,6.7986,2,5,10,14,19,27.01,8.77876,3,6.2,12.5,18.4,25.7,37.4,5.6386,2,4,8,12,16,24,4.0047,0.6495,0.1824,0.0531,0.0888,0.4413,0.4652,0.2954,0.0443,0.0254,0.26252931820019954,0.3169276100581817,0.41215323645970936,0.7290808465178911,0.3166218693035684,0.14962391825950982,0,0,0,0.7579,0,0,,
592567,Colin Moran,pit,det,3B,8,7.3999,0,3200,2.31246875,7.3999,2,5,11,15,21,30,9.67198,3,6.2,13,19.2,28.7,40.9,6.1856,2,4,8,12,18,26,4.1169,0.7134,0.1681,0.0257,0.1309,0.5094,0.5834,0.3105,0.0196,0.0156,0.27272488440521225,0.32757657460710726,0.43355926860025223,0.7611358432073595,0.33016247662075837,0.16083438419503998,0,0,0,0.7554,0,0,,
474568,Jordy Mercer,pit,det,SS,9,6.4774,5,3100,2.089483870967742,6.4774,2,5,9,13,19,27.01,8.46961,3,6.2,12.4,18.2,25.7,37.603,5.4272,2,4,8,12,16,24,4.0012,0.6256,0.1656,0.0301,0.0913,0.4628,0.4725,0.3336,0.0162,0.0099,0.24882757116370383,0.31145656303109065,0.3850747082560803,0.696531271287171,0.3051563780865741,0.13624713709237649,0,0,0,0.584,0,0,,
553988,Dixon Machado,det,pit,2B,9,5.5949,16,3000,1.8649666666666664,5.5949,2,5,8,11,16,22,7.13404,3,6,9.7,13,21.5,28.7,4.582,2,4,6,8,14,18,3.7612,0.7088,0.1626,0.0172,0.0241,0.3862,0.3676,0.2374,0.0589,0.0326,0.2590101594869175,0.30578007019036474,0.3354333390090244,0.6412134091993891,0.28361966925449317,0.07642317952210687,0,0,0,0.5607,0,0,,
453286,Max Scherzer,was,cin,P,,23.7286,33.9,12700,1.8683937007874014,23.7286,15.1,24.7,32.9,36.75,43.05,50.25,41.909,28,44,56,61,69,76.01,25.434,16,27,36,40,46,53,25.8808,2.8816,0.9787,0.0985,0.9153,2.46,0,2.4192,0,0,,,,,,,6.34797,0.5106,0.585,8.0993,0.0311,0.0216,3.230828123006252,3.622959984057896
