mlb_id,Name,Team,Opponent,Position,Batting Order,Projection,Actual,Price,Value,dk_points,dk_25_percentile,dk_50_percentile,dk_75_percentile,dk_85_percentile,dk_95_percentile,dk_99_percentile,fd_points,fd_25_percentile,fd_50_percentile,fd_75_percentile,fd_85_percentile,fd_95_percentile,fd_99_percentile,yahoo_points,yahoo_25_percentile,yahoo_50_percentile,yahoo_75_percentile,yahoo_85_percentile,yahoo_95_percentile,yahoo_99_percentile,PA,Singles,Doubles,Triples,HR,R,RBI,BB,SB,CS,AVG,OBP,SLG,OPS,wOBA,ISO,IP,Wins,QS,K,CG,CGSO,ERA,FIP
594798,Jacob deGrom,nyn,nya,P,,18.5341,33.75,12300,1.5068373983739836,18.5341,10.1,18.95,27.25,31.2,37.5,46.4025,34.357,21,35,48,54,62,70,19.8816,11,20,30,34,41,48,25.743,3.6002,1.1048,0.0824,1.0368,3.0304,0,2.002,0,0,,,,,,,6.13327,0.3118,0.4988,6.8246,0.0306,0.0178,4.100227121910498,4.10840112859861
622663,Luis Severino,nya,nyn,P,,21.5135,8.2,11800,1.823177966101695,21.5135,12.75,21.95,30.45,34.4,40.555,47.7005,38.7548,25,41,53,58,66,75,23.0994,13,24,33,38,44,51,25.7178,3.4326,1.0266,0.0824,0.8004,2.625,0,2.1588,0,0,,,,,,,6.23833,0.406,0.553,7.552,0.0196,0.017,3.4933387621366614,3.4419480550083117
607043,Brandon Nimmo,nyn,nya,OF,2,6.8936,23,4500,1.5319111111111112,6.8936,2,5,10,14,20,28,9.10228,3,6.2,12.5,18.7,26.07,37.601,5.8852,2,4,8,12,16.1,24,4.5622,0.499,0.168,0.0286,0.1142,0.5004,0.3488,0.6042,0.0558,0.0396,0.20459828196058616,0.3099381877164526,0.3480545730166751,0.6579927607331277,0.29445109815439924,0.14345629105608892,0,0,0,1.773,0,0,,
519317,Giancarlo Stanton,nya,nyn,OF,2,9.2362,4,4500,2.052488888888889,9.2362,2,7,14,19,26,37,12.269,3,9,19.2,25.2,34.9,50.6,7.8596,2,6,12,16,22,32,4.4194,0.5442,0.1838,0.0054,0.31,0.6574,0.6962,0.3726,0.0178,0.01,0.2578333498072551,0.32040548490745346,0.5357319363447662,0.8561374212522197,0.3633562021993936,0.27789858653751115,0,0,0,1.4784,0,0,,
544369,Didi Gregorius,nya,nyn,SS,3,8.1922,5,4100,1.9980975609756095,8.1922,2,6,13,17,24,33,10.6389,3,6.5,15.7,21.7,31.4,44.4,6.8268,2,4,10,14,20,28,4.3126,0.7006,0.207,0.0148,0.197,0.5424,0.5804,0.2752,0.0342,0.0228,0.2772576410561252,0.32337800862588695,0.482241046217863,0.80561905484375,0.34544831424198863,0.2049834051617378,0,0,0,0.6716,0,0,,
543305,Aaron Hicks,nya,nyn,OF,4,7.7308,12,4000,1.9327,7.7308,2,5,11,16,22,31,10.2648,3,6.5,15.2,21.7,30.9,41.101,6.606,2,4,10,14,20,26,4.2106,0.5226,0.1564,0.0146,0.169,0.5102,0.5076,0.5728,0.0786,0.0428,0.23712133707185656,0.34090153422315106,0.4275111331024245,0.7684126673255756,0.33666912079038613,0.19038979603056794,0,0,0,1.0334,0,0,,
609280,Miguel Andujar,nya,nyn,3B,5,7.4632,16,4000,1.8658,7.4632,2,5,11,15,21,31,9.6717,3,6.2,15,19.2,28.4,41.103,6.196,2,4,10,12,18,26,4.1106,0.67,0.2392,0.0156,0.149,0.5,0.5554,0.1938,0.0288,0.0262,0.27415236928104575,0.3083734734588624,0.45731209150326796,0.7656855649621304,0.32851145818128746,0.1831597222222222,0,0,0,0.8814,0,0,,
458731,Brett Gardner,nya,nyn,OF,1,7.6538,9,3800,2.0141578947368424,7.6538,3,6,11,15,21,29,9.88534,3,6.5,15.2,18.7,27.9,37.601,6.3848,2,4,10,12,18,24,4.5222,0.7252,0.1604,0.0268,0.115,0.5652,0.3902,0.451,0.0998,0.042,0.25235802711731187,0.32692052540798733,0.389663981135783,0.7165845065437704,0.3153635840962363,0.13730595401847112,0,0,0,0.9044,0,0,,
624424,Michael Conforto,nyn,nya,OF,3,7.3016,21,3800,1.9214736842105262,7.3016,2,5,11,16,22,30,9.68768,3,6.2,13.05,21.7,28.7,40.9,6.232,2,4,8,14,18,26,4.4482,0.5224,0.1652,0.0094,0.17,0.4874,0.4844,0.5368,0.0232,0.017,0.221659763767449,0.3155883278629558,0.3990898399550033,0.7146781678179591,0.3141501731037274,0.1774300761875543,0,0,0,1.5378,0,0,,
650402,Gleyber Torres,nya,nyn,2B,7,7.214,0,3700,1.9497297297297298,7.214,2,5,11,16,22,31,9.3945,3,6.2,13.05,21.4,28.7,40.9,6.0348,2,4,8,14,18,26,3.889,0.5656,0.1494,0.0166,0.1808,0.454,0.503,0.2842,0.0694,0.0442,0.25310696848646247,0.3076883517613782,0.4542276964047936,0.7619160481661718,0.3278618668038056,0.20112072791833113,0,0,0,1.1736,0,0,,
