,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,19.0,4.26,82.0,21.0,4.0,1.0,10.0,9.0,3.0,6.0,2.0,0.0,13.0,0.276,0.329,0.48,0.336,6.16,2.84,2.17,1.42,15.9,7.3,8.5,0.276,1.42,0.3,74.6,4.77,4.78
1,Total,Away,10.0,7.2,46.0,13.0,0.0,0.0,8.0,8.0,5.0,2.0,0.0,1.0,11.0,0.302,0.348,0.651,0.42,9.9,1.8,5.5,4.5,23.9,4.4,19.6,0.302,1.5,0.296,88.9,8.35,4.57
