,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,443.0,4.67,1857.0,482.0,110.0,9.0,249.0,230.0,81.0,66.0,3.0,12.0,308.0,0.271,0.302,0.483,0.335,6.26,1.34,4.67,1.65,16.6,3.6,13.0,0.271,1.24,0.289,69.6,4.63,4.06
1,Total,Away,438.1,4.89,1819.0,466.0,92.0,16.0,252.0,238.0,82.0,65.0,11.0,10.0,290.0,0.267,0.299,0.485,0.332,5.95,1.33,4.46,1.68,15.9,3.6,12.4,0.267,1.21,0.28,67.8,4.73,4.3
