,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,60.1,5.82,266.0,69.0,13.0,0.0,39.0,39.0,13.0,19.0,0.0,3.0,42.0,0.283,0.346,0.504,0.364,6.27,2.83,2.21,1.94,15.8,7.1,8.7,0.283,1.46,0.296,71.4,5.65,5.39
1,Total,Away,59.1,5.01,261.0,58.0,14.0,2.0,38.0,33.0,6.0,19.0,2.0,7.0,36.0,0.247,0.324,0.409,0.314,5.46,2.88,1.89,0.91,13.8,7.3,6.5,0.247,1.3,0.269,60.9,4.57,5.4
