,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,64.1,- - -,303.0,81.0,14.0,0.0,30.0,28.0,8.0,32.0,3.0,2.0,55.0,0.301,0.381,0.444,0.358,7.69,4.48,1.72,1.12,18.2,10.6,7.6,- - -,1.76,0.354,81.9,4.64,4.12
1,Total,vs R,119.2,- - -,501.0,109.0,26.0,2.0,69.0,65.0,12.0,44.0,3.0,10.0,99.0,0.244,0.327,0.399,0.315,7.45,3.31,2.25,0.9,19.8,8.8,11.0,- - -,1.28,0.289,64.3,4.15,4.21
