,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,14.0,- - -,58.0,10.0,1.0,1.0,3.0,3.0,1.0,6.0,0.0,0.0,9.0,0.192,0.281,0.327,0.267,5.79,3.86,1.5,0.64,15.5,10.3,5.2,- - -,1.14,0.214,89.0,4.06,4.9
1,Total,vs R,16.0,- - -,55.0,7.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,16.0,0.137,0.2,0.204,0.183,9.0,2.25,4.0,0.56,29.1,7.3,21.8,- - -,0.69,0.177,93.8,2.68,3.43
