,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,148.2,- - -,650.0,147.0,31.0,2.0,57.0,53.0,9.0,68.0,15.0,3.0,129.0,0.254,0.338,0.366,0.305,7.81,4.12,1.9,0.54,19.9,10.5,9.4,- - -,1.45,0.313,78.4,3.62,4.05
1,Total,vs R,191.2,- - -,764.0,127.0,15.0,3.0,57.0,48.0,6.0,68.0,2.0,5.0,224.0,0.184,0.264,0.244,0.233,10.52,3.19,3.29,0.28,29.3,8.9,20.4,- - -,1.02,0.263,74.6,2.35,2.78
