,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,15.0,7.8,72.0,22.0,5.0,0.0,13.0,13.0,5.0,8.0,1.0,0.0,7.0,0.344,0.417,0.656,0.445,4.2,4.8,0.88,3.0,9.7,11.1,-1.4,0.344,2.0,0.327,73.9,8.16,6.36
1,Total,Away,6.2,6.75,30.0,9.0,1.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,7.0,0.31,0.333,0.593,0.375,9.45,1.35,7.0,2.7,23.3,3.3,20.0,0.31,1.5,0.35,69.4,5.41,3.55
