,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,3.2,- - -,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.091,0.167,0.091,0.131,2.45,2.45,1.0,0.0,8.3,8.3,0.0,- - -,0.55,0.1,100.0,3.43,3.88
1,Total,vs R,2.1,- - -,10.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,0.125,0.3,0.25,0.266,11.57,3.86,3.0,0.0,30.0,10.0,20.0,- - -,0.86,0.2,66.7,3.16,4.57
