,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,19.1,2.33,74.0,12.0,1.0,1.0,5.0,5.0,2.0,7.0,0.0,0.0,13.0,0.179,0.257,0.328,0.255,6.05,3.26,1.86,0.93,17.6,9.5,8.1,0.179,0.98,0.192,86.4,4.22,4.51
1,Total,Away,10.2,0.0,39.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,0.139,0.211,0.147,0.171,10.13,2.53,4.0,0.0,30.8,7.7,23.1,0.139,0.75,0.208,100.0,1.71,3.41
