,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,55.1,3.58,224.0,46.0,6.0,1.0,24.0,22.0,6.0,12.0,1.0,4.0,46.0,0.221,0.281,0.353,0.275,7.48,1.95,3.83,0.98,20.5,5.4,15.2,0.221,1.05,0.256,70.9,3.77,4.59
1,Total,Away,48.1,3.54,209.0,50.0,16.0,0.0,21.0,19.0,3.0,13.0,2.0,0.0,53.0,0.255,0.301,0.387,0.293,9.87,2.42,4.08,0.56,25.4,6.2,19.1,0.255,1.3,0.336,71.4,2.58,4.2
