,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,1371.1,3.24,5590.0,1208.0,198.0,15.0,529.0,493.0,126.0,371.0,6.0,48.0,1304.0,0.234,0.292,0.354,0.287,8.56,2.43,3.51,0.83,23.3,6.6,16.7,0.234,1.15,0.289,75.7,3.32,3.25
1,Total,Away,1273.2,3.42,5312.0,1181.0,229.0,22.0,559.0,484.0,117.0,402.0,10.0,50.0,1154.0,0.243,0.309,0.376,0.302,8.15,2.84,2.87,0.83,21.7,7.6,14.1,0.243,1.24,0.297,73.1,3.56,3.44
