,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,16.1,- - -,65.0,11.0,4.0,0.0,6.0,6.0,1.0,7.0,1.0,1.0,17.0,0.193,0.292,0.316,0.267,9.37,3.86,2.43,0.55,26.2,10.8,15.4,- - -,1.1,0.256,73.9,3.34,4.69
1,Total,vs R,23.2,- - -,112.0,29.0,5.0,2.0,15.0,15.0,5.0,15.0,0.0,0.0,21.0,0.299,0.4,0.564,0.405,7.99,5.7,1.4,1.9,18.8,13.4,5.4,- - -,1.86,0.338,78.4,6.03,5.5
