,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,21.1,2.95,92.0,17.0,7.0,0.0,9.0,7.0,3.0,11.0,2.0,3.0,17.0,0.218,0.341,0.434,0.328,7.17,4.64,1.55,1.27,18.5,12.0,6.5,0.218,1.31,0.241,82.1,5.36,5.67
1,Total,Away,16.0,2.81,80.0,21.0,1.0,0.0,5.0,5.0,1.0,10.0,2.0,2.0,11.0,0.309,0.418,0.373,0.349,6.19,5.63,1.1,0.56,13.8,12.5,1.3,0.309,1.94,0.357,88.6,4.85,5.78
