,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,165.1,4.19,714.0,163.0,29.0,2.0,80.0,77.0,23.0,67.0,5.0,8.0,130.0,0.255,0.334,0.417,0.326,7.08,3.65,1.94,1.25,18.2,9.4,8.8,0.255,1.39,0.288,76.8,4.74,4.35
1,Total,Away,136.1,4.49,602.0,141.0,31.0,4.0,72.0,68.0,13.0,63.0,7.0,9.0,120.0,0.266,0.356,0.419,0.335,7.92,4.16,1.9,0.86,19.9,10.5,9.5,0.266,1.5,0.322,72.4,4.21,4.08
