,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,138.1,1.82,543.0,91.0,19.0,4.0,33.0,28.0,12.0,39.0,3.0,3.0,149.0,0.182,0.245,0.31,0.242,9.69,2.54,3.82,0.78,27.4,7.2,20.3,0.182,0.94,0.232,86.1,3.03,3.69
1,Total,Away,119.0,4.61,523.0,119.0,27.0,5.0,65.0,61.0,18.0,48.0,3.0,3.0,128.0,0.252,0.329,0.456,0.335,9.68,3.63,2.67,1.36,24.5,9.2,15.3,0.252,1.4,0.31,72.5,4.25,4.1
