,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,159.0,2.89,637.0,144.0,30.0,6.0,55.0,51.0,10.0,35.0,5.0,7.0,106.0,0.242,0.293,0.366,0.285,6.0,1.98,3.03,0.57,16.6,5.5,11.1,0.242,1.13,0.28,76.2,3.42,4.25
1,Total,Away,151.1,3.75,637.0,150.0,26.0,6.0,71.0,63.0,17.0,45.0,8.0,4.0,98.0,0.255,0.313,0.415,0.309,5.83,2.68,2.18,1.01,15.4,7.1,8.3,0.255,1.29,0.281,73.1,4.27,4.66
