,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,7.1,- - -,40.0,13.0,1.0,1.0,7.0,7.0,2.0,4.0,0.0,0.0,3.0,0.361,0.425,0.629,0.437,3.68,4.91,0.75,2.45,7.5,10.0,-2.5,- - -,2.32,0.355,70.4,7.52,6.33
1,Total,vs R,18.1,- - -,76.0,19.0,2.0,2.0,9.0,9.0,3.0,5.0,0.0,1.0,11.0,0.271,0.329,0.493,0.346,5.4,2.45,2.2,1.47,14.5,6.6,7.9,- - -,1.31,0.286,76.9,5.07,4.62
