,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,116.1,5.96,504.0,131.0,21.0,2.0,80.0,77.0,24.0,32.0,0.0,7.0,84.0,0.282,0.337,0.499,0.355,6.5,2.48,2.63,1.86,16.7,6.4,10.3,0.282,1.4,0.3,66.0,5.39,4.62
1,Total,Away,95.2,5.27,448.0,112.0,32.0,1.0,61.0,56.0,13.0,46.0,4.0,15.0,78.0,0.289,0.388,0.487,0.375,7.34,4.33,1.7,1.22,17.4,10.3,7.1,0.289,1.65,0.335,72.4,5.2,5.58
