,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,5.1,6.75,25.0,5.0,2.0,0.0,6.0,4.0,1.0,3.0,0.0,0.0,5.0,0.227,0.32,0.455,0.334,8.44,5.06,1.67,1.69,20.0,12.0,8.0,0.227,1.5,0.25,30.3,5.41,4.83
1,Total,Away,3.2,4.91,16.0,4.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,0.267,0.313,0.467,0.335,7.36,2.45,3.0,2.45,18.8,6.3,12.5,0.267,1.36,0.273,83.3,5.89,4.14
