,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,250.2,- - -,1034.0,225.0,42.0,5.0,118.0,108.0,27.0,77.0,7.0,7.0,171.0,0.237,0.3,0.382,0.298,6.14,2.76,2.22,0.97,16.5,7.5,9.1,- - -,1.2,0.263,70.4,4.1,4.39
1,Total,vs R,253.2,- - -,1076.0,217.0,35.0,3.0,93.0,88.0,26.0,109.0,5.0,13.0,237.0,0.228,0.318,0.358,0.301,8.41,3.87,2.17,0.92,22.0,10.1,11.9,- - -,1.29,0.276,81.3,3.98,4.15
