,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,177.0,2.8,720.0,153.0,29.0,5.0,62.0,55.0,11.0,57.0,7.0,9.0,148.0,0.234,0.306,0.348,0.286,7.53,2.9,2.6,0.56,20.6,7.9,12.6,0.234,1.19,0.287,77.1,3.4,3.41
1,Total,Away,138.1,4.29,617.0,153.0,24.0,2.0,74.0,66.0,14.0,56.0,7.0,8.0,100.0,0.277,0.354,0.408,0.331,6.51,3.64,1.79,0.91,16.2,9.1,7.1,0.277,1.51,0.317,72.4,4.4,4.07
