,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,21.1,3.8,85.0,16.0,1.0,0.0,10.0,9.0,3.0,4.0,0.0,1.0,26.0,0.2,0.247,0.325,0.251,10.97,1.69,6.5,1.27,30.6,4.7,25.9,0.2,0.94,0.255,65.5,3.25,2.35
1,Total,Away,19.2,3.2,82.0,16.0,3.0,1.0,8.0,7.0,2.0,6.0,0.0,2.0,24.0,0.216,0.293,0.365,0.29,10.98,2.75,4.0,0.92,29.3,7.3,21.9,0.216,1.12,0.292,75.5,3.26,3.11
