,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,4.0,13.5,22.0,7.0,4.0,0.0,6.0,6.0,3.0,3.0,1.0,0.0,4.0,0.368,0.455,1.053,0.592,9.0,6.75,1.33,6.75,18.2,13.6,4.5,0.368,2.5,0.333,69.0,13.16,4.65
1,Total,Away,9.1,5.79,45.0,11.0,2.0,0.0,6.0,6.0,2.0,7.0,0.0,1.0,5.0,0.297,0.442,0.543,0.423,4.82,6.75,0.71,1.93,11.1,15.6,-4.4,0.297,1.93,0.3,80.3,7.44,6.28
