,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,196.2,- - -,819.0,169.0,32.0,3.0,79.0,73.0,33.0,65.0,18.0,9.0,189.0,0.227,0.298,0.416,0.303,8.65,2.97,2.91,1.51,23.1,7.9,15.1,- - -,1.19,0.26,83.3,4.5,3.86
1,Total,vs R,358.1,- - -,1414.0,250.0,40.0,2.0,90.0,85.0,25.0,87.0,4.0,35.0,383.0,0.194,0.264,0.289,0.25,9.62,2.19,4.4,0.63,27.1,6.2,20.9,- - -,0.94,0.255,83.7,2.9,3.44
