,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,372.1,- - -,1590.0,319.0,51.0,6.0,153.0,140.0,41.0,144.0,2.0,33.0,468.0,0.226,0.314,0.362,0.302,11.31,3.48,3.25,0.99,29.4,9.1,20.4,- - -,1.24,0.308,78.2,3.45,3.35
1,Total,vs R,1018.1,- - -,4551.0,946.0,177.0,26.0,592.0,541.0,151.0,595.0,30.0,46.0,995.0,0.242,0.352,0.426,0.341,8.79,5.26,1.67,1.33,21.9,13.1,8.8,- - -,1.51,0.288,72.3,4.96,4.89
