,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,326.1,- - -,1334.0,266.0,50.0,8.0,138.0,129.0,41.0,120.0,2.0,12.0,270.0,0.221,0.3,0.382,0.299,7.45,3.31,2.25,1.13,20.2,9.0,11.2,- - -,1.18,0.253,76.3,4.34,4.52
1,Total,vs R,374.0,- - -,1579.0,391.0,84.0,9.0,188.0,175.0,63.0,104.0,3.0,15.0,312.0,0.268,0.325,0.476,0.342,7.51,2.5,3.0,1.52,19.8,6.6,13.2,- - -,1.32,0.302,76.3,4.62,4.25
