,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,19.0,- - -,98.0,28.0,9.0,1.0,17.0,15.0,4.0,12.0,3.0,0.0,16.0,0.326,0.417,0.607,0.424,7.58,5.68,1.33,1.89,16.3,12.2,4.1,- - -,2.11,0.364,66.9,6.11,5.11
1,Total,vs R,35.1,- - -,144.0,24.0,1.0,0.0,11.0,10.0,2.0,15.0,1.0,1.0,43.0,0.188,0.282,0.246,0.242,10.95,3.82,2.87,0.51,29.9,10.4,19.4,- - -,1.1,0.265,78.0,2.82,3.49
