,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,210.2,3.55,910.0,202.0,36.0,1.0,102.0,83.0,25.0,95.0,15.0,8.0,219.0,0.25,0.337,0.394,0.319,9.36,4.06,2.31,1.07,24.1,10.4,13.6,0.25,1.41,0.314,75.2,4.03,3.38
1,Total,Away,224.0,4.22,982.0,217.0,41.0,5.0,116.0,105.0,11.0,110.0,14.0,17.0,190.0,0.254,0.352,0.357,0.315,7.63,4.42,1.73,0.44,19.4,11.2,8.1,0.254,1.46,0.315,69.4,3.74,3.97
