,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,181.2,- - -,812.0,210.0,44.0,5.0,75.0,72.0,18.0,69.0,5.0,2.0,139.0,0.283,0.348,0.433,0.336,6.89,3.42,2.01,0.89,17.1,8.5,8.6,- - -,1.54,0.329,80.5,4.09,4.34
1,Total,vs R,208.0,- - -,823.0,187.0,44.0,3.0,94.0,92.0,21.0,33.0,3.0,9.0,210.0,0.239,0.282,0.391,0.288,9.09,1.43,6.36,0.91,25.5,4.0,21.5,- - -,1.06,0.302,67.6,3.05,3.05
