,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,2.2,- - -,13.0,4.0,1.0,0.0,3.0,3.0,0.0,1.0,0.0,0.0,4.0,0.333,0.417,0.455,0.381,13.5,3.38,4.0,0.0,30.8,7.7,23.1,- - -,1.88,0.5,40.0,1.28,2.52
1,Total,vs R,12.0,- - -,49.0,9.0,1.0,1.0,6.0,6.0,2.0,3.0,0.0,1.0,5.0,0.2,0.265,0.4,0.287,3.75,2.25,1.67,1.5,10.2,6.1,4.1,- - -,1.0,0.184,68.6,5.49,6.35
