,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,176.0,4.14,731.0,169.0,28.0,0.0,85.0,81.0,32.0,51.0,2.0,5.0,165.0,0.25,0.311,0.441,0.322,8.44,2.61,3.24,1.64,22.6,7.0,15.6,0.25,1.25,0.287,77.7,4.59,3.65
1,Total,Away,180.1,4.09,789.0,192.0,31.0,5.0,91.0,82.0,18.0,53.0,4.0,13.0,159.0,0.266,0.331,0.403,0.318,7.94,2.65,3.0,0.9,20.2,6.7,13.4,0.266,1.36,0.319,71.7,3.78,4.13
