,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,365.2,2.71,1497.0,338.0,56.0,3.0,125.0,110.0,14.0,119.0,26.0,14.0,240.0,0.248,0.317,0.329,0.283,5.91,2.93,2.02,0.34,16.0,8.0,8.1,0.248,1.25,0.292,76.7,3.38,3.63
1,Total,Away,339.1,2.81,1399.0,305.0,54.0,9.0,123.0,106.0,17.0,124.0,28.0,11.0,230.0,0.241,0.317,0.344,0.288,6.1,3.29,1.85,0.45,16.4,8.9,7.6,0.241,1.26,0.283,76.2,3.6,3.56
