,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,436.1,- - -,1820.0,405.0,83.0,8.0,193.0,184.0,48.0,142.0,7.0,14.0,355.0,0.243,0.309,0.394,0.307,7.32,2.93,2.5,0.99,19.5,7.8,11.7,- - -,1.25,0.283,74.5,3.99,3.83
1,Total,vs R,408.0,- - -,1707.0,410.0,80.0,3.0,189.0,170.0,40.0,101.0,8.0,19.0,313.0,0.258,0.312,0.392,0.306,6.9,2.23,3.1,0.88,18.3,5.9,12.4,- - -,1.25,0.3,71.9,3.74,3.68
