,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,23.1,- - -,97.0,15.0,2.0,0.0,7.0,7.0,2.0,8.0,0.0,5.0,16.0,0.179,0.295,0.28,0.267,6.17,3.09,2.0,0.77,16.5,8.3,8.2,- - -,0.99,0.197,83.3,4.57,5.1
1,Total,vs R,14.0,- - -,75.0,23.0,6.0,0.0,7.0,5.0,2.0,13.0,4.0,0.0,12.0,0.371,0.48,0.574,0.433,7.71,8.36,0.92,1.29,16.0,17.3,-1.3,- - -,2.57,0.438,87.4,6.09,6.75
