,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,17.1,- - -,84.0,21.0,3.0,0.0,12.0,11.0,3.0,11.0,1.0,1.0,22.0,0.292,0.393,0.471,0.367,11.42,5.71,2.0,1.56,26.2,13.1,13.1,- - -,1.85,0.383,72.9,4.95,4.69
1,Total,vs R,21.1,- - -,92.0,22.0,3.0,0.0,12.0,12.0,3.0,6.0,0.0,3.0,23.0,0.265,0.337,0.415,0.326,9.7,2.53,3.83,1.27,25.0,6.5,18.5,- - -,1.31,0.333,70.9,4.1,3.35
