,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,157.2,- - -,632.0,128.0,12.0,2.0,62.0,52.0,12.0,53.0,0.0,4.0,150.0,0.223,0.294,0.317,0.275,8.56,3.03,2.83,0.68,23.7,8.4,15.3,- - -,1.15,0.281,73.1,3.27,2.85
1,Total,vs R,372.0,- - -,1559.0,344.0,68.0,3.0,156.0,140.0,22.0,147.0,12.0,5.0,285.0,0.245,0.32,0.348,0.297,6.9,3.56,1.94,0.53,18.3,9.4,8.8,- - -,1.32,0.293,73.1,3.56,3.57
