,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,125.2,- - -,544.0,131.0,19.0,3.0,77.0,74.0,16.0,50.0,0.0,1.0,142.0,0.266,0.337,0.424,0.328,10.17,3.58,2.84,1.15,26.1,9.2,16.9,- - -,1.44,0.343,65.8,3.77,3.85
1,Total,vs R,143.1,- - -,614.0,151.0,31.0,1.0,90.0,87.0,29.0,45.0,0.0,7.0,160.0,0.269,0.334,0.491,0.351,10.05,2.83,3.56,1.82,26.1,7.3,18.7,- - -,1.37,0.327,69.6,4.64,3.69
