,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,25.2,- - -,120.0,27.0,2.0,1.0,13.0,10.0,4.0,16.0,0.0,2.0,31.0,0.265,0.378,0.434,0.355,10.87,5.61,1.94,1.4,25.8,13.3,12.5,- - -,1.68,0.343,81.2,4.87,4.37
1,Total,vs R,79.2,- - -,317.0,47.0,10.0,0.0,27.0,26.0,7.0,34.0,4.0,5.0,88.0,0.169,0.273,0.283,0.248,9.94,3.84,2.59,0.79,27.8,10.7,17.0,- - -,1.02,0.219,77.4,3.56,4.17
