,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,31.0,5.81,147.0,45.0,7.0,2.0,27.0,20.0,9.0,9.0,1.0,1.0,26.0,0.329,0.377,0.61,0.413,7.55,2.61,2.89,2.61,17.7,6.1,11.6,0.329,1.74,0.353,66.0,6.22,4.49
1,Total,Away,23.0,3.52,91.0,16.0,2.0,1.0,10.0,9.0,3.0,9.0,1.0,1.0,20.0,0.198,0.283,0.354,0.276,7.83,3.52,2.22,1.17,22.0,9.9,12.1,0.198,1.09,0.224,73.4,4.42,4.67
