,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,1.1,- - -,11.0,4.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,0.5,0.636,0.625,0.541,13.5,20.25,0.67,0.0,18.2,27.3,-9.1,- - -,5.25,0.667,85.7,6.91,9.39
1,Total,vs R,2.1,- - -,10.0,4.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.5,0.388,3.86,0.0,1.0,0.0,10.0,0.0,10.0,- - -,1.71,0.444,-25.0,2.3,3.01
