,Season,Handedness,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,vs L,176.0,- - -,752.0,175.0,20.0,6.0,100.0,83.0,27.0,50.0,2.0,5.0,133.0,0.251,0.308,0.422,0.316,6.8,2.56,2.66,1.38,17.7,6.7,11.0,- - -,1.28,0.276,67.6,4.53,4.66
1,Total,vs R,587.0,- - -,2528.0,662.0,133.0,6.0,324.0,292.0,94.0,139.0,13.0,11.0,421.0,0.278,0.323,0.464,0.338,6.45,2.13,3.03,1.44,16.7,5.5,11.2,- - -,1.36,0.305,71.7,4.52,4.18
