,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,34.1,3.93,145.0,33.0,5.0,0.0,15.0,15.0,2.0,15.0,1.0,1.0,27.0,0.256,0.34,0.346,0.304,7.08,3.93,1.8,0.52,18.6,10.3,8.3,0.256,1.4,0.31,73.6,3.74,4.43
1,Total,Away,24.2,9.12,123.0,33.0,7.0,0.0,25.0,25.0,5.0,19.0,0.0,2.0,17.0,0.324,0.439,0.539,0.421,6.2,6.93,0.89,1.82,13.8,15.5,-1.6,0.324,2.11,0.35,61.7,6.97,5.57
