,Season,Home/Away,IP,ERA,TBF,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG_x,OBP,SLG,wOBA,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG_y,WHIP,BABIP,LOB%,FIP,xFIP
0,Total,Home,12.0,4.5,53.0,16.0,3.0,0.0,6.0,6.0,2.0,1.0,0.0,1.0,11.0,0.314,0.34,0.49,0.355,8.25,0.75,11.0,1.5,20.8,1.9,18.9,0.314,1.42,0.368,79.0,3.99,2.82
1,Total,Away,8.0,3.38,34.0,5.0,1.0,0.0,3.0,3.0,1.0,5.0,0.0,1.0,7.0,0.179,0.324,0.321,0.295,7.88,5.63,1.4,1.13,20.6,14.7,5.9,0.179,1.25,0.2,83.3,5.28,5.42
